年,月,日,標題,內容,報社
2013,2,26,悲慘世界金嗓撐場 愛黛兒致敬007,芭芭拉史翠珊暌違奧斯卡舞台36年，登台獻唱。裝嫩 開場舞炒熱氣氛今年奧斯卡號稱史上歌舞演員最多的一次，莎莉賽隆和查寧塔圖的開場熱舞獲得滿堂彩，首度出席奧斯卡的丹尼爾雷德克里夫和喬瑟夫高登李維同場飆舞，主持人賽斯麥克法蘭也加入，開場就不斷炒熱典禮氣氛，讓這次奧斯卡充滿年輕氣息，卻仍維持流暢。動容 芭芭拉歌誦已逝影人芭芭拉暌違奧斯卡舞台長達36年，登台獻唱「往日情懷」，搭配緬懷已逝影人的氣氛恰到好處，讓現場許多觀眾動容；這次奧斯卡也特地向邁入50週年的「007」系列電影致敬，找來高齡76歲的歌姬雪莉貝西演唱經典007主題曲，今年演唱「007：空降危機」入圍主題曲「Skyfall」的愛黛兒上台獻唱，渾然天成的美聲也博得喝采。高潮 悲慘世界登台唱歌舞電影「芝加哥」獲奧斯卡最佳影片剛好10週年，凱薩琳麗塔瓊斯以渾厚嗓音重現電影歌曲，珍妮佛哈德森也上台高唱「夢幻女郎」經典曲目，最後「悲慘世界」全體演員高歌上台，合唱「One Day More」，氣勢磅礡，現場觀眾全體起立鼓掌叫好，幾乎成為典禮最高潮！,自由時報
2013,2,26,賽斯做主 取笑A咖遊走情色邊緣,「熊麻吉」賽斯麥可法蘭在奧斯卡頒獎典禮上猛發「笑彈」，炒熱氣氛不遺餘力，笑話遊走尺度邊緣，嚇壞現場的大明星！賽斯擔任今年奧斯卡頒獎典禮主持人，看得出來他為了典禮費盡心思。他一開口就說：「逗笑湯米李瓊斯的任務開始！」諷刺湯米之前在金球獎擺臭臉被拍到。 賽斯接著恭維丹尼爾戴路易斯演林肯十分入戲，「如果他遇到黑人演員唐奇鐸，就會想解放他！」他還開了另一個黑人的玩笑：「『決殺令』是蕾哈娜和克里斯小子的約會電影。」除了笑彈齊發，賽斯還和丹尼爾雷德克里夫、喬瑟夫高登李維同場飆舞，甚至還讓「熊麻吉」現身發問：「奧斯卡後的性愛派對在哪舉行？」一同頒獎的馬克華柏格只好招供：「在傑克尼克遜家裡。」賽斯的笑話頻頻遊走在尺度邊緣，不過國外網站民調顯示過半數的觀眾都相當欣賞賽斯這次的表現，推特上也有粉絲對他讚不絕口，認為他這次的主持充滿笑點。,自由時報
2013,2,26,珍妮佛幸福封后 驚仆「階」,22歲的「飢餓女」珍妮佛勞倫斯笑擒小金人，打敗凱薩獎影后和金球獎影后，成為奧斯卡史上第2年輕的影后！奧斯卡史第2幼齒影后珍妮佛力克奧斯卡史上最老的86歲影后入圍者艾曼紐麗娃、最小的9歲葵雯贊妮華莉絲，以及實力堅強的潔西卡雀斯坦和娜歐蜜華茲，以「派特的幸福劇本」登上金獎影后寶座，成為奧斯卡史上第2年輕的影后，只比最年輕的影后「悲憐上帝的女兒」瑪麗麥特琳大1歲。 演年輕寡婦 內心戲細膩珍妮佛年紀雖輕演技老練，將「派」片中年輕喪偶的寡婦心情詮釋得唯妙唯肖，這個角色兼具瘋狂和扭曲的人格特質，強悍的外在下暗藏心中創傷，演技難度極高，更需要細膩層次，難怪她能擊敗強勁的對手，登上今年后座。緊張忘食 超餓想吃速食珍妮佛得知獲獎時滿臉驚訝，還因為太興奮在上台前大跌一跤，撲倒在台階上，卻無損於現場給她的熱烈掌聲，她上台後幽自己一默說：「你們站起來鼓掌是因為我剛剛跌倒嗎？我真是糗爆了！」逗樂現場來賓，她因為沒有準備謝詞，上台後一路感謝，從和她一起入圍的4位女主角，到感謝所有的工作團隊、家人和男主角布萊德利古柏及演員們，最後更祝賀台下的「愛‧慕」女主角麗娃生日快樂。珍妮佛沒有預料自己會得獎，在紅毯上坦承因為太緊張忘記吃東西覺得超餓，唯一的好處是禮服變得非常舒適，她還請公關去幫她找東西吃，直呼想躲進廁所大啖速食，展現這位新科影后一直以來的真性情。,自由時報
2013,2,26,戴路易斯 3度稱帝,戴路易斯從梅莉史翠普丹尼爾戴路易斯以「林肯」贏得個人第3座奧斯卡影帝，不但刷新了影史紀錄，也為自己的演藝生涯再創高峰！笑稱原要演柴契爾夫人戴路易斯是好萊塢公認的戲精，他在影壇的地位猶如男性版的「梅姨」梅莉史翠普，對此他也幽默自嘲。梅姨去年以「鐵娘子：堅固柔情」封后，她昨天把最佳男主角頒給戴路易斯，他神來一筆，笑說自己本來想去演柴契爾夫人，梅姨才是演「林肯」的第一人選，令全場哄堂大笑。 戲精怪咖 感謝老婆容忍戴路易斯在台上特別感謝老婆蕾貝卡米勒，他說：「我們16年前結婚，從那時候開始，我的老婆就跟一個很怪咖住在一起…或許不只一個，而是一群怪咖！」言下之意，戴路易斯自認個性古怪又善變，「儘管如此，我的老婆一直是個完美的伴侶。」影帝獲肯定 歸功金三角戴路易斯在「我的左腳」裡飾演腦性麻痺作家，演技令人大開眼界；他在「黑金企業」詮釋一夜致富的貪婪與慾望，為自己贏得第2座奧斯卡；如今戴路易斯把美國第16任總統林肯扮演得維妙維肖，不但口音、外型到位，他還將解放黑奴的熱情與真誠完美呈現。影帝看似非他莫屬，他卻謙虛地表示：「我要感謝金三角：編劇東尼庫許納，導演史蒂芬史匹柏，還有林肯。」,自由時報
2013,2,24,熊麻吉做主 少年吔來看奧斯卡 賽斯低級搞笑熊厲害 頒獎典禮就怕反笑果,"""去年奇蹟大賣的「熊麻吉」沒有入圍半項奧斯卡，不過「熊麻吉」的靈魂人物賽斯麥克法蘭，卻是今年奧斯卡典禮主持人，負責吸引年輕觀眾收看，但也讓人擔心他的笑話太低級。30秒廣告費 5336萬天價 美式足球超級盃是美國收視率最高的節目，奧斯卡典禮則猶如女性的超級盃，今年每30秒的廣告播出費高達180萬美元（約台幣5336萬元）。2012年美國國內電影票房達到108億美元新高（約台幣3202億元），但賣座電影都沒有入圍奧斯卡主要獎項，連帶也讓這些電影的年輕男性觀眾對奧斯卡興趣缺缺。奧斯卡典禮在90年代約有4500萬觀眾，1998年「鐵達尼號」讓奧斯卡創下5700萬觀眾的最高紀錄。21世紀後，每年的觀眾都低於4000萬，2008年的最佳影片是「險路勿近」，還創下3200萬觀眾的新低紀錄。賽斯多才多藝 身價29億賽斯身價高達1億美元（約台幣29億元），在福斯電視台有「家庭夥伴」、「美國老爹」等3個成人卡通影集。他還出過唱片，與諾拉瓊斯合唱。小成本的「熊麻吉」在全球賣了5.3億美元（約台幣157億元），創下非續集限制級喜劇片的新紀錄。賽斯麥克法蘭不只替「熊麻吉」那隻熊配音，他也是該片的編劇與導演。奧斯卡看中賽斯對年輕男性觀眾的吸引力，但美國的媒體都在猜測今年的典禮會變成什麼樣？一方面擔心他的笑話太低級，另一方面又擔心他太綁手綁腳，結果會跟前年安海瑟威與詹姆斯法蘭柯一樣大冷場。""",自由時報
2013,2,26,《熊麻吉》導演回味銀幕春光 妮可媚鬥75歲珍芳達,麗塔瓊斯重現《芝加哥》《熊麻吉》主角馬克華柏格透過預錄影帶和穿禮服的泰迪熊搭檔頒獎，一搭一唱，妙趣橫生。凱薩琳麗塔瓊斯表演《芝加哥》，珍妮佛哈德遜獻唱《夢幻女郎》，休傑克曼等電影原班人馬重現《悲慘世界》，向音樂劇致敬。70歲的天后芭芭拉史翠珊睽違36年，再度站上奧斯卡舞台，演唱金曲《往日情懷》，穩健台風大勝失常的後輩愛黛兒和諾拉瓊絲，傳芭芭拉史翠珊斥資約3000萬元台幣「整修門面」，昨看來容光煥發。更令人驚豔的是穿Versace禮服的資深影后珍芳達，75歲高齡的她依然維持34C、25、36窈窕曲線。45歲妮可基嫚穿L’Wren Scott禮服，金光閃閃卻不失優雅，48歲的珊卓布拉克則穿時下夯牌Elie Saab的透視禮服亮相。,蘋果日報
2013,3,2,「我沒興趣」 轉身背對 娜姊好膽耍大牌不甩李安 梅姨讚大導謙虛 嫉妒女兒拍《胡士托》,李安導演剛以《少年PI的奇幻漂流》在奧斯卡再度大放異彩，「與李安合作」，已經成全球電影人的夢想，但西洋天后瑪丹娜（娜姊），竟大牌到竟給李安臉色看！英國《每日郵報》報導，在一場奧斯卡前幾天的派對上，李安試圖向瑪丹娜打招呼自我介紹，她卻對他毫不理會，還無禮地說「我沒興趣」，向來以有禮貌出名的李安，再度試圖對她說話，她竟乾脆轉身背向他。稱曾邀李安撇無禮目擊者表示，當日是好萊塢經紀公司CAA所舉辦的派對，巨星雲集，李奧納多狄卡普利歐、安海瑟薇、布萊德利古柏、珍妮佛安妮斯頓都是嘉賓。但娜姊那天非常誇張，整個人好像吃錯藥一樣烏雲罩頂，對每個人都很兇。一名與她工作的助理，則堅稱她當天心情很好，只是向來在這種場合，不會刻意故作開心地跟人打招呼，所以很多人可能會以為她很難搞、耍大牌。她的助理堅稱她絕沒有對李安無禮，事實上還邀請李安去她自己舉辦的奧斯卡派對。瑪丹娜或許不買李安的帳，但「演技女神」梅莉史翠普（梅姨）對李安卻尊敬得很。史翠普去年奧斯卡封后作品《鐵娘子：堅固柔情》終於將在大陸上映，為此她接受大陸媒體越洋採訪。《鳳凰網》報導，她對剛在奧斯卡拿下最佳導演的李安，印象非常好：「我很喜歡李安！也很願意跟李安合作。事實上，我女兒已經在《胡士托風波》中跟李安合作過了，我還挺嫉妒她的。」梅姨誇《PI》神奇史翠普並說：「我覺得李安是非常有才華的人，多才多藝，最重要的是風格多變，每一部都不一樣，讓人覺得既有變化又有驚喜。這次的《少年PI》也讓我非常喜歡，簡直是他作品中最神奇的一部。李安是很謙卑的一個人。像昆丁泰倫提諾就屬於很高調的人，但李安比較低調，非常不願意彰顯，特別謙卑。」。,中國時報
2013,2,28,金獎導演媽 心疼李安路邊嗑漢堡,導演李安日前在奧斯卡頒獎典禮後，三更半夜抱著小金人在路邊吃漢堡，看似開心忙碌了一天，但也餓壞了，弟弟李崗的妻子陳煥華27日說，媽媽已經看到照片，「哪有媽媽不心疼的呢？」李安日前接受訪問時，又說了一次媽媽救他的往事，「念幼稚園時，有次跟父母划船跌落水裡，媽媽跳下去抱住我。要不是媽媽，我可能沒命了，媽媽等於給了我兩條命。」陳煥華說：「聽媽媽說，當時跳下去才知道水其實沒有很深，那是每個媽媽愛孩子的第一個反應，李安很孝順，一直對此很感謝媽媽。」。,中國時報
2013,2,27,華莉絲成兒童時尚指標 狗狗包熱銷快斷貨,奧斯卡史上最年輕的女主角入圍者，９歲的葵雯贊妮華莉絲，出席典禮時照例帶著心愛的「狗狗包」，引起搶購潮，儼然成為兒童時尚指標。狗狗包製作公司Poochie＆Co.表示，許多顧客指明購買她背的約克夏狗狗包，產品幾乎斷貨。她接下來將主演由威爾史密斯與傑斯製作的新版《安妮》，這齣改編自美國經典百老匯歌舞劇的新片，主角黑白變色，還將加入嘻哈樂風。美國知名諷刺刊物《洋蔥報》，在奧斯卡典禮中竟發布「大家好像不敢說，但華莉絲真是個賤貨。」的推特訊息，引發排山倒海的抨擊。該刊物隨後發出聲明為不當發言道歉。,中國時報
2013,2,27,影后珍妮佛勞倫斯 一夜變髮,珍妮佛勞倫斯一頭金髮出席奧斯卡頒獎典禮，隔天改染成棕髮連戲《飢餓遊戲２：星火燎原》拍攝，翌日飛夏威夷連拍兩個月。她活出自己，沒有偶像包袱，紅毯上率直訂購速食；在領取最佳女主角獎時跌一跤，雖糗，卻也讓觀眾扭轉她日前對前輩失言的負面形象，反愛上她的親民與窘態。她是垃圾食物狂，為奧斯卡的「馬甲戰袍」節食，但走紅毯時實在餓得受不了，派助理去對街買速食，就連現場直播時還提醒助理要記得買薯條，且別忘了番茄醬。連慶祝得獎的方法都是窩在家的沙發、看電視喝紅酒，像個小宅女。她得獎後在後台接受電視專訪時，75歲的傑克尼柯遜竟亂入和她打情罵俏，說她長得很像他某任前女友，她回說「可當你的新女友嗎」？影帝則回「我列入考慮」，逗得她面紅耳赤．,中國時報
2013,2,26,演啥像啥寫傳奇 戴路易斯３度稱帝 笑傲奧斯卡 22歲勞倫斯封后摔個狗吃屎 賺足曝光率,英國男星丹尼爾戴路易斯，在《林肯》中飾演美國總統林肯，珍妮佛勞倫斯在《派特的幸福劇本》中飾演年輕寡婦，雙雙奪下第85屆奧斯卡影帝后。丹尼爾由去年《鐵娘子：堅固柔情》影后梅莉史翠普手中獲獎，一個是英國人演美國總統，一個則是美國人演英國首相佘契爾夫人，都是演什麼像什麼的演技之神。向來謙遜出名的丹尼爾，雖成為第一位３屆奧斯卡影帝，卻說：「我真的不知道這些事情怎麼發生的。我只知道我此生所蒙受的好運，已遠超過我所應得。」影帝謝妻子16年包容55歲的他素以長期進入角色出名，演出時不論戲裡戲外都以角色身分生活，因此特別感謝與他結褵16年的妻子蕾貝卡，「必須忍受與一個奇怪的男人共同生活。」他說演出林肯後必須休息幾年，暫時無法思考還想挑戰什麼高難度人物。他常為角色挑戰各種惟妙惟肖的高難度口音，被媒體問是否下戲後仍走不出角色？他馬上開玩笑地以林肯的口音答：「如果我不小心又陷了進去，你們隨時糾正我。但現在我絕對已經從角色中解脫出來了。」領獎時他還半開玩笑說，３年前曾考慮演佘契爾，梅莉史翠普其實是《林肯》導演史蒂芬史匹柏心中飾演林肯的最佳人選：「我倒很想看看那個版本。」許多觀眾最愛等著看女星穿禮服時跌倒出糗，今年願望成真。珍妮佛勞倫斯年僅22歲就勇奪影后，上台時因禮服過長，當場跌在台階上，搶盡得獎風光，又成為意外焦點。她為出席典禮整天沒吃東西，雖已因禮服過長裁掉６吋，卻仍在上台時跌倒，坐在前排的休傑克曼立刻衝上前扶她起身。影后被質疑故意跌倒她是迪奧代言人，日前也曾因禮服設計在上台被懷疑走光，如今又出狀況，迪奧被懷疑設計有問題，卻也賺足曝光率。她說，跌倒時很想罵髒話，在後台還被媒體質疑是否故意跌倒搶鏡，她自嘲：「絕對是的。你還問我發生什麼事？你看看我的禮服，我在上台時踩到裙襬，而且他們樓梯又打了蠟。」她已連獲金球獎、銀幕演員公會獎影后，畢竟太年輕不懂拿捏，常因開錯玩笑而頻惹爭議，曾說「我打敗梅莉史翠普」而挨轟傲慢。但她在奧斯卡上表現進步，上台後看到全場起立，馬上自嘲：「你們是因為看到我跌倒很丟臉才起立的，但還是謝謝你們。」她也感謝今年所有優秀女性影人，並祝當天生日的艾曼紐麗娃生日快樂，一掃近日被懷疑大頭症的負面形象。但她到了後台故態復萌，拍照時一路搞笑，還以喝點酒為由，開玩笑地對媒體舉中指。,中國時報
2013,2,26,節目鬆散 塞斯收毒舌成最爛主持,本屆奧斯卡頒獎典禮為搶年輕男性族群，找來作品辛辣的塞斯麥克法蘭主持，原本觀眾期待他發揮尖酸毒舌，但卻因噎廢食，笑點反而不痛不癢。開場利用《星艦奇航》中的寇克艦長，從未來回到現今拯救「史上最爛奧斯卡主持」的橋段，雖有新意，但整體節目保守，沒預期好笑，觀眾網路評價貶多於褒。節目過於鬆散，沒把焦點放在幫入圍電影喝采，反而圍繞著主持人打轉，開場的「胸部歌」細數哪些女星上空演出、主持人又與莎莉菲爾德喇舌，讓人不太舒服，聳動有餘笑點不足，雖搞笑後都拉回經典好萊塢式歌舞，但場面不大，不夠吸引人。本屆典禮定位在「慶祝電影音樂」，重現《芝加哥》、《夢幻女郎》、《悲慘世界》等歌舞劇外，多位實力派歌手現場高歌，表演精彩，力挽狂瀾拯救開場頹勢與主持人不甚得體的笑話。愛黛兒演唱〈Skyfall〉令人屏息，但歌曲亮點並不多，旋律低沉的歌曲讓人意猶未盡。倒是珍妮佛哈德森瘦身成功，飆起高音來重現《夢幻女郎》名曲〈AndIAmTellingYouI’mNotGoing〉，全場起立鼓掌，鋒頭更勝。76歲的雪莉貝西演繹007名曲〈Goldfinger〉，一開始稍有走音，但氣勢磅礡，贏得滿堂彩，芭芭拉史翠珊則是暌違36年奧斯卡首度演唱〈TheWayWeWere〉，讓歌迷如癡如醉回到《往日情懷》。,中國時報
2013,2,26,珊卓莉絲 「姻」鑑不遠 安海瑟薇抱金 6成恐中失婚魔咒,好萊塢女星安海瑟薇很可能成下一位中「小金人魔咒」的受害者！英國《每日郵報》報導，她拿下85屆奧斯卡最佳女配角，但因此有高達63％的機率，獲得進入「失婚」家庭的門票，新婚５個月的她拿獎算雙喜臨門，此調查可能讓她手握小金人也不安。３年前，珊卓布拉克因電影《攻其不備》封后，卻在抱走小金人15天後，傳出另一半傑西詹姆斯背著她、外遇偷情近１年之久，她也隨即離婚，結束５年人妻子身分。莉絲威瑟斯本2006年獲影后殊榮，竟也在７個月後結束與萊恩菲利浦的婚姻。希拉蕊史溫克二度封后時，對結婚８年的丈夫查德洛說「你是我的一切」，但１年後，兩人宣告分居。30歲的安海瑟薇出道14年，緋聞甚少的她在2008年與相戀４年的義大利籍男友拉費洛法里耶瑞情變，去年９月火速與亞當舒曼閃婚，她堅定表示：「身為女人，活在傳統的『妳和多少男人睡過』等批評，喘不過氣卻仍要低聲下氣地活著，但只要願意就可以改變現況，他讓我改觀，我很自豪『我好幸福』。」。,中國時報
2013,2,25,歌舞秀007歌聲 亮點串場吸眼球,第85屆奧斯卡頒獎典禮今天上午８點登場，主持人、電影《熊麻吉》導演塞斯麥克法蘭、不死情報員007及華麗的歌舞秀，預期將有許多精彩吸睛亮點，讓典禮無冷場。塞斯麥克法蘭片中替熊麻吉玩偶配音，髒話、冷嘲熱諷樣樣來，外界很期待他憑快嘴消遣台上、台下的眾家大明星。音樂劇電影《悲慘世界》入圍８項大獎，讓外界猜測音樂勢必是典禮高潮，加上典禮製作人曾製作過《髮膠明星夢》等歌舞片，宣布電影《芝加哥》、《夢幻女郎》、《悲慘世界》都將納入典禮表演節目。天后芭芭拉史翠珊則在暌違36年後，將再登金像獎舞台。歷久不衰的《007》系列電影邁入50周年，奧斯卡將在典禮上向不死情報員詹姆斯龐德致敬，主辦單位曾盼歷屆６名龐德齊聚奧斯卡舞台，因史恩康納萊、羅傑摩爾等人都已年過80，同台的經典畫面確定破局，但已改邀最早主題曲原唱者雪莉貝西登台獻聲，愛黛兒則將獻唱入圍本屆最佳電影歌曲的《007：空降危機》主題曲〈Skyfall〉。曾獲奧斯卡最佳影片的《芝加哥》演員蕾妮齊維格、凱薩琳齊塔瓊絲、李察基爾、皇后拉蒂法，也將在奧斯卡齊聚，本屆奧斯卡明星多又很音樂性，讓影迷很期待。,中國時報
2013,3,1,劇組慶功宴 小班偷刮幸運鬍,奧斯卡獎曲終人散，場外的漏網鏡頭絲毫不比場內遜色。擔任頒獎人的「哈利波特」主角丹尼爾雷德克里夫，要求慶功趴的DJ播放搖滾樂團Kinks的歌曲，竟然遭拒！以「南方野獸樂園」入圍最佳女主角的9歲童星葵文贊瓦莉絲，跟著一票大人在舞池鬼混到半夜12點半，才依依不捨離開。班艾佛列克則是在劇組人員享用慶功宴時，悄悄地在盥洗室門外的走道將留了許久的幸運鬍鬚刮乾淨。「亞果出任務」的共同製片人喬治柯隆尼，在女伴史黛西梳妝時跑去打籃球。快出場前，史黛西看見渾身大汗的喬治柯隆尼走過身邊。5分鐘後，喬治柯隆尼已經全身燕尾服行頭就緒。史黛西驚嘆：「這真是太神奇了！」,聯合報
2013,2,28,再主持奧斯卡？ 賽斯：想都別想,奧斯卡頒獎典禮吸引逾4千萬名觀眾收看，創2010年以來的高收視。不過主持人賽斯麥克法蘭的表現卻引來兩極評論。賽斯也表示，以後不會再主持奧斯卡了。另外，「超級製作人」女星蒂娜費也對主持奧斯卡盛會興趣缺缺。頒獎典禮順利落幕，主持人賽斯引發的爭議則持續發酵。周二有人問他想不想再主持，他回應：「想都別想，雖然過程很有趣。」最有爭議的橋段莫過於「熊麻吉」的熊布偶說：「如果我要在好萊塢工作，最好先變成猶太人。」很多猶太人都被這句話惹毛，認為它加深了外界對猶太人的刻板印象，猶太社群也批評賽斯「冒犯了他們，這一點都不好笑、也不恰當。」還有人認為賽斯對女性極不尊重，包括典禮開始一首以女星胸部為主題的歌，還把克里斯曾對蕾哈娜動粗的事實拿來開玩笑，說他們倆約會時應該去看「決殺令」，只因片中也有女性被打的畫面。凡此種種都讓人覺得賽斯的玩笑開得很不入流。蒂娜費今年剛主持完金球獎，頗受好評，有人拱她主持明年奧斯卡，對此她透過哈芬頓郵報表示，絕無可能，理由是責任太沉重，「主持奧斯卡太艱難，我想都不敢想。」,聯合報
2013,2,28,安海瑟薇怕跟女兒撞衫 臨陣換衣,奧斯卡最佳女配角安海瑟薇走星光大道時胸前疑似激凸的畫面，引起不少爭議。更大的爭議則是典禮前幾小時，曾幫安海瑟薇設計婚紗，與她情同父女的設計大師范倫鐵諾發表聲明，宣稱安海瑟薇將穿他的禮服出席奧斯卡，最後安海瑟薇穿的卻是PRADA！安海瑟薇日昨發表聲明公開向范倫鐵諾道歉，並透露大轉彎的原因在於怕撞衫：「我周六深夜得知某位女星穿的禮服和我準備穿的范倫鐵諾禮服很類似，所以我在最後一刻決定更換。造成任何失望，我深表遺憾。」內幕人士透露，安海瑟薇擔心撞衫的對象就是「悲慘世界」中演她女兒的亞曼達席菲，小妮子當天穿的是Alexander McQueen的禮服。而安海瑟薇因不得人緣而落淚？奧斯卡頒獎當天，她受訪時疑似承受惡評，一度哽咽落淚。不少網友對她在各大小典禮的頒獎感言有意見，故作不在意的她首度坦承很介意，才會悲從中來。安海瑟薇奪獎，上台第一句話：「美夢成真了」，後台媒體問她指何意，她說：「我曾夢想（拿小金人），而我拿到了。」「每日郵報」報導，安海瑟薇為贏得觀眾好感，每篇得獎感言都精雕細琢，引來網友批評。對於那些被歸類為「討厭海瑟者（Hatha-haters）」的網友，安海瑟薇坦承：「我的確很介意，但凡事一體兩面，這就是人生。」「Us周刊」報導，她之前贏得英國奧斯卡女配角獎，冗長致詞中謝了美髮師、化妝師到「悲慘世界」小說的作者雨果，網友推文諷刺：「如果安海瑟薇要感謝雨果，那畢格羅（「00:30凌晨密令」導演）是不是要感謝賓拉丹？」安海瑟薇深知她成了網友的笑柄，才會在後台有感而發。,聯合報
2013,2,27,阿珍拍片耍孤僻 大牌傳言起,珍妮佛安妮絲頓沉浸在愛情的喜悅中，卻忘了要善待工作人員，遭到新片人員批評耍大牌。最近珍妮佛與提姆羅賓斯等人合拍新片，提姆貴為奧斯卡得主，態度還挺親和，與其他演員都會在劇組準備的餐廳一起享用午餐，不過珍妮佛就很明顯擺架子，不和大家一起吃，點完餐、食物都到手後就回到自己的休息車上吃，是唯一一個搞孤僻的演員。工作人員還爆料，其他演員要吃午餐，都甘於乘坐片場內的接駁車到餐廳，只有珍妮佛非要開她的豪華休旅車，且大家的休息車都靠近片廠，珍妮佛偏要離片場有一段很遠的距離，好躲開所有人。她雖沒有對工作人員太惡劣的講難聽話，舉動卻擺明不想親近其他人。,聯合報
2013,2,27,千面女郎潔西卡 母侵驚悚搞鬼,珍妮佛安妮絲頓沉浸在愛情的喜悅中，卻忘了要善待工作人員，遭到新片人員批評耍大牌。最近珍妮佛與提姆羅賓斯等人合拍新片，提姆貴為奧斯卡得主，態度還挺親和，與其他演員都會在劇組準備的餐廳一起享用午餐，不過珍妮佛就很明顯擺架子，不和大家一起吃，點完餐、食物都到手後就回到自己的休息車上吃，是唯一一個搞孤僻的演員。工作人員還爆料，其他演員要吃午餐，都甘於乘坐片場內的接駁車到餐廳，只有珍妮佛非要開她的豪華休旅車，且大家的休息車都靠近片廠，珍妮佛偏要離片場有一段很遠的距離，好躲開所有人。她雖沒有對工作人員太惡劣的講難聽話，舉動卻擺明不想親近其他人。,聯合報
2013,2,27,派對疑露點范冰冰：「高興就好」,人稱「范爺」的范冰冰，到美國好萊塢，作風更洋派，日前她穿粉嫩透視禮服出席奧斯卡會後愛滋慈善派對，疑似未貼胸貼走光，此舉引起網友瘋傳，稱她在美開啟了服裝最大尺度。范冰冰對穿著很有想法，日前接受媒體訪問就強調紅毯造型是見仁見智的，她所選的造型往往是自己最喜歡或最讓她有自信的衣著，只因她曾在大型典禮穿仙鶴裝、陶瓷裝露臉，引起兩極評價，如今在慈善典禮露兩點，她神情自若，毫不扭捏，應了她所說：「別人怎麼看我的造型不重要，我自己高興就好。」之前忙著拍「白髮魔女」，直到最後一刻才決定赴奧斯卡開眼界，還在紅毯上和宿敵李冰冰合體拍照，頻讚「冰冰好美」，藉此自捧也捧人，被問及是否像李冰冰朝好萊塢發展，她直率表示，早就簽海外經紀公司，只是沒對外公布，擺明輸人不輸陣。,聯合報
2013,2,27,賽斯 麻辣救收視007難搞湊不齊,"""85屆奧斯卡頒獎典禮雖已落幕，相關話題仍在發燒：「熊麻吉」導演、編劇兼配音賽斯麥克法蘭擔任主持，吸引破4","000萬美國觀眾收看，表現卻兩極；第一夫人蜜雪兒歐巴馬參與頒獎，背後原來是奧斯卡造勢天王哈維溫斯坦出力；而「007大會師」破局，被推測是史恩康納萊與皮爾斯布洛斯南難搞所致。進入21世紀的奧斯卡收視不斷向下探底，今年賽斯麥克法蘭上場，觀眾總數或廣告商最看重的18至49歲收視率都顯著成長，年輕影迷大讚他的笑話有趣，救了沉悶典禮，年長觀眾怒罵他開玩笑不知輕重，稱史上最差，猶太團體對他借熊麻吉玩偶消遣「好萊塢被猶太人把持」，強化觀眾的刻板印象極為不滿。今年最佳影片由蜜雪兒歐巴馬和傑克尼柯遜連線頒發，雖是意外驚奇，外界也有褒有貶，大家好奇影劇圈和政治界扯上關係？原來這又是最擅長奧斯卡造勢的哈維溫斯坦傑作。他對美國影藝學院會員口味掌握之精準堪稱無人能及，過往代表作除「莎翁情史」硬擠走「搶救雷恩大兵」得大獎外，就屬「王者之聲：宣戰時刻」在前哨戰一路輸「社群網戰」後，從奧斯卡提名名單揭曉起上演逆轉勝。本屆奧斯卡哈維的影響力再達到新的巔峰，幫影藝學院「搞定」第一夫人，他和女兒對影藝學院主席提出這個點子，獲得採納，馬上與女兒趕往白宮，讓蜜雪兒同意參與頒獎。為防止連線失誤，傑克尼柯遜手上其實也有一個信封，以便一出問題由他宣布得獎影片。可惜美國第一夫人很賞臉，要湊齊歷代6位007卻是不可能的任務，儘管背負廣大影迷期待，「龐德大會師」終破局。盛傳史恩康納萊早和製作龐德片的EON公司高層失和，皮爾斯布洛斯南則怨恨太早被取代，兩人沒有意願露臉。而「少年PI的奇幻漂流」特效團隊致辭被「大白鯊」配樂打斷，眼看他們還沒講完，最後麥克風被關掉，廣大觀眾看在眼裡，痛罵主辦單位不尊重人。"""
