年,月,日,標題,內容,報社
2019,2,28,女神卡卡曖昧布萊利 正宮臭臉超不爽,女神卡卡在奧斯卡金像獎後首度露面，神色愉快。達志布萊利庫柏與俄羅斯超模女友伊蓮娜傳出關係緊張。達志合作飄粉紅泡泡卡卡與庫柏合演《一個巨星的誕生》叫好叫座，這對銀幕情侶互動親密，在奧斯卡合唱《擱淺帶》更令粉絲直呼「太浪漫、飄出粉紅泡泡」，起鬨2人在一起，但庫柏已有交往4年多的正牌女友伊蓮娜，女方前年3月還為他產下一女取名為莉亞。奧斯卡隔天庫柏與伊蓮娜被拍到開車外出，2人都面色凝重，傳出小倆口關係緊張。英國《太陽報》報導，伊蓮娜對他與卡卡的互動感到不悅，雖然雙姝對外互動友好，但早在奧斯卡前伊蓮娜就取消追蹤卡卡。知情人士透露：「她不討厭或嫉妒卡卡，但受夠那些關於她與庫柏關係緊密的報導。」該人士稱伊蓮娜對偷吃傳聞並不陌生，「她過去曾與足球天王C羅交往，但庫柏與卡卡只是為了打片炒作緋聞，她已準備好讓這一切劃下句點」。,蘋果日報
2019,2,28,奧斯卡新后薪水秒翻4倍 笑迎7.7億片酬,奧莉薇亞柯曼以《真寵》在奧斯卡金像獎封后。先接Netflix影集美國娛樂顧問布洛迪庫柏向英國《鏡報》表示，奧莉薇亞能比肩葛倫與「梅姨」梅莉史翠普等重量級女星，「她的奧斯卡讓她的地位與薪酬都立刻晉升好萊塢一線。一夕之間她的吸金力直接翻4倍，有機會開出超過2500萬美元的片酬。」她接下來將在Netflix熱門影集《王冠》飾英國女王伊麗莎白二世，令影迷十分期待。,蘋果日報
2019,2,27,《綠皮書》摘獎非裔名導爆氣 卡卡和鳴庫柏曖昧100%,超模女友晾一旁卡卡與庫柏表演《一個巨星的誕生》主題曲《擱淺帶》，卡卡並以該曲獲最佳原創歌曲獎肯定。2人合唱氛圍超曖昧，耳鬢廝磨、最後幾乎要親下去，引發網路熱議，不少粉絲起鬨要他們在一起。英國《每日郵報》更捕獲他倆在會後派對互動親密，聊天聊了近2小時，庫柏的俄羅斯超模女友伊蓮娜被晾在一旁陪庫柏的媽媽，表情不太愉快。本屆最佳影片頒給《幸福綠皮書》也爆發爭議，有不少非裔影人認為該片以「白人救世主」視角敘事，故事主人翁唐薛利的家人也抗議故事與事實不符。非裔名導史派克李更大為不滿，他一得知自己執導的《黑色黨徒》敗給《幸》片，氣到當場離席。事後受訪時先自嘲1990年他的《為所應為》沒入圍奧斯卡，當年最佳影片頒給《溫馨接送情》：「每次只要有電影描述某人開車接送某人，我就會輸。」接著比喻：「我好像在場邊看著裁判做出錯誤判決。」,蘋果日報
2019,2,25,水行俠 cue龍后今頒獎 女神卡卡飆唱媚小金人,女神卡卡將在奧斯卡盛會表演《一個巨星的誕生》主題曲《擱淺帶》。「皇后合唱團」吉他手布萊恩梅（右起）與鼓手羅傑泰勒，將搭檔亞當藍伯特登台表演。「水行俠」傑森摩莫亞 與「龍后」艾蜜莉亞克拉克拍影集《權力遊戲》結緣，2人將合體頒發小金人。以「皇后合唱團」為題的電影《波希米亞狂想曲》入圍本屆奧斯卡最佳影片、男主角等5項大獎，男星雷米馬利克傳神詮釋已故主唱佛萊迪墨裘瑞，讓他被賭盤與業界看好拿下小金人。美國影藝學院上周宣布請皇后合唱團到奧斯卡演出，吉他手布萊恩梅、鼓手羅傑泰勒將與美國流行歌手亞當藍伯特搭檔，雖然未公開表演曲目，消息曝光已讓粉絲熱血沸騰。驚奇隊長與會本屆奧斯卡雖無典禮主持人，但有「美國隊長」克里斯艾文、「007」丹尼爾克雷格、「驚奇隊長」布麗拉森、金獎影后莎莉賽隆等巨星擔任頒獎人，躍升為票房A咖的「水行俠」傑森摩莫亞，將與合演《冰與火之歌：權力遊戲》的「龍后」艾蜜莉亞克拉克同台頒獎，還有《瘋狂亞洲富豪》的吳恬敏與楊紫瓊等，天后芭芭拉史翠珊、網球名將「小威」賽琳娜威廉絲等人擔任引言人介紹本屆入圍的8部最佳影片，眾星雲集。金球影后貝蒂米勒以特別來賓身分演唱歌舞片《愛‧滿人間》歌曲《The Place Where Lost Things Go》，珍妮佛哈德遜演唱《RBG：不恐龍大法官》歌曲《Ill Fight》，以《黑豹》電影主題曲《All the Stars》入圍最佳原創歌曲的饒舌天王肯卓克拉瑪與SZA，確定缺席演出。台視將於上午7點半轉播星光大道，9點轉播頒獎典禮，晚間10點重播。,蘋果日報
2018,3,8,蓋瑞歐德曼子發聲 「父親只有清白」 影帝被前妻重新指控家暴,新科奧斯卡影帝蓋瑞歐德曼（Gary Oldman）和獲得最佳動畫短片的球星柯比布萊恩（Kobe Bryant）曾分別陷入家暴和性侵風波，蓋瑞前妻唐雅菲奧倫提諾（Donya Fiorentino）在頒獎典禮後憤怒表示：「奧斯卡一次讓兩個施暴者得獎。」但2人所生之子葛利維歐德曼（Gulliver Oldman）這兩天跳出來為父親說話：「父親只有清白，從來沒有任何罪。」唐雅在蓋瑞拿下金球獎影帝後，重新指控前夫家暴，並宣稱對方「偷了孩子」，葛利維決心寫信公開說明一切，他指控記者配合母親打造謊言，「事實在各種節錄下已被混淆，只有一半的實情被報導出來。」當年法院將2子撫養權判給蓋瑞，葛利維表示13歲之後就沒有再與唐雅說話，他稱母親是「可悲又麻煩的人物」，「我和弟弟一直在母親對抗父親的角色中當作卒子。」不忍父再受污衊他表示自己一直都是性平運動的支持者，但不忍父親再受污衊：「這些對我父親錯誤的指控讓人非常困擾並痛心，尤其這是多年前就已經解決的事情。」更形容蓋瑞是他心目中「真正的明燈、唯一的英雄」。 ,中國時報
2018,3,6,拉美民族風光 奧斯卡變彩色 《可可夜總會》掄2大獎 智利首奪外語片,過長的致詞時間難免影響頒獎典禮無法準時結束，今年奧斯卡搞笑祭出「快艇」吸引得獎者，主持人吉米基墨（Jimmy Kimmel）手拿碼表提醒：「在台上感謝媽媽，倒不如載著媽媽坐快艇。最短致詞的得獎者，就能獲得價值美金1萬7999元（約台幣52萬7288元）綠色快艇。」還請到資深影后海倫米蘭（Helen Mirren）以賽車女郎之姿「伴遊」，讓快艇瞬間升格為「最大獎」，最後由服裝設計得主、《霓裳魅影》的馬可布基斯（Mark Bridges）奪得。吐槽川普不關心文化吉米連2年扛主持重擔，再度發揮脫口秀主持人搞笑功力，不忘調侃去年最佳影片「信封門」烏龍事件，「請大家聽到自己名字後務必不要太快站起來，給我們一點時間。」他還開了當時遞錯信封的會計師玩笑：「去年製作人提議我和會計師演出一場喜劇，我拒絕了，沒想到會計師們選擇自己演。」頒獎人資深影星華倫比提（Warren Beatty）和費唐娜薇（Faye Dunaway）今年捲土重來再擔任最佳影片頒獎者，華倫一上台就幽默說：「超開心再見到大家。」得主《水底情深》導演吉勒摩戴托羅上台後，還假裝從華倫手中接過信封檢查一番，台下觀眾全笑翻。奧斯卡主持人還經常在全世界注目的典禮上針砭政治、時事話題，吉米今年炮轟川普的火力略降，近4小時典禮僅提到川普4次，吐槽川普對文化要事毫不關心：「今年奧斯卡89歲了，但他大概仍在家裡看著FOX新聞台。」也酸反同志的副總統麥克彭斯（Mike Pence）：「我們拍《請以你的名字呼喚我》不是用來賺錢的，我們是拍來讓彭斯沮喪的。」去年主辦單位安排超幸運旅遊團驚喜參觀奧斯卡頒獎典禮，今年由「神力女超人」的蓋兒加朵（Gal Gadot）帶領「路克天行者」馬克漢彌爾（Mark Hamill）、「小丑女」瑪格羅比和《玩命再劫》安索艾格特（Ansel Elgort）等人，赴隔壁的中國戲院突襲發點心，引起尖叫歡呼。 ,中國時報
2018,3,6,懸賞最短感言 祭出52萬元快艇 吉米基墨開炮 正副總統中箭,過長的致詞時間難免影響頒獎典禮無法準時結束，今年奧斯卡搞笑祭出「快艇」吸引得獎者，主持人吉米基墨（Jimmy Kimmel）手拿碼表提醒：「在台上感謝媽媽，倒不如載著媽媽坐快艇。最短致詞的得獎者，就能獲得價值美金1萬7999元（約台幣52萬7288元）綠色快艇。」還請到資深影后海倫米蘭（Helen Mirren）以賽車女郎之姿「伴遊」，讓快艇瞬間升格為「最大獎」，最後由服裝設計得主、《霓裳魅影》的馬可布基斯（Mark Bridges）奪得。吐槽川普不關心文化吉米連2年扛主持重擔，再度發揮脫口秀主持人搞笑功力，不忘調侃去年最佳影片「信封門」烏龍事件，「請大家聽到自己名字後務必不要太快站起來，給我們一點時間。」他還開了當時遞錯信封的會計師玩笑：「去年製作人提議我和會計師演出一場喜劇，我拒絕了，沒想到會計師們選擇自己演。」頒獎人資深影星華倫比提（Warren Beatty）和費唐娜薇（Faye Dunaway）今年捲土重來再擔任最佳影片頒獎者，華倫一上台就幽默說：「超開心再見到大家。」得主《水底情深》導演吉勒摩戴托羅上台後，還假裝從華倫手中接過信封檢查一番，台下觀眾全笑翻。奧斯卡主持人還經常在全世界注目的典禮上針砭政治、時事話題，吉米今年炮轟川普的火力略降，近4小時典禮僅提到川普4次，吐槽川普對文化要事毫不關心：「今年奧斯卡89歲了，但他大概仍在家裡看著FOX新聞台。」也酸反同志的副總統麥克彭斯（Mike Pence）：「我們拍《請以你的名字呼喚我》不是用來賺錢的，我們是拍來讓彭斯沮喪的。」去年主辦單位安排超幸運旅遊團驚喜參觀奧斯卡頒獎典禮，今年由「神力女超人」的蓋兒加朵（Gal Gadot）帶領「路克天行者」馬克漢彌爾（Mark Hamill）、「小丑女」瑪格羅比和《玩命再劫》安索艾格特（Ansel Elgort）等人，赴隔壁的中國戲院突襲發點心，引起尖叫歡呼。 ,中國時報
2018,3,6,艾莉森自忖沒外型 怯回選角電話 女配角笨鳥慢飛 40歲才步入正軌, 美國演員艾莉森珍妮（Allison Janney）昨以《老娘是譚雅》中脾氣暴躁的虎媽角色拿下奧斯卡女配角獎，她一上台不改風趣態度，先以劇中角色口氣開玩笑：「這一切我全憑自己做到。」接下來才改口感謝劇組團隊和對手戲主角瑪格羅比（Margot Robbie），但她下台後透露領獎前心情忐忑：「我其實沒有那個膽子想像自己拿獎，因為不想失望。」58歲的艾莉森曾4度現身奧斯卡最佳影片入圍作品，包含《美國心玫瑰情》、《時時刻刻》等片，卻從未出席過頒獎典禮，她帥氣解釋：「只有我入圍了才會去。」未料一等就年近花甲，更表示已經放棄拿獎希望，「我一直拿不到像這部一樣受矚目的角色。」艾莉森年輕時因體型不夠纖細，演藝路不順遂，「我當不了天真爛漫的少女，也演不了情竇初開的女主角，完全沒有適合我的作品。」當時沮喪到自我懷疑，「曾經接到選角導演的電話，卻再也不敢回電，為什麼？因為我害怕承認自己想當個演員。」但她堅持「笨鳥慢飛」的哲學，從紐約外百老匯打拚，為維持生計做過不少兼職，曾擔任錄音室的夜間收發員，還笑言當初是歌手間傳遞毒品的「藥頭」，遲至40歲才步入正軌。證實等待不會白費的艾莉森，首度參與奧斯卡盛會就搬回小金人，拿獎完隔天就得進劇組讀本，「很高興接下來立刻有工作能進入我的腦袋裡。」。 ,中國時報
2018,3,6,Time’s Up擴大到多元尊重 艾瑪史東珊卓布拉克發聲挺女權,好萊塢女性工作者發起的平權運動「Time's Up（時候到了）」從金球獎紅毯黑衣潮醞釀力道，終於在奧斯卡被搬上檯面。主持人吉米基墨（Jimmy Kimmel）開場先拿「小金人」開玩笑，「難怪奧斯卡是好萊塢最受尊敬的男人，他手放在自己看到的位置、不說髒話，重點是他還沒老二。」但隨後語氣變嚴肅，點出男女職場不平等。頒獎人珊卓布拉克（Sandra Bullock）和艾瑪史東（Emma Stone）各自頒發最佳攝影和導演獎時，都特別唱名「唯一」女性入圍者，暗示女性在工作上的弱勢。3位站出來控訴哈維溫斯坦（Harvey Weinstein）性侵的勇敢女性莎瑪海耶克、艾希莉賈德（Ashley Judd）和安娜貝拉西歐拉（Annabella Sciorra）則受邀上台推薦各類型電影，讓議題從單純的性別平等擴大到多元尊重。表演節目中，饒舌歌手凡夫俗子（Common）和安德拉戴（Andra Day）共同演唱〈Stand Up for Something（站起來發聲）〉時，後面站著10位爭取人權進步的鬥士，除了「時候到了」發起人，還包括敘利亞難民、環保和各式議題推動者，象徵好萊塢的包容性。《時代》雜誌撰文抨擊，儘管奧斯卡頒獎典禮試圖以上述方式表彰「時候到了」運動，最後卻把獎頒給被控家暴的蓋瑞歐德曼（GaryOldman）、陷入性侵的柯比布萊恩（Kobe Bryant），還讓遭貼身造型師指控性騷擾的美國名主持人萊恩希奎斯特（Ryan Seacrest）擔任紅毯主持人，更用多元議題模糊「時候到了」的宗旨。不過萊恩希奎斯特昨在紅毯並不好受，5位最佳女主角入圍者都很有默契跳過他的訪問。 ,中國時報
2018,3,6,影后不當名人 自嘲白種垃圾 法蘭西絲麥朵曼：我一直是邊緣人,第90屆奧斯卡金像獎於台灣時間5日早上在洛杉磯杜比劇院舉行，女主角眾望所歸，由《意外》的法蘭西絲麥朵曼（Frances McDormand）抱走，她上台時止不住興奮顫抖聲音：「我現在過度換氣中，如果我暈倒了一定要扶起我，因為我有事要講！」曾以《冰血暴》在奧斯卡封后的她，熬了22年才再摸到小金人，她難掩開心地直接在台上哈哈大笑。除感謝導演，她不忘當年把她推上影后寶座的老公喬柯恩（Joel Coen），「我知道你為我感到驕傲，這讓我心中充滿永恆喜悅。」她在台上邀所有入圍女性起身接受鼓掌，「我希望能有這個榮幸，邀請這裡所有的女性入圍者跟我站在一起。」並呼籲好萊塢資助更多女性計畫，霸氣地說：「送你們兩個字『Inclusion Rider』。」意指大咖演員可在合約主動提出「包容條款」，要求電影保障工作人員的性別與種族多樣性。和美女角色無緣法蘭西絲在《意外》演活了憤怒老媽，私下個性也與角色雷同，不配合電影宣傳、不幫粉絲簽名，甚至曾在訪問中直貶生母是「白種垃圾（貧困且文化低下的白人）」，也不自卑地自嘲：「我也是白種垃圾！」她1歲時被一對牧師夫妻收養，10幾歲那年好不容易等到與生母見面的機會，但她臨陣拒絕。那股不被想要、被遺棄的憤怒自幼伴隨著她，已化為某種力量，讓她在往後的演員生涯中，不抗拒地扮演著她口中的白種垃圾。她14歲時在學校演出，讓她決定大學主修戲劇。24歲那年獲得柯恩兄弟處女作《血迷宮》的演出機會，進軍好萊塢。她始終不覺得自己是名人，自認不漂亮，也與其他女明星不一樣，她沒工作時絕不化妝、鄙視整形、從來不帶化妝師去片場，「我不做任何突變自己的行為，我當一名演員不是希望美美上鏡。」她自1997年的《冰血暴》後就不再為電影宣傳，也推掉大部分專訪，「我不像其他演員一樣當宣傳機器，為什麼？因為過去我一直是這行業的邊緣人。」法蘭西絲始終不覺得自己是名人，所以當民眾上前索取簽名或合照，她總一口拒絕，並說：「我現在不做這種事了，我只演戲。」在她的演員生涯中，一直都與美女角色無緣，因為在好萊塢，她的外型讓她第一眼就被畫叉叉，「我太老、太胖、太高、太黑。」她討厭在片場看回放，家裡連一面全身鏡都沒有，「因為我不想知道我的屁股看起來多胖。」然而她知道，好萊塢絕對需要非典型角色，「所以我擅長變成『另一個人』。」當同期女明星被邊緣化、拿不到要角時，她能夠鮮明化邊緣人物的演技，讓她走向中央。她在《意外》飾演的「蜜兒芮德」，穿著修車工的連身褲、剃短後腦勺頭髮、走路跺著腳，彷彿要燒掉全世界一樣憤怒地令人費解。她分析這個角色：「她的背要直挺挺，走路要像男人一樣跨大步，我把這個角色當男人來演。」這個角色身上看不到女性或母性，只有與女性觀感不相容的憤怒和暴力，如同在好萊塢36年的她：「這個角色不是用來讓人開心，是向這個世界投擲一枚汽油彈。」。 ,中國時報
2018,3,9,【流行消費】邱吉爾圓菜頭 錶襯精湛演技,"""蓋瑞‧歐德曼以電影「最黑暗的時刻」演活前英國首相邱吉爾，邱吉爾的寶璣懷錶也隨之入鏡。英國男星蓋瑞‧歐德曼（Gary Oldman）演活前英國首相邱吉爾（Sir Winston Churchill，1874～1965）、以電影「最黑暗的時刻」（Darkest Hour）贏得第90屆奧斯卡金像獎影帝，而當時被邱吉爾稱為「圓菜頭」（Turnip）的懷中摯愛、寶璣（Breguet）「No. 765」懷錶亦奇蹟似的回到片中主人翁手中：寶璣為此打造一只復刻懷錶，真實還原了邱吉爾最為重視的私人物品。寶璣計時碼錶以耐用與精準廣受讚譽。圖為一款寶璣現代作品、Marine航海系列5827，價約1",014
2018,3,8,笨賊偷影后小金人 恐入獄3年,泰瑞布蘭特因偷走影后法蘭西絲麥朵曼的小金人，恐面臨牢獄之災。據外媒報導，法蘭西絲事後並不想再追究獎座被偷的事情，但小金人獎座雖頒給她，但所有權仍然在舉辦奧斯卡的影藝學院上，是影藝學院方面決定嚴正處理泰瑞的偷竊行為。 ,自由時報
2018,3,7,蓋瑞歐德曼前妻酸「頒獎給施暴者」 柯比躺著也中槍,蓋瑞歐德曼在本屆奧斯卡封帝，前妻唐婭費倫蒂諾再度出面控訴。據外媒報導，看到蓋瑞在奧斯卡典禮上封帝，唐婭不滿再開腔，稱奧斯卡應該再頒發「最佳偽君子獎」給蓋瑞與柯比，並怒批：「恭喜！奧斯卡頒給不只1個，而是2位施暴者，我以為情況已經改善了，但說好的『#MeToo』運動呢？」 ,自由時報
2018,3,6,《奧斯卡最嗨女星》 珍妮佛端酒撩裙開腿,珍妮佛在紅毯就開心到手舞足蹈。不知道珍妮佛是否飲酒太茫，她還索性拉起裙襬開腿、跨在椅子上，完全展現她大喇喇的直爽性情，表情更是不停擠眉弄眼，逗趣行為意外成為粉絲討論的焦點，也堪稱是本屆奧斯卡最嗨來賓。,自由時報
2018,3,6,《奧斯卡動畫短片獎》布萊恩退休轉戰影壇 爽握小金人,布萊恩榮獲奧斯卡最佳動畫短片獎，成首位奪小金人運動員。NBA湖人隊退役球星柯比布萊恩從籃球界退休後，轉戰影壇表現不俗，與迪士尼動畫師葛連基恩合作的6分鐘影片《親愛的籃球》，首度入圍奧斯卡就奪下最佳動畫短片獎，成為史上同時擁有NBA冠軍戒跟奧斯卡小金人的第一人。值得一提的是，NBA球星「詹皇」詹姆斯上個月被福斯新聞網主播殷格拉漢隔空爆嗆，「籃球選手不該評論政治，只要閉嘴，運球就好」；因此布萊恩領獎時，除笑言籃球員很難有機會能參加奧斯卡，和感謝大會和妻兒外，也不忘諷刺福斯新聞網說：「身為一名籃球員，別人只希望我們閉上嘴運球，很榮幸我稍微多做了一些事。」《親愛的籃球》改編自布萊恩宣布退休的一封信，講述他20年來走向籃球職涯的故事，布萊恩也親自擔任監製、配音，感動無數粉絲外，更奪下大獎，證明他的多才多藝。,自由時報
2018,3,6,《奧斯卡紅毯》梅姨大紅 撞臉史瑞克神仙教母,梅莉史翠普紅毯造型大器知性。梅莉史翠普的紅毯造型意外撞臉《史瑞克》中的「神仙教母」。「梅姨」梅莉史翠普今年21度入圍奧斯卡，再度刷新自身傲人紀錄，身為紅毯常客的她，這次選擇以一身簡約大紅色長禮服登場，她盤起頭髮、戴上細框眼鏡，大器又知性，但有眼尖網友發現，她的造型與動畫片《史瑞克》中的「神仙教母」如出一轍，逗趣對比意外掀起討論。,自由時報
2018,3,6,《奧斯卡主持人》吉米基墨揪女超人發糖 亂入戲院玩超嗨,吉米基墨（前排右二）帶領蓋兒加朵（前排右一）等明星團，亂入隔壁戲院發糖。今年奧斯卡典禮由吉米基墨再挑大梁主持，繼去年帶遊客進典禮會場見明星後，這次他帶領「神力女超人」蓋兒加朵、「小丑女」瑪格羅比、艾米漢默等明星團，亂入杜比劇院旁的戲院。吉米基墨讓戲院觀眾和觀禮明星視訊打招呼。當時觀眾正要觀賞電影《時間的皺褶》，一群好萊塢明星突然現身發零食，還抬出巨型熱狗，全場暴動；吉米也隨機請一名觀眾宣布下位頒獎人，生澀尷尬的互動相當逗趣，現場也和典禮會場杜比劇院同步視訊，讓觀禮眾星和戲院觀眾互打招呼，不少網友看了笑讚該橋段「好嗨」。艾許莉賈德（左起）、安娜貝拉西歐拉和莎瑪海耶克，上台為被性騷、性侵女性發聲。由於目前「MeToo」和「Time’s Up」風潮席捲全球，因此吉米一開場，就允諾會給一個「積極的夜晚」，曾遭「淫魔製片」哈維溫斯坦狼爪的女星艾許莉賈德、莎瑪海耶克和安娜貝拉西歐拉都勇敢上台，介紹反傳統電影外，也鼓勵影壇持續賦予平等、包容和多元的可能性。,自由時報
2018,3,6,《奧斯卡最佳妝髮》蓋瑞強硬牽線 辻一弘圓夢擁小金人,日籍特效化妝師辻一弘（左）憑《最黑暗的時刻》拿下首座小金人，和2名搭檔上台領獎時直呼「美夢成真」。日籍特效化妝師辻一弘在好萊塢工作近30年，曾3度入圍奧斯卡最佳妝髮，今年終於以《最黑暗的時刻》首度拿小金人，和2名搭檔上台領獎時直呼「美夢成真」。也特別感謝該片男主角蓋瑞歐德曼，讓他有機會參與這趟難以置信的旅程：「你是傑出的演員、盡責的藝術家，也是真正的朋友。」辻一弘被喻為「奇蹟創造者」，2012年從電影界退休，改從事藝術雕塑，不過前年蓋瑞歐德曼接演《最》片，要求他接下這份工作，否則就拒接該戲，他才因此被說服，重返電影圈，為蓋瑞歐德曼打造片中邱吉爾的特殊化妝。他的特殊化妝與蓋瑞歐德曼的演技搭配，被譽為「特殊化妝與演技的完美結合」，他也成為唯一獲得該獎的亞洲人。,自由時報
2018,3,6,《奧斯卡男女主角》法蘭西絲封后感性喊話 蓋瑞稱帝向邱吉爾致敬,蓋瑞歐德曼以《最黑暗的時刻》中的邱吉爾一角，首度摘下奧斯卡影帝。第90屆奧斯卡昨揭曉得獎名單，影后由60歲女星法蘭西絲麥朵曼以《意外》中替女兒伸冤的憤怒媽媽一角奪得，她曾在1997年以《冰血暴》封后，熬了21年再攻下第2座小金人；影帝則由59歲男星蓋瑞歐德曼拿下，他在《最黑暗的時刻》裡易容扮老，唯妙唯肖演出英國前首相邱吉爾，他曾以《諜影行動》逐帝未果，這次2度入圍，終於以精湛演技首度封帝。法蘭西絲麥朵曼憑《意外》封后，領獎時放下小金人，揮舞雙手邀請所有入圍女性起立接受鼓掌。男配山姆洛克威爾（左起）、影后法蘭西絲麥朵曼、女配艾莉森珍妮、影帝蓋瑞歐德曼開心合影。《意外》劇情緊扣性侵與女性議題，正中好萊塢近來盛行的「Time’s Up」（時候到了）運動，法蘭西絲獲獎時，在台上笑到合不攏嘴，但仍正色表示，希望好萊塢可以講述更多關於女性的故事，喊話「我們都是有故事的人，但我們需要資助」，她也邀當晚所有入圍女性起立，接受眾人鼓掌。她最後則呼籲好萊塢「包容附加條款」，指演藝契約為保障性別、種族平等，應訂下白紙黑字的權益保障。蓋瑞演過不少令人印象深刻的角色，有「好萊塢變色龍」美稱，包括《黑暗騎士三部曲》的高登局長、《哈利波特》系列中的天狼星、《人魔》的毀容富豪等，皆是他演技代表作。這次在《最》片演出二戰時期的邱吉爾，他事前曾多次拒演，但昨獲獎時感激表示：「我要向邱吉爾致敬，他是這段不可思議旅行中的好夥伴。」他首度鍍金，也在台上感謝家人，並向99歲的媽媽高喊：「我要把奧斯卡帶回家了！」,自由時報
2018,3,5,奧斯卡前哨戰   《逃出絕命鎮》奪2大獎  法蘭西絲封后手軟,法蘭西絲麥多曼以《意外》再登影后寶座。,自由時報
2018,3,12,布萊恩握金人,"""美國劇裝設計師布里奇斯因《霓裳魅影》榮獲最佳服裝設計，並因致詞時間最短，獲贈價值不斐的水上摩托車，抱得美人（英國影后海倫米蘭）歸。 前職籃NBA球星布萊恩鍍金，開心得合不攏嘴。 新聞故事：全球影藝界年度盛事、第90屆奧斯卡金像獎頒獎典禮5日登場，入圍13項的《水底情深》（The Shape Of Water）大贏家，一舉奪下最佳影片、最佳導演、最佳原配樂、最佳美術設計4獎。資深演員蓋瑞歐德曼因《最黑暗的時刻》（Darkest Hour）描繪英國首相邱吉爾絲絲入扣，風光稱帝；影后則《意外》（Three Billboards outside Ebbing",Missouri）獎落法蘭西絲麥朵曼，讓她再度抱金。今年接連得獎的53歲墨西哥導演吉勒摩戴托羅，再以奇幻新作《水底情深》獲得最佳導演。他先前已奪下第75屆金球獎的最佳導演。他在致辭時開心宣稱自己是移民，強調電影的力量超越國界。連續兩年主持的名嘴吉米金莫開場即提到去年典禮拿錯信封頒錯獎的烏龍，以及好萊塢多名大咖遭控性騷的醜聞。吉米打趣說：「今年念到獲獎者時，請你們先不要立刻站起來，給我們一分鐘，確保名字正確再上台。」吉米提及好萊塢今年面臨尤為險峻挑戰，典禮因多年來有關潛規則的公開秘密而蒙塵，強調因性侵醜聞聲譽盡毀的名製片人溫斯坦遭學院除名，並以奧斯卡小金人示範，暗示好萊塢女性地位同等重要。他強調，好萊塢不能再隱匿這些不當行為，「全世界都看著我們，我們必須樹立榜樣」。本屆最佳男配角由在《意外》中飾演員警的山姆洛克威爾奪得；最佳女配角則由在《老娘叫譚雅》（I
2018,3,10,艾瑪爆有新歡 熱戀「歡樂」男神,艾瑪華森被爆戀上「歡樂合唱團」男星寇特歐文斯崔。 艾瑪華森被爆戀上「歡樂合唱團」男星寇特歐文斯崔，兩人被拍到在酒吧約會。 27歲「妙麗」艾瑪華森最近被拍到與「歡樂合唱團」男星寇特歐文斯崔一起去聽演唱會，隨後在酒吧約會，2人眉來眼去，看起來非常親密，先前還被捕捉共同出席奧斯卡頒獎典禮的會後派對，卻故意一前一後離開，疑似是為了避人耳目。寇特歐文斯崔是美國鄉村歌手保羅歐文斯崔的兒子，外型高大帥氣，因演出電視劇「歡樂合唱團」暴紅，後期更是戲分吃重，他在戲外也發行過不少單曲，是許多少女心目中的男神。艾瑪華森一向對才子情有獨鍾，她的前男友是矽谷科技新貴威廉麥克奈特，曾經交往近2年，也見過彼此父母，一度傳出論及婚嫁，但最後戀情告吹。美媒「Page Six」報導指出艾瑪正與寇特熱戀，但是她想要低調保護戀情，也有其他報導指2人只是朋友，迄今艾瑪仍未對外回應此事。席琳娜與小賈斯汀復合之後，越來越高調，甚至在小賈斯汀生日貼出合照祝賀，不過最近有媒體爆出戀情再度出現危機，美媒「E!Online」指出席琳娜與小賈斯汀復合以來，其實仍有許多小爭執，每次很快就和好，但最近他們因受不了外界壓力，忍不住再度大吵，甚至還有分手危機。,聯合報
2018,3,8,新科影帝傳家暴 兒子公開信力挺,72歲影后海倫米蘭發布自己素顏與妝後的對比照片。 新科奧斯卡影帝蓋瑞歐德曼帶著現任妻子和兩個兒子格列佛、查理出席頒獎後派對。 第90屆奧斯卡頒獎創下史上最差收視，不爽好萊塢的美國總統川普，逮住機會推特留言，調侃現在已經沒有巨星了，除了「你們的總統」以外，雖然註明是開玩笑，典禮主持人吉米金莫立刻在推特上「謝謝史上支持率最低總統」，形容最佳影片「水底情深」講怪物和不能開口的女人發生關係，根本像是川普的人生。奧斯卡頒獎落幕，餘波蕩漾，新科影帝蓋瑞歐德曼的前妻冬雅法倫提諾炮轟本屆兩位性暴力者蓋瑞和「小飛俠」柯比布萊恩獲獎，簡直大大打臉女性爭取平權運動。冬雅和蓋瑞離婚時撕破臉，之前就刻意再炒蓋瑞曾對自己動粗的舊事，想要拉低他的支持票，然而沒成功。蓋瑞和她所生的大兒子格列佛發表公開信力挺父親，指母親雖把自己帶到這世界上，卻從來沒有教養他該如何成為這世界的一份子，父親則是自己崇拜景仰的英雄，外界「未審先判」的氣氛，令父親這邊的親友們非常難過。而盛裝出席頒發影帝大獎的資深影后海倫米蘭，則在社群網站大方公布素顏和妝後的照片，72歲的她，不化妝當然和妝後有明顯差別，影迷們仍留言表示她老得優雅，依舊很美。,聯合報
