年,月,日,標題,內容,報社
2018,3,6,法蘭西絲麥朵曼 點名梅姨分享榮耀,第九十屆奧斯卡金像獎最佳女主角幾乎毫無意外，由被稱作「史上最強歐巴桑」的「意外」法蘭西絲麥朵曼獲得，這是她的第二座奧斯卡影后。今年稍早，她也以「意外」獲得金球獎戲劇類最佳女主角。法蘭西絲麥朵曼領獎時情緒非常激動，她自嘲說：「我現在太興奮了，如果昏倒了，麻煩來人扶我一把！」她首先感謝「意外」的導演、編劇，接著感謝她的家人，以及她的丈夫、孩子，謝謝他們多年來對她女權至上的百般忍讓包容。最後法蘭西絲麥朵曼突然彎腰，把手中的小金人獎座放在地上，揮舞著雙手邀請現場所有入圍的女性創作者起立，一同接受現場所有觀眾熱烈鼓掌致意，分享這份榮耀。最特別的是，她專程點名一身紅衣的梅莉史翠普，「因為一旦妳起立了，所有人都會跟進」。法蘭西絲麥朵曼在「意外」中扮演女兒被姦殺的心碎母親，一心只想為冤死的女兒討回公道，但是小鎮警察卻無能為力，她氣憤之下以所有積蓄買下鎮外道路上的三塊大招牌，以自己的方式控訴不公不義，反而引發更大的風波，這位母親雖然不屈不撓，卻也在追尋她想像中的公義的過程中，漸漸明白所謂的「公義」並不是只有一個。法蘭西絲麥朵曼的演出自然不造作，種種複雜情緒轉折層次分明，沒有任何多餘的表情或動作，卻能夠精準傳達主角內心的憤怒與掙扎。法蘭西絲麥朵曼曾經在一九九七年以「冰血暴」獲得奧斯卡影后，她也曾經三度入圍奧斯卡最佳女配角，同時也在二〇一一年與二〇一五年分別斬獲東尼獎（舞台劇）與艾美獎（電視劇），等於包辦所有戲劇領域獎項。法蘭西絲麥朵曼並不是典型的大銀幕美女，過硬的臉部線條反而讓她走出一條「堅毅女性」的戲路，意外成為好萊塢眾多美艷花朵中，一棵與眾不同的仙人掌。,聯合報
2018,3,5,媒體戰役,《大陰謀》、《郵報：密戰》電影海報。 因為集合了金獎導演史蒂芬史匹柏、影后梅莉史翠普與影帝湯姆漢克斯三位得獎常勝軍，電影《郵報：密戰》（The Post）在今年奧斯卡儘管並非提名項目最多，卻是「含金量」最高的。這麼多重量級大咖合作，當然不會是想拍一部普通題材的作品。該片說的是美國史上著名的「五角大廈文件」（Pentagon Papers）事件。主角是英文片名裡點出的《華盛頓郵報》（Washington Post）。五角大廈文件 成就《華郵》《華郵》本是小報，躍升大報主要在於兩大關鍵戰役：「五角大廈文件」事件以及後來的「水門醜聞案」（Watergate Scandal）。在震撼撼性和知名度上，前者不及後者。不過，「水門案」早在1976年時就被拍成電影《大陰謀》（All the President's Men）。而且導演亞倫帕庫拉（Alan Jay Pakula）處理這齣「政治驚悚」（Political Thriller）大戲手法非常出色，不易超越，或許是這個原因，史匹柏選擇了拍攝發生在「水門案」之前的「五角大廈文件」事件。「五角大樓文件案」發生在1971年，替美國軍方擔任分析師的艾爾斯伯格（Daniel Ellsberg）不滿政府介入越戰、操控越南政治、還要欺瞞人民，憤而把國防部有關美國如何捲入越戰、長達7000多頁的機密洩露給《紐約時報》。當時的尼克森政府向法院申請禁制令，禁止《紐時》刊登這些文件。《紐時》一度被阻止了，不過，由發行人葛蘭姆（Katharine Graham）與執行編輯布萊德利（Ben Bradlee）領導的《華郵》卻跑出來接力，繼續登！美國政府以「保護機密」為由，透過法律向這兩家媒體繼續施壓，阻止刊登。不過，美國最高法院最後根據「憲法第一修正案」（First Amendment）對新聞自由的保障，判上述兩家媒體勝訴。政府媒體交峰 拍成《郵報》《郵報：密戰》說的就是這段政府跟媒體交鋒的經過。「五角大廈文件案」是一向標榜「新聞自由」的美國媒體相當驕傲的一仗。影片在這個時候推出，時間點也很適合。當今網路╱社群時代見證了紙媒的式微，但相對的卻造成假新聞(Fake News)充斥。弔詭的是，對媒體很不友善的美國總統川普點名製造「假新聞」的媒體之中，《紐時》與《華郵》都榜上有名。《郵報：密戰》這部電影的推出，其實頗有捍衛（查證比較嚴謹的）傳統紙媒的意味。Post 可指投遞 可指張貼Post這個個字用法很廣。加上定冠詞The，就變成《郵報》。當動詞用，可以指「投遞」，所以郵差的英文是Postman。它也可以指「張貼」，例如在網路上貼文，就用Post這個字。它同時又以當「字首」（Prefix）用，表示「在....之後」。例如之前很夯的一套學說「後現代主義」，英文就是Postmodernism。,聯合報
2018,3,6,梅姨奧斯卡18摃創紀錄 法蘭西絲封后 歐德曼稱帝,蓋瑞歐德曼首度在奧斯卡稱帝，開心緊握小金人獎座。歐新-埃菲社法蘭西絲麥多曼以《意外》2度封后，臉上盡是喜悅。美聯社梅莉史翠普爭影后失利，第18度摃龜，也創紀錄。路透墨西哥導演吉勒摩戴托羅執導《水底情深》摘4獎，風光至極。歐新-埃菲社現年59歲的歐德曼入行36年，近年台灣觀眾最熟悉的角色是「天狼星布萊克」和《黑暗騎士》3部曲「高登警長」。他在《最黑暗的時刻》詮釋已故英國首相邱吉爾，細膩揣摩聲音、表情，打敗3屆影帝丹尼爾戴路易斯，首奪小金人。他感謝導演喬萊特和劇組，並致敬將滿99歲的母親：「謝謝妳的愛與支持！」表示要把小金人當生日禮物獻給母親。《意外》悍母21年後揚威歐德曼結婚5次，1月獲金球獎影帝後，第3任妻子唐雅便控訴他在4年婚姻期間對她言語、肢體施暴，毀了她的人生。但醜聞未影響歐德曼的得獎運，新婚半年的現任妻子姬賽兒舒密特在台下分享榮耀。60歲的法蘭西絲1997年以《冰血暴》首度封后，睽違21年第2度擁抱小金人。《意外》片中她女兒被姦殺，警方遲遲找不到兇手，她砸錢買下3塊廣告看板嗆警長，展現強悍母性，被喻為「最強母親」，再度揚威奧斯卡實至名歸。《水底情深》4獎大贏家她昨致辭也一樣鏗鏘有力：「現在我要每個獎項的女性入圍者站起來，演員、製片、導演、編劇、攝影師、作曲家、設計師，所有的人。請看看妳們左右，我們有故事要說，有企劃需要資助……。今晚我有2個字要送給大家，各位女士先生，『包容條款』,蘋果日報
2017,2,28,最佳影片變最大烏龍 奧斯卡大贏家《樂來越愛你》空歡喜,第89屆奧斯卡金像獎頒獎典禮（89th Academy Awards）在台灣時間27日上午9點30分於洛杉磯杜比劇院舉行，脫口秀主持人吉米基默（Jimmy Kimmel）主持。典禮高潮、頒發最大獎「最佳影片」時，出了奧斯卡史上最大烏龍！最佳影片得獎者應是《月光下的藍色男孩》，但頒獎人華倫比提（Warren Beatty）與費唐娜薇（Faye Dunaway）公布的卻是《樂來越愛你》！《樂》片一票人員開心衝上台，致詞到一半卻硬是突然被打斷，製片喬丹霍洛維茲（Jordan Horowitz）尷尬向台下宣布：「出了一點錯…《月光下的藍色男孩》才是最佳影片，這不是開玩笑。」現場嘩然一片。今年男主角由班亞佛列克（Ben Affleck，小班）的弟弟，凱西亞佛列克（Casey Affleck）以《海邊的曼徹斯特》拿下，他一上台就先感謝被他視為啟蒙者、也是今年男主角入圍者的丹佐華盛頓（Denzel Washington），除特別感謝導演肯尼斯洛勒根（Kenneth Lonergan）外，把演出機會讓給他的監製麥特戴蒙（Matt Damon）當然也沒忘記。凱西亞佛列克入戲他在片中飾演為逃避過去，住在波士頓的一名水電工，因哥哥意外逝世，讓他不得不回到位在麻州的傷心地「曼徹斯特海邊」，並成為姪子的法定監護人。他一方面要應付兩代間的溝通隔閡，另一方面還要面對擁有新家庭的前妻，他壓抑在絕望邊緣的悲傷情緒，及收放起伏內斂的演出，渲染力極強。艾瑪擊敗資深強敵艾瑪史東（Emma Stone）在《樂來越愛你》飾演努力不懈追求星夢的小演員，道盡所有演員的心聲。28歲的她不負眾望拿下最佳女主角，華麗擊敗梅莉史翠普（Meryl Streep，梅姨）、法國影后伊莎貝雨蓓（Isabelle Huppert）等資深強敵，她謙虛向其他入圍者致敬：「與妳們並列已是我的榮幸，能獲獎更是我最大的榮譽。」她也不忘將她一手捧上影后的導演達米恩查澤雷（Damien Chazelle），「感謝達米恩給我這機會。」今年大贏家是《樂來越愛你》，該片平了奧斯卡入圍14項的紀錄，最後僅抱回最佳導演、女主角、美術設計、攝影、原創配樂、原創歌曲等6獎，無緣超越1959年《賓漢》、1997年《鐵達尼號》和2003年《魔戒三部曲：王者再臨》締造的11獎紀錄。（相關新聞刊B1～B4、星光紅毯新聞請見C1、C2）。 ,中國時報
2017,2,28,3次 戴維絲創非裔女星入圍紀錄,大家都熟知梅莉史翠普（Meryl Streep）以幾乎每年一次的步伐，不斷更新奧斯卡入圍次數最多的影史紀錄，本屆靠《走音天后》將紀錄拉抬到20次的高門檻。但今年終於以《藩籬》奪下最佳女配角獎的薇拉戴維絲（Viola Davis），也以３度入圍的次數，創下非裔女演員的影史紀錄，懸殊的差距或許可看出少數族裔在好萊塢最高殿堂面臨的挑戰。 ,中國時報
2017,2,28,薇拉戴維絲爬出垃圾桶摘金 貧困飢童搖身最佳女配角,在本屆奧斯卡頒獎典禮上，一路走來覓無敵手的薇拉戴維絲（Viola Davis），毫無懸念以《藩籬》奪下最佳女配角獎。薇拉曾以影集《謀殺入門課》獲艾美獎視后殊榮，但電影作品始終與大獎無緣，已２度與小金人擦身而過，但她在《藩籬》中的演出令人讚賞，今年初先奪金球，又獲演員工會等獎項肯定，一步步走上奧斯卡舞台，不過成功之路得來不易，如今在好萊塢終於站穩地位的她，有過一段難以想像的赤貧童年：「我曾經為了食物偷竊、甚至爬在長滿蛆的垃圾桶裡翻找。」曾因貧窮而羞愧「我雖然擁有許多快樂回憶，但家中環境其實窮愁潦倒。」非裔美籍的薇拉成長在羅德島一間鼠群肆意竄跑的簡陋公寓，是當時美國５個小孩中就有１位的「飢餓兒童」，對她來說「每個挨餓的早晨都讓每天顯得更加疲憊」，就算人在學校上課，卻也總是在睡覺，因為她手邊連課本都沒有。這段缺乏美好的回憶，一度讓她覺得「萬分羞愧」，直到2014年才終於跨過心理障礙，勇敢和大家分享人生歷程，她昨得獎時除不忘感謝家人一路陪伴，也謝謝手足「當年和我在扮家家酒裡一起扮演有錢白人」，這段話比照她的真實生活，更令人敬佩她翻轉人生的能力。「我不敢相信我的人生。」51歲薇拉充滿感恩地說：「儘管自幼貧窮，但我總是希望成為『大人物』，並且專精於某件事，而這真是一個上帝的奇蹟。」她也鼓勵所有希望從底層翻身之人：「把夢作大，並且期許能堅持並等待結果，說不定就會美夢成真，誰知道呢？」但造就薇拉的是不服輸也無懼挫折的性格，她對於「擁抱失敗」有著比其他人還要透徹的殘酷領悟：「如果一個人盡是吹噓自己的成功和強壯，那有百分之百的機會是在說謊。」接著解釋：「人生無論是進入一個階段、脫離一個階段，或是正準備進入，總會經歷離婚、分手或被炒魷魚，每件事情都有可能帶給你挫折。」成非裔女星榜樣薇拉在高中時被視為「怪胎」，但因對舞台的熱愛獲得羅德島大學的獎學金，並選擇戲劇為主修科目，開啟演戲生涯，從舞台劇起家，逐漸走入百老匯和電影，2008年在《誘·惑》和梅莉史翠普（MerylStreep）同台飆戲，入圍奧斯卡最佳女配，2011年則以非裔女性題材電影《姊妹》入圍影后，雖未能獲獎，但戲約不斷，主演的影集《謀殺入門課》叫好叫座，成為首位艾美獎非裔視后，更晉升成為該劇製作人。如今終於拿下奧斯卡，薇拉的演藝生涯儼然成為許多非裔女星的榜樣，而她也不吝於為同伴發聲，她至今仍常因膚色被提醒和別人「不同」，並受到漠視，過去甚至經常沒收到典禮的邀請，但現在的她不會退縮，「我不想讓這一切政治化，只是想舉手提醒身邊的人，我是個女性而且有我個人的美麗。」更重要的是：「我有我自己的故事要說。」她今年１月在演員工會上領獎時特別表示，「我不認為今年有許多非裔入圍者是因為過去『奧斯卡太白』，而是因為這些人投入於他們的工作。」雖然她也為非裔電影在今年獎季的耀眼而感到開心，但仍擔心明年是否會後繼無力，未能呈現足夠作品，而又會因為銷聲匿跡而淪為話柄。她昨上台時激動哽咽訴說自己從事演藝工作的原因，她認為有價值的故事就在「墓園」，「要從屍體中挖掘出那些曾經有過，卻未能實現的夢想，那些愛過卻又失去的人。」再度強調了她勇於面對失敗的價值觀，「我成為了一個藝術家，為此我衷心感謝上帝，因為這是唯一一個慶賀生命意義的職業。」感謝丹佐華盛頓薇拉領獎時大力感謝原著舞台劇的已逝作者奧古斯特威爾森（August Wilson），她在2010年曾以該舞台劇獲東尼獎最佳女主角，除感謝劇組工作人員外，更稱導演丹佐華盛頓為「我的隊長」，該片由丹佐自導自演，第２次和薇拉合作的丹佐開玩笑說找她演女配角「已經是盡全力幫助她」，但當然不吝稱讚她是很棒的演員，更表示：「這次該輪到她了！」薇拉將過去辛苦的人生作為養分，不但發揮在演戲事業，更努力打造美滿家庭，2003年和演員朱利葉斯坦農（Julius Tennon）結婚，稱老公是「生命中的基礎」，２人在2011年認領一個女兒，昨出門前往頒獎典禮前，５歲的女兒還安慰她：「媽咪，要冷靜喔！」而母親則含著淚對薇拉說：「我愛妳！」儘管薇拉與父母共同經歷物質並不豐富的年少時代，但她依然感謝老天讓她成為他們的女兒，昨上台時稱父母為「我的宇宙中心」：「是你們教導我分別好壞、如何失敗、如何去愛，甚至去握著獎座和榮耀，又懂得失去。」。 ,中國時報
2017,2,28,觀光客亂入 丹佐順便證婚,現場三度用小降落傘空投零食，滿屋子大明星都超興奮。 賈斯汀從場外唱進舞台，炒熱開場氣氛。 哈維爾巴登與心目中的女神梅莉史翠普一起頒獎。 第89屆奧斯卡金像獎頒獎典禮在一片驚愕聲中落幕，但撇去最後的最佳影片頒錯獎大烏龍，整個頒獎典禮依然算是流暢，而且頗有新意。從開場時賈斯汀從門外唱進舞台，到途中三度滿天小降落傘大送零食、觀光客「亂入」會場、三組兩代巨星搭檔頒獎，以及主持人吉米金莫不斷惡搞好基友麥特戴蒙、大酸美國新任總統川普，都是讓人印象深刻的設計。典禮以賈斯汀演唱入圍最佳原創歌曲的「擋不住的感覺」開場，從場外一路唱上舞台，炒熱全場。現場三度以滿天小降落傘空降零食，盛裝打扮的好萊塢大明星們，搶零食搶得像是一群小朋友。還有一團觀光客「亂入」現場，走在滿場大明星之間，興奮地舉起手機拍個不停。丹佐華盛頓在與一對未婚夫妻玩自拍之餘，還「順便」當了證婚人。今年也設計三組老少巨星搭檔頒獎，傳達致敬與傳承之意，場面溫馨。主持人吉米金莫平日就常以「玩弄」麥特戴蒙為樂，兩人的「戰火」也一路延燒到奧斯卡。先是吉米取笑麥特「非常無私」，把「海邊的曼徹斯特」男主角讓給凱西艾佛列克，自己跑去演「中國馬尾電影（意指「長城」）」；麥特又趁吉米下台時報復，故意伸腳絆他；最後吉米在麥特擔任頒獎人時，跑去指揮樂隊，故意奏樂讓他開不了口。另一個隱形主角則是美國總統川普，吉米在中場時故意說：「川普到現在都還沒在推特發文，他還好嗎？」他當場用手機發文標記川普，還特別說「梅莉史翠普跟你打招呼」。,聯合報
2017,2,28,奧斯卡很政治…焦點全是川普,美國總統川普並未出席今年奧斯卡獎頒獎典禮，白宮發言人史派瑟也說川普不會看轉播，但全場焦點卻都是他。主持人吉米金莫一開始就拿川普開玩笑，他說：「我想向川普總統道謝。記得去年奧斯卡獎充滿種族歧視？那都過去了。」他明指今年眾人矚目的不再是主持人或獎項分配，而是川普。不過吉米金莫也適可而止，他請意見分歧的美國民眾彼此多對話。此外，吉米金莫要全場起立，為遭川普批評的資深女星梅莉史翠普打氣。吉米金莫還補上一刀說，梅莉史翠普的服裝很漂亮，「是伊凡卡的嗎？」川普女兒伊凡卡的服飾品牌不久前被百貨公司下架，川普抱怨女兒遭到不公平對待。吉米金莫還拿川普攻擊媒體、白宮發言人不讓紐時等媒體參加記者會一事開玩笑，他說，要請現場的紐時、ＣＮＮ、洛杉磯時報記者等人離開，因為「我們絕不容忍假新聞」。包括入圍最佳女主角的蘿絲奈格、最佳男主角的安德魯加菲、最佳原創歌曲的林─曼努爾米蘭達，及紀錄片編劇艾娃杜韋奈在內的藝人，都在胸前佩帶支持美國公民自由聯盟（ＡＣＬＵ）的藍絲帶出席。非營利組織ＡＣＬＵ最近針對川普發布的七國旅遊禁令提出訴訟。入圍最佳外語片導演的六位導演發出聯合聲明，譴責美國如今一片「法西斯氣氛」。伊朗製片人阿斯哈法哈蒂以「新居風暴」拿到第二座最佳外語片獎。他早已因川普的旅遊禁令而宣布不出席頒獎典禮，而是請兩名伊朗裔美國人代表出席，兩人代讀聲明說，「我缺席，是為了尊重受到不人性旅遊禁令汙辱的祖國和其他六國民眾」。今年獲得最佳影片大獎的「月光下的藍色男孩」是有關黑人同志戀情的故事，以該片奪下最佳男配角獎的馬赫夏拉阿里是史上第一個贏得演員項目獎項的穆斯林，最佳動畫片「動物方城市」講的是各種動物設法和平共存。法新社說，這些得獎者都隱含好萊塢槓上川普的訊息。,聯合報
2017,2,27,數字看奧斯卡 首屆典禮15分鐘,第89屆奧斯卡金像獎頒獎典禮今天登場，這個備受全球矚目的典禮從1929年首度開辦以來，總共已頒出3048座小金人。以下整理自影劇網站娛樂、奧斯卡獎官方網站，一窺奧斯卡多項數字趣聞。今年《樂來越愛你》入圍最多，共14項提名，追平《彗星美人》和《鐵達尼號》。梅莉史翠普今年以《走音天后》獲得最佳女主角提名，是她個人第20度入圍奧斯卡。今年有7名非白人入圍奧斯卡，包括丹佐華盛頓、馬赫夏拉阿里、戴夫帕托、蘿絲奈格、薇拉戴維絲、娜歐蜜哈瑞絲、奧塔薇亞史班森。梅爾吉勃遜睽違21年再度入圍奧斯卡。他在1996年以《梅爾吉勃遜之英雄本色》拿下最佳導演與最佳影片獎。奧斯卡頒獎典禮1929年5月16日首辦以來，迄今（不包括2017年）共頒出3048座小金人。得獎感言上限45秒鐘。1929年首屆奧斯卡典禮前後僅15分鐘。,聯合報
2017,3,1,奧斯卡信封門 元凶自首滅不了火 華倫比提爭開獎陰費唐娜薇,事發現場「信封門」烏龍始作俑者是資誠會計的會計師布萊恩庫利南和瑪莎路茲，《樂來越愛你》製片喬丹霍羅威茨、頒獎人華倫比提和主持人吉米基墨緊急商討對策，右為頒獎人費唐娜薇。法新社帥哥偷笑《樂來越愛你》男主角萊恩葛斯林聽到頒錯獎，被拍到在台上雙手抱胸、掩嘴偷笑的表情，彷彿置身事外，笑看這齣鬧劇。美聯社群星驚呆奧斯卡最佳影片前天頒錯獎時，梅莉史翠普、光頭巨石強森、麥特戴蒙、蜜雪兒威廉斯等人目瞪口呆，留下這張經典照片。信封門事件餘波盪漾，資誠會計昨發聲明道歉：「資誠會計要為昨晚奧斯卡所發生一連串的錯誤負全責，合夥人布萊恩庫利南錯把最佳女主角的備份信封拿給華倫比提和費唐娜薇，而不是給他們最佳影片的信封。當錯誤發生時，他和搭檔也未及時反應更正。」會計師玩推特釀禍美國媒體指出，布萊恩庫利南在頒獎典禮上只顧著玩推特，在最佳影片頒獎前一刻還po影后艾瑪史東在後台的照片，因此才會搞出「信封門」。此外，TMZ網站爆料，華倫比提和費唐娜薇彩排時為了由誰念得主而爭吵，消息人士透露，他們都想念得獎名單，但費唐娜薇堅持由她來，華倫比提最後退讓成全她。前天他疑似發現信封有誤，也沒提醒她，先說「最佳影片得主是」，然後把卡片遞給她，她不疑有他大剌剌念出《樂來越愛你》，因此傳出華倫比提惡搞她的陰謀論。不過，2人都未回應此事。華倫比提當時在台上解釋：「我想告訴你們發生什麼事，我打開信封，上面寫著艾瑪史東、《樂來越愛你》，這是我為什麼花了很長的時間看著費唐娜薇和你們，我不是要賣關子。」他回到後台被問到為什麼會拿到錯誤的信封，表示：「我已經問了，還沒得到答案。」川普嗆太關注政治奧斯卡主持人吉米基墨前天拚命酸美國總統川普，川普昨受訪提到信封門烏龍，回嗆：「我覺得他們太專注於政治，最後才亂了套，昨晚感覺不是非常光彩的一夜。」,蘋果日報
2016,3,5,《我見我思》李奧納多匍匐前進,【黑鳥麗子】李奧納多無疑是本屆奧斯卡最大焦點，但《神鬼獵人》真是部「不容易」的作品，不容易拍、不容易演、看起來更不輕鬆。朋友說驚心動魄、熊演得真好；也有人說這種大場面才值得進電影院欣賞。無論如何，李奧納多以本片拿下影帝，證明演戲的是瘋子，而他，無疑是本屆最瘋的一位。電影改編自19世紀初美國人格拉斯遭熊攻擊、被同伴遺棄雪地卻奇蹟存活的真實遭遇。片中格拉斯熟知原住民習性，受僱擔任皮毛大隊嚮導，半路他遇熊襲擊受重傷，因而影響隊伍撤退速度，同伴原先承諾為他送終，半癱的他卻眼睜睜看著同伴殺害兒子、遺棄自己，在荒山雪地裡掙扎求生，一心復仇。這很像武俠小說的開場，只是格拉斯沒有雪地奇遇，他靠著向原住民學來的荒野求生技術燒火藥讓喉頭傷口結疤、築圍捕魚，「馬屍裹人」存活下來，在同樣家破人亡的善心印地安人（也不是神祕老者或鵰兄）協助下，傷勢一夕好轉，還救了另一個女孩（剛巧是酋長遭人擄走的女兒，但與「風中奇緣」無關），終於一拐一拐回到營區討公道。李奧納多是我輩心中小鮮肉偶像第一代，19年前的《鐵達尼號》全球爆紅卻始終與奧斯卡無緣。上部作品《華爾街之狼》滿嘴髒話、放浪形骸，已經看出他想得獎的企圖心，可惜輸給為戲減重21公斤的馬修麥康納。這次《神鬼獵人》更像苦肉計，徹底放棄外表，滿臉大鬍子，後來更是全身血汙、氣若游絲，卻主控全場讓觀眾透不過氣。當他在雪地裡九死一生、睫毛沾著雪花匍匐前進，戲裡戲外都像宣告，「我什麼都願意做，絕對不放棄。」這樣的演出當然辛苦，且設下更高的得獎門檻。以前演員鑽研角色做功課，從口音、神態下功夫，像梅莉史翠普出了名善用口音塑造角色。本屆威爾史密斯在《震盪效應》巧扮法醫，帶著濃厚的非洲腔追索美式足球明星自殺的幕後真相，劇本與角色都出色，卻連入圍機會都沒有，除了膚色，李奧納多犧牲式的演出，當場讓口音轉換變成小兒科。台灣影壇不缺年輕帥哥，但往往瞬間爆紅成男神卻後繼無力，拿不出代表作。《鐵達尼號》後李奧納多一直想跳脫偶像包袱，一路挑劇本、不重複角色，並且一再自我突破，終於受到奧斯卡肯定。這條明星專屬的「天堂路」是各位男神很好的借鏡。國民黨也可以對號入座，選後形同遭熊攻擊重傷血流至今不止，只剩龐大黨產引起諸多禿鷹、土狼圍觀，同志們早另謀生路去了，重傷的國民黨還有沒有求生意志？是不是還有人在他耳邊鼓勵「只要一口氣在就不放棄呼吸」？龐大卻無用的黨機器還有能力匍匐前進嗎？（作者為自由作家）。,中國時報
2016,2,29,奧斯卡最悲情摃龜天王 不是李奧納多,彼得奧圖8度爭取奧斯卡影帝都落空，獲梅莉史翠普獻上終身成就獎。第88屆奧斯卡金像獎頒獎典禮的最大焦點之一，是第5度入圍的李奧納多狄卡皮歐能否終獲影帝大獎。崛起於1990年代的他，向來深受年輕觀眾喜愛，很多影迷也視他無緣奪得小金人為一大遺憾。不過，翻開歷史，李奧納多狄卡皮歐絕對不是奧斯卡最悲情的摃龜天王，就算比起幾位前輩影帝，他也不是被投票會員修理得最慘的一位。奧斯卡史上至尊無冕王，應算是李察波頓與彼得奧圖這對愛恨糾結的酒友，他們曾一同合作「雄霸天下」，雙雙入圍影帝，一起敗在「窈窕淑女」雷克哈里遜的手下。李察波頓總共提名一次男配角與6次男主角，雖然是從英國跨過大西洋到好萊塢發展的過江龍，還曾登上全美最有票房號召的10大影星排行榜，與伊莉莎白泰勒兩度分合的感情更是長期霸占媒體頭條。他最後一度以「戀馬狂」電影版入圍奧斯卡影帝，不少人以為終於該輪到他勝出，哪知道投票會員把支持票給了年紀才他一半強的另外一位李察—「再見女郎」李察德瑞佛斯。7度敗北的李察波頓雖然不悅，外界仍認為他還有機會，不料他在58歲因腦溢血於瑞士去世，奧斯卡不僅永遠無法還他一個公道，連用終身成就獎來彌補都不可能。同樣因嗜好杯中物差點危及性命的彼得奧圖，比老友李察波頓多活了22年，奧斯卡也仍然無法給他一座早該到手的影帝大獎。他在成名作「阿拉伯的勞倫斯」演出已是公認影史經典，可惜那時初成名，無法撼動其他藝壇前輩的奪獎氣勢，之後數度提名，每次都有強勁對手而落空。2003年美國影藝學院決定頒給7度入圍最佳男主角都空手的他一座終身成就奧斯卡獎，他本來婉拒，還表示自己「還在奮戰」，影藝學院堅持他若不接受仍會頒發，並請出史上入圍次數最高的梅莉史翠普代表獻獎，做足面子，老先生才答應出席頒獎。3年多後，他果然端出畢生功力大展現的「維納斯」，以74歲高齡第8次入圍奧斯卡影帝，無奈還又敗給「最後的蘇格蘭王」佛瑞斯特惠塔克，至今仍是男演員中入圍最多次影帝、沒有得過正式獎項的紀錄保持者。英倫專出好演員，另一位與李奧納多狄卡皮歐一樣入圍4次男主角與一次男配角的亞伯芬尼也是來自於此，他不到28歲就於奧斯卡最佳影片「湯姆瓊斯」飾演主角並首度贏得奧斯卡提名，之後在「東方快車謀殺案」扮演偵探小說女王克莉絲蒂筆下神探白羅，第2次入圍奧斯卡影帝，距今最後一次提名是和茱莉亞羅勃茲合作的「永不妥協」。比起李奧納多今年可望不再遺憾，亞伯芬尼能勝出的機會愈來愈小，值得同情。奧斯卡獎多半不願意在男星正青春時肯定演技，三十多歲能得獎算是備受寵愛的異數，李奧納多狄卡皮歐今年41歲，若勝出也不算太遲。影史傳奇巨星保羅紐曼，年輕時憑著湛藍雙眼與帥氣外表，成為無數美國女性的夢中情人，在票房明星排行榜上呼風喚雨的氣勢是李奧納多尚且不及。他直到第7度入圍奧斯卡影帝且前一年已經拿了終身成就獎後，才以「金錢本色」榮登最佳男主角，當時62歲。曾經被票選為影史最佳演員的艾爾帕西諾，以成名代表作「教父」首度入圍奧斯卡最佳男配角，傳他不滿自己被打入配角，片中戲份比他少的馬龍白蘭度反倒榮獲影帝，自此被影藝學院「修理」，幾度提名最佳男主角都摃龜。在同儕傑克尼柯遜、達斯汀霍夫曼、勞勃狄尼洛都已拿到兩座小金人之後，他還未破蛋，仍然在等。1993年「女人香」本來未受太多期待，但或者大家意識到不該再虧待他，當年他另以「大亨遊戲」入圍男配角，典禮上雖然先揭曉的男配角落敗，後頒發的男主角總算是他勝出，他走上台時，全場起立鼓掌、有如終身成就頒獎，此時他已52歲，第8個提名才終結悲情。,聯合報
2015,2,24,翹臀珍胸口險失守 自拍安魂,「翹臀珍」珍妮佛蘿培茲因為不用等放榜，是當天最放鬆的藝人之一，連胸口也很放得開，Elie Saab的深V禮服Hold住呼之欲出的雙峰。一向強調排場的翹臀珍在頒完獎走回後台時，因踩到裙擺差點仆街，幸好克里斯潘恩扶住，才安全走下台。確定沒她的事後，翹臀珍copy去年艾倫狄珍倫的梗，分別與梅莉史翠普，以及珍妮佛安妮斯頓和男友賈斯汀瑟魯玩自拍，上傳到她的Instagram。,自由時報
2015,2,24,派翠西亞為女權發聲 梅姨喊讚,46歲女星派翠西亞艾奎特以《年少時代》在競爭激烈的最佳女配角獎項殺出重圍，擊敗「梅姨」梅莉史翠普、艾瑪史東、琪拉奈特莉和蘿拉鄧等強勁對手，不忘在致詞時為女權發聲。派翠西亞在致詞接近尾聲時疾呼：「給每個為這個國家生下納稅人及公民的女性，我們仍在為了人人平權而奮鬥，現在該是我們取得薪資平等和女性平權的時候了！」這段致詞獲得全場熱烈掌聲，梅姨更起身向她大喊「Yes！」珍妮佛蘿培茲也為她的直言歡呼叫好。 ,自由時報
