年,月,日,標題,內容,報社
2016,3,1,海蒂克隆古董裝 瑪格羅比金佛像,誓死捍衛平禮服的瑞絲薇斯朋並沒有扳回一城，她的茄子色禮服看來像是大窗簾之外，胸前平口設計也意外令人聯想到魔法界的麻花。,自由時報
2016,3,5,《我見我思》李奧納多匍匐前進,【黑鳥麗子】李奧納多無疑是本屆奧斯卡最大焦點，但《神鬼獵人》真是部「不容易」的作品，不容易拍、不容易演、看起來更不輕鬆。朋友說驚心動魄、熊演得真好；也有人說這種大場面才值得進電影院欣賞。無論如何，李奧納多以本片拿下影帝，證明演戲的是瘋子，而他，無疑是本屆最瘋的一位。電影改編自19世紀初美國人格拉斯遭熊攻擊、被同伴遺棄雪地卻奇蹟存活的真實遭遇。片中格拉斯熟知原住民習性，受僱擔任皮毛大隊嚮導，半路他遇熊襲擊受重傷，因而影響隊伍撤退速度，同伴原先承諾為他送終，半癱的他卻眼睜睜看著同伴殺害兒子、遺棄自己，在荒山雪地裡掙扎求生，一心復仇。這很像武俠小說的開場，只是格拉斯沒有雪地奇遇，他靠著向原住民學來的荒野求生技術燒火藥讓喉頭傷口結疤、築圍捕魚，「馬屍裹人」存活下來，在同樣家破人亡的善心印地安人（也不是神祕老者或鵰兄）協助下，傷勢一夕好轉，還救了另一個女孩（剛巧是酋長遭人擄走的女兒，但與「風中奇緣」無關），終於一拐一拐回到營區討公道。李奧納多是我輩心中小鮮肉偶像第一代，19年前的《鐵達尼號》全球爆紅卻始終與奧斯卡無緣。上部作品《華爾街之狼》滿嘴髒話、放浪形骸，已經看出他想得獎的企圖心，可惜輸給為戲減重21公斤的馬修麥康納。這次《神鬼獵人》更像苦肉計，徹底放棄外表，滿臉大鬍子，後來更是全身血汙、氣若游絲，卻主控全場讓觀眾透不過氣。當他在雪地裡九死一生、睫毛沾著雪花匍匐前進，戲裡戲外都像宣告，「我什麼都願意做，絕對不放棄。」這樣的演出當然辛苦，且設下更高的得獎門檻。以前演員鑽研角色做功課，從口音、神態下功夫，像梅莉史翠普出了名善用口音塑造角色。本屆威爾史密斯在《震盪效應》巧扮法醫，帶著濃厚的非洲腔追索美式足球明星自殺的幕後真相，劇本與角色都出色，卻連入圍機會都沒有，除了膚色，李奧納多犧牲式的演出，當場讓口音轉換變成小兒科。台灣影壇不缺年輕帥哥，但往往瞬間爆紅成男神卻後繼無力，拿不出代表作。《鐵達尼號》後李奧納多一直想跳脫偶像包袱，一路挑劇本、不重複角色，並且一再自我突破，終於受到奧斯卡肯定。這條明星專屬的「天堂路」是各位男神很好的借鏡。國民黨也可以對號入座，選後形同遭熊攻擊重傷血流至今不止，只剩龐大黨產引起諸多禿鷹、土狼圍觀，同志們早另謀生路去了，重傷的國民黨還有沒有求生意志？是不是還有人在他耳邊鼓勵「只要一口氣在就不放棄呼吸」？龐大卻無用的黨機器還有能力匍匐前進嗎？（作者為自由作家）。,中國時報
2016,3,3,魯妮瑪拉裸戰布蘭琪誇柔軟,《因為愛你》討論度最高的一場戲，無疑是魯妮瑪拉（RooneyMara）與凱特布蘭琪（CateBlanchett）間，美得像畫般的女女性愛戲，魯妮雖曾在入圍奧斯卡影后的《龍紋身的女孩》中，就有惹火的露點性愛戲，但這次床戰對手是女生，她透露和《龍》片床戲最大差異是「凱特的皮膚很柔軟」，她也坦白說：「所有床戲拍起來都一樣尷尬！」《因為愛你》由於預算拮据，只花34天就拍完，每天經常工作長達16小時，對魯妮來說卻甘之如飴。她說自己最喜愛的一場戲，是與凱特布蘭琪首次共進中餐，恰巧也是劇組拍攝的首場戲，導演採用整場戲一次拍完的方式拍攝，連在場工作人員都看得入迷，魯妮興奮說：「那就像和世界上最精湛的網球選手打球。」。,中國時報
2016,3,3,特製華服整慘設計師 凱特布蘭琪大衣狂掉毛,《因為愛你》除凱特布蘭琪（CateBlanchett）與魯妮瑪拉（RooneyMara）的動人演出，片中1950年代的絕美時尚也讓影迷心馳神往。該片服裝出自３度榮獲奧斯卡獎的服裝設計師珊蒂鮑威爾（SandyPowell），她透露全片最難搞的衣物，正是凱特片中的毛皮大衣，「那件大衣是場噩夢。」魯妮的戲服有80％是如假包換的古著，但凱特的衣服幾乎全是量身訂做。凱特的毛皮大衣被設定成淺色系，但珊蒂遍尋不著心目中的完美顏色，最後蒐集多件毛皮外套，拆解後重新混合出完美的顏色，再費工縫製成全新的大衣。可惜該件大衣外表華美卻敗絮其中，每場戲都不斷脫毛，每天都在崩線瓦解的邊緣，珊蒂說：「負責凱特服裝的同仁真的很倒楣，每天午餐時間都在修補那件外套！」。,中國時報
2016,3,2,《資深媒體人林博文專欄》驚爆奧斯卡 紙媒揚眉,《驚爆焦點》（Spotlight）獲奧斯卡最佳影片，讓許多影評家跌破眼鏡，他們以為非《神鬼獵人》莫屬。《驚爆焦點》的脫穎而出，可說是字39年前《水門事件》以來，又一部以報社編輯部為背景的電影稱雄影城。但《水門事件》僅獲最佳男配角和最佳改編劇本兩項大獎，而《驚爆焦點》則一鳴驚人，除了最佳影片，亦獲得最佳原創劇本。《驚爆焦點》得大獎有雙重意義，一是為新聞界（特別是紙媒）打氣，向公民社會證明調查記者更負有保障弱勢族群、向權勢機構說真話的責任。二是揭發天主教的黑暗面，尤其是使大批沉迷性侵的神父暴露於陽光下，無所遁形。《波士頓環球報》編輯部的焦點調查新聞小組，就是電影《驚爆焦點》所描述的對象，這個小組只有5、6個人，1個是編輯，1個是資料員，其他則是記者。調查小組成員2月28日晚上亦獲邀以貴賓身分參加奧斯卡頒獎典禮，他們異口同聲地說是第一次也可能是最後一次參加星光閃閃的典禮。波士頓居民以信奉天主教的愛爾蘭後裔為主，天主教勢力極大，波士頓樞機主教更是權傾一時，地方政客都對他敬畏有加。神父性侵幼童傳聞，在波士頓早已不是新聞，許多人都知道不少禽獸神父蹂躪小男生，但無人膽敢公開舉報。即使有受害者的父母向執法單位投訴，皆石沉大海，媒體亦不願或不敢報導。2001年，《波士頓環球報》新任總編輯馬蒂．巴倫（MartyBaron，猶太裔）上台，他在該報的一篇專欄中看到埋在文章裡面的一則大新聞：盛氣凌人的波士頓樞機主教伯納德．羅氏，知道一個名叫約翰．基根的神父一直在性侵幼童，不但未加以阻止，甚至蓄意掩護，於是，巴倫下令焦點小組展開行動，全力挖這條新聞。其實，前幾任的總編輯都知道基根神父性侵幼童，但都不敢追蹤。焦點小組在2002年發表了22篇深度報導，震撼全美，基根一個人即在30多年裡性侵130幾個小男生。基根被判10年徒刑，關進牢裡第2年即被同房獄友打死。焦點小組還發現，整個麻州有70多個神父性侵1000多名幼童。羅樞機主教在波士頓待不下去了，一向官官相護、家醜不外揚的天主教最高層，把他調到梵諦岡當四大教堂之一的主持人，不僅安然無恙，且照樣享受美酒佳餚，現已84歲。焦點小組亦採訪到紐約、費城、芝加哥、洛杉磯和亞利桑納州土桑市等地神父，都有一連串性侵小男生的紀錄。據非正式統計，數十年來，全美至少有將近萬名幼童遭神父性侵，使他們受到一輩子無法治癒的身心創傷。《驚爆焦點》去年推出後，梵諦岡持肯定態度，認為該片「誠實」，亦「令人信服」，並表示教廷正協助美國天主教會洗刷罪惡。《驚爆焦點》的導演湯姆．麥卡錫，也是劇本作者之一，他和佐希．辛格為了撰寫劇本，花很多時間挖焦點小組的歷史，結果被他們挖到焦點小組在1993年即已採訪到神父性侵事件，卻受到壓力而留中不發。《驚爆焦點》得大獎的消息傳出後，美國新聞界大感興奮。報紙的力量和作用畢竟沒有消失，仍然是社會的公器，在電子媒體掛帥的今天，更顯可貴。《華盛頓郵報》的兩名調查記者挖到水門事件，搞垮了不守法的尼克森總統；《波士頓環球報》的焦點小組則不畏天主教壓力，揭發了神父的獸行。尤值得一提的是，當年在《波士頓環球報》下令調查神父性侵的總編輯巴倫，現在是《華盛頓郵報》總編輯。人才到處有人搶！。,中國時報
2016,3,2,得獎都是瑞德曼頒 布莉拉森:我的神仙教母,以《不存在的房間》在本屆奧斯卡成為新科影后的26歲女星布莉拉森（BrieLarson），過去演遍各式陪襯綠葉角色，她當了逾20年沒沒無名小咖，一夕成為全世界影迷目光焦點。她１日接受美國晨間節目專訪，特別感謝頒獎給他的艾迪瑞德曼（EddieRedmayne），「過去６個月，他就像是我的神仙教母」！美國各大獎項的慣例，都會由上屆影帝頒獎給當屆的新影后，艾迪去年以《愛的萬物論》橫掃各大小獎項，這回輪到布莉以《不存在的房間》拿遍各個影后獎座，因此每回她幾乎都由艾迪手上接下獎座，「我拿到的每一個獎，都是由艾迪喊出我的名字」。布莉透露，艾迪在奧斯卡頒獎典禮中，一直坐在她身邊，艾迪對她說：「妳現在可以好好放鬆，但是當他們來叫我準備上台頒獎時，妳可能就該推幾顆鎮定劑。」當她果真再次聽見艾迪喊出她得獎的名字時，「我體驗了靈魂出竅的感覺」，她坦承對上台後發生的一切記憶模糊，布莉笑說：「我根本記不得我說了什麼，只希望我有好好感謝大家。」。,中國時報
2016,3,1,9歲天才童星好運連環送 特倫布雷稚語命中「媽」拿獎,天才童星雅各特倫布雷（JacobTremblay）在《不存在的房間》（Room）中飾演與母親一同生活在「房間」的男孩，因母愛的保護，未受恐懼與害怕侵襲，神準演技被視為本屆奧斯卡大遺珠。他２月29日現身奧斯卡成焦點，除童言童語惹人愛，獨自走紅毯更展現十足大將之風。雅各身為《星際大戰》粉絲，透露自己穿了「黑武士」的襪子，以及千年鷹號的鈕釦，很想跟大明星們合照。被問以前是否知道奧斯卡，９歲的他笑說：「從很多年前就開始關注奧斯卡了。」又說平常８點就必須睡覺，「今天可以晚一點。」他受訪時說看好《房間》的「媽媽」布莉拉森（BrieLarson）會順利拿獎。也因為他先前在演員工會獎頒獎前和李奧納多狄卡皮歐互相祝福，被視為幸運星。最讓雅各興奮的莫過於昨晚《星際大戰》（StarWars）中的機器人C-3PO、R2-D2、BB-8現身奧斯卡，讓雅各看到當場開心從位子上彈起，他事後如願和他們合照，就連《STARWARS：原力覺醒》（StarWars:TheForceAwakens）新一代女主角黛西蕾德利（DaisyRidley）也躲不過他的超萌魅力，開心與他合影。,中國時報
2016,2,29,非官方入圍禮袋「傷風敗俗」 影藝學院忍無可忍告！,每年入圍奧斯卡獎的電影工作人員，不論得獎與否，都會收到一份匯集各式豪奢禮物的禮品袋，讓入圍者不會空手而回，媒體也免不了將今年的禮袋與往年的進行評比。然而這個行之有年的禮品袋慣例，其實不曾受到奧斯卡官方認可，今年的禮袋內容物包含大麻吸食器、按摩棒與其他浮誇禮品，大踩奧斯卡底線，影藝學院16日終於忍無可忍，正式提告發放禮袋的行銷公司。洛杉磯行銷公司DistinctiveAssets，多年來打著奧斯卡的名號發放禮袋，說穿了只是借花獻佛，靠奧斯卡與明星的聲望推銷禮袋中的內容物。影藝學院隱忍多年後，終於在洛杉磯正式提告。在控告書中列舉今年禮袋中光怪陸離的商品，包括8333元台幣的大麻霧化器、6.3萬台幣的吸血鬼提胸療程、18.3萬台幣的整形手術、9163元台幣的衛生紙，以及8333元台幣的性愛玩具，影藝學院憤怒指控：「這些禮物幾乎可說是傷風敗俗。」。,中國時報
2016,2,29,淑女與殭屍,娜塔莉波曼取得小說版權並負責監製的《傲慢與偏見與殭屍》（Pride and Prejudice and Zombies）。Kuso經典文學品的小說╱電影不算少，但想得到讓珍奧斯汀（Jane Austen）筆下那群滿是「待嫁女兒心」的淑女跟殭屍「在一起」，Spotlight 同義字Limelight反之，另一部同期上映，獲奧斯卡多項提名的電影《驚爆焦點》（Spotlight），是一部嚴肅的強片，但這個聳芭樂的「菜市場片名」，卻讓人完全提不起觀賞的興趣。娜塔莉波曼取得小說版權並負責監製的《傲慢與偏見與殭屍》（Pride and Prejudice and Zombies）。Kuso經典文學品的小說╱電影不算少，但想得到讓珍奧斯汀（Jane Austen）筆下那群滿是「待嫁女兒心」的淑女跟殭屍「在一起」，Zombie「死去活來」的人農曆新年期間在台灣上映的新片及其片名，有些讓人驚喜，但也有些讓人很沒力。驚喜之一是娜塔莉波曼取得小說版權並負責監製的《傲慢與偏見與殭屍》（Pride and Prejudice and Zombies）。Kuso經典文學品的小說╱電影不算少，但想得到讓珍奧斯汀（Jane Austen）筆下那群滿是「待嫁女兒心」的淑女跟殭屍「在一起」，還真是滿扯的。必須說明的是，台灣片商普遍把西方世界的Zombie譯成「殭屍」是一種便宜行事的作法，其實並不精準。情形有如西方世界把華人文化中的「龍」譯成Dragon一樣謬誤（Dragon是指西方文化中邪惡的毒龍，跟華人文化裡代表高貴、尊榮的龍是兩碼事）。Zombie一字源自海地本土化的法語zombi（海地曾是法國殖民地）。傳說當地有些巫師能夠施展一種結合巫術與藥物、稱作「巫毒」（Voodoo）的「黑魔術」（Black Magic，但有當地人視巫毒為宗教），能夠讓被下手的對象處於一種「假死」狀態，瞞過家人。待他下葬後，再施展巫術讓這些人「復活」，在渾渾噩噩的狀態下替主人在大農場裡耕作（當地缺工）。這種「死去活來」的「人」，就叫Zombie。傳統上，Zombie是忠誠的農夫，並不會吃人。但是後來經過電影的誇張渲染：特別是喬治羅密歐（George Romero）1968年的經典作《活死人之夜（Night of the Living Dead）之後，才讓這些Zombie對人類產生了胃口。關於這些種怪物，台灣片商以前沒有固定譯名，近年則把它們納入中國大陸鄉野傳說中的「神秘客」︰殭屍的家譜。後來，台灣普遍都把Zombie譯成殭屍了。其實兩者的文化背景、習性、以及其情非得已之生存之道，都是迥然不同的。香港曾有很有幽默感的譯者，取其發音相近，把Zombie譯成「喪屍」（香港人俚語裡，「喪」有渾渾噩噩、頭殼壞去的意思），是神來之譯。Spotlight同義字Limelight反之，另一部同期上映，獲奧斯卡多項提名的電影《驚爆焦點》（Spotlight），是一部嚴肅的強片，但這個聳芭樂的「菜市場片名」，卻讓人完全提不起觀賞的興趣。台灣上映的外國電影裡，譯名當中有「驚爆」二字的，沒有數上千恐怕也有數百。隨手抓來就有《刺激驚爆點》（The Usual suspects）、《驚爆危機》（The Tailor of Panama）、《驚天爆》（Donnie Brasco）等一拖拉庫。台灣的電影譯名有一個不成文傳統︰越是大片，譯名越是不敢造次，通常是根據原文直譯，或是用一些很空洞的詞彙來應付，因此往往變得很無趣，反而是一些較小規模的電影，譯名常常有驚喜。《驚爆焦點》的英文原片名Spotlight，意指聚光燈、或聚光點（就是舞台上把一圈亮光打在某人身上的那個光亮圓點），延伸解釋為「焦點」。Spotlight有一個同義字Limelight（聚光燈），最常用在跟演藝有關的描述。例如喜劇泰斗卓別林（Charles Chaplin）的自傳性電影《舞台春秋》，英文片名就叫Limelight（1952）。,聯合報
2015,2,26,丹尼鮑伊拍《巴比倫》 回鍋電視圈,以電視電影出道的《貧民百萬富翁》奧斯卡最佳導演丹尼鮑伊，加入名導轉戰電視劇的風潮，以自創自導的影集《巴比倫》隆重回歸電視，將《猜火車》的犯罪喜劇因子，注入以倫敦大都會警察廳為舞台的新作，跟隨《傾聽我的聲音》布里特馬林飾演的公關總監，迎戰新媒體世代中難以想像的警界夢靨。該劇３月１日晚10點在日舞電影台首播。,中國時報
2015,2,23,群星變形術 基倫霍青筋壯肌 速別乾癟 亞莉安娜甜美急轉彎 坎達爾丫頭熬成超模,2014年許多好萊塢明星徹底改頭換面，有的為戲增胖或激瘦，有的則為了全新歌路或戲路，狠心對往日的包袱說拜拜。今年奧斯卡影帝入圍的５位演員中，包括艾迪瑞德曼、史提夫卡爾、布萊德利古柏，都在作品中讓人幾乎認不出，再次證明劇烈改變身形的「變形術」，就是奧斯卡評委最埋單的制勝密技，不僅顯示演員犧牲投入的程度，熟悉面孔卻帶來劇烈變化的衝擊性，就是「好萊塢魔法」最有力的證明。19歲的坎達爾詹納是去年藉由改頭換面，轉換跑道最成功的例子，她身為金卡達珊同母異父的妹妹，過去只是偶爾在家族實境節目露臉的小鬼，沒想到去年忽然就由業餘小模，成為各大名牌爭相邀約的時尚超模。至於歌手亞莉安娜，去年則狠心謀殺甜美童星過往，在新專輯中以露腿又露胸的性感造型，再創高峰，清純曲風被大膽挑逗取代，勢必讓粉絲心情複雜。,中國時報
2014,3,9,馬修牛仔帽拍賣 琳賽出版戒毒日記,"""馬修麥康納在「藥命俱樂部」裡戴的牛仔帽將拍賣。馬修麥康納在「藥命俱樂部」裡戴的牛仔帽將拍賣。馬修麥康納因「藥命俱樂部」在本屆奧斯卡稱帝，他在片中戴的牛仔帽身價也水漲船高。這頂帽子即日起至本月底在網路拍賣，底價3千美元（約合台幣90",765元）。「每日郵報」報導，家住在洛杉磯的拍賣商奈特D.山德斯前陣子以1
2014,3,3,從華爾街之狼,《華爾街之狼》電影海報。《華爾街之狼》電影海報。名導演馬丁史柯西斯、當紅演員李奧納多狄卡皮歐這一對搭檔，今年又要聯手敲奧斯卡的得獎之門。有人說，在史柯西斯的調教下，李奧納多愈來愈被定型了：一再演出一些紙醉金迷的「暴發戶」角色。從《神鬼玩家》、《大亨小傳》、到這部《華爾街之狼》，莫不如此。《華爾街之狼》（The Wolf of Wall Street）改編自爭議性股票經紀人喬丹貝爾福（Jordan Belfort）的同名自傳（「華爾街之狼」也是他的綽號），本片敘述喬登貝爾福在1980年代如何發跡、後來又如何墮落的故事。Wolf與Wall巧妙串起「貪婪」英文書名∕片名把「狼」跟「華爾街」連結在一起，是理所當然的。因為Wolf與Wall，在英語中屬於是押「頭韻」（Alliteration，指詩文中以相同的字母或聲韻開頭）的兩個字。「狼」在西方文化中，又是饑餓、貪婪的象徵。演員麥可道格拉斯在他奧斯卡稱帝的代表作《華爾街》裡，有一句經典對白：Greed is good（貪婪是好事）。貪婪，正是華爾街的「精神」所在。送羊入虎口 英說法改成狼由於文化關係，英語中跟狼有關的成語很多，而且多半大家都耳熟能詳。例如：1.「大壞狼」（The Big bad wolf），意指「愛惹事生非」的人。2.Cry wolf，脫胎自「狼來了」的寓言，意指「謊報警訊」。3. A sheep in wolf's clothing，即是「披著羊皮的狼」。不過，中文裡的「送羊入虎口」，英語中的說法則是「送羊入狼口」（Throw someone to the wolves）。4.Keep the wolf from door，不是字面上的「把狼拒於門外」，而是「生活維艱，勉強僅能餬口」的意思。中文世界裡，有很多與「狼」有關、也有很畫面的形容詞或動詞，例如「狼顧」（指頻頻回頭）、「狼吞虎嚥」等。後者在英文裡也有相同的表達語，叫Wolf down，不過中文裡「色狼」這個詞，從「狼」聯想到「色」，這點倒是與西方人的概念大異其趣。西方人變狼 東方狐、妖化成人當然，電影裡最夯的「狼」， 是「人狼」，或稱「狼人」（Werewolf）。在傳統恐怖片裡，狼人跟吸血鬼、科學怪人、木乃伊是最重要的「四大族群」。近年因《暮光之城》、《決戰異世界》等系列興起，讓狼人在一度式微後，再度活躍於銀幕。「狼人」本是西方文化一種想像的動物，字典解釋：An imaginary creature who is human during the day but becomes a wolf at night when there is a full moon.（一種想像中的動物，白天是人類，但在月圓之夜會變成狼）。這跟東方人的觀念是很不一樣。在中國文學∕民間傳說，山精妖魅變為人的例子不勝枚舉（如狐仙、樹妖），但人變成動物的，卻十分罕見，這只能說是國情不同吧！在希臘∕羅馬神話裡，神或人變成、或被變成動、植物的故事非常多。當中集大成者，應屬羅馬詩人奧維德（Publius Ovidius Naso）的《變形記》（Metamorphoses）。註：《華爾街之狼》在多國皆為限制級電影，此處僅討論本片之英文翻譯。,聯合報
2013,2,25,豆導獨立精神獎當探子 小珍妮佛封后,倪妮盼李安中獎《派》片描述精神病患的心理，以《飢餓遊戲》走紅的22歲小珍妮佛第2度入圍便奪獎。她說：「拍這部片的環境艱苦，每天都是挑戰，很喜歡劇組一起受凍，卻不減工作熱情的感覺。」她領完獎後未依慣例受訪便逕自離開，被批「恃寵而驕」。奧斯卡影后海倫杭特在《性福療程》全裸演出，獲頒最佳女配角，坦承：「最難演的就是如何脫衣服。」該片男主角約翰霍克斯抱走影帝獎座，馬修莫康納以《殺手不好喬》及《舞棍俱樂部》獲男主角及男配角雙料提名，最後以《舞》片獲最佳男配角，他笑說：「為了得這個獎，我連褲子都脫了！」豆導與中國「謀女郎」倪妮昨受贊助品牌「伯爵」之邀出席盛會，兩人都希望能看到李安順利贏得奧斯卡。,蘋果日報
2013,2,26,老戰友賀喜 楊紫瓊：李安無可取代 發哥誇感情戲細膩 偉仔讚發人深省,"""李安二度拿下奧斯卡最佳導演，曾和他合作《臥虎藏龍》的周潤發（發哥）、楊紫瓊和《色，戒》的梁朝偉（偉仔）感動更深。楊紫瓊直言他「無可取代」：「Forme","itcouldn’thavebeenanyoneelse.ItisalwaysAngLee（對我而言，誰都不可能，永遠都是李安）。」她為他及其家人感到榮耀。周潤發也回憶，和李安合作前已經很欣賞他，看過他很多作品，所以當時拍完和茱迪佛斯特合演的《安娜與國王》後，沒休息就赴北京加入《臥》片劇組。他稱讚李安拍感情戲尤其細膩，也因《臥》片和他成為好友。梁朝偉因李安在《色，戒》全裸演出迴紋針性愛場面一戰成名，他說：「《少年PI》是一部看完令人思考的電影，好替李安開心。」也參與《色，戒》的王力宏反應就很公關，「恭喜導演，實至名歸。」歸亞蕾讚李安保有天真歸亞蕾和趙文瑄與李安合作過《喜宴》、《飲食男女》，相識超過20年，昨奧斯卡頒獎時，她人在大陸拍戲，還特地上網看典禮過程，當宣布李安獲獎，她興奮大叫：「真是太了不起了！」她還透露有次兩人一起搭電梯，李安突然窸窸窣窣說起話來，讓她嚇了一跳，「認識他的人都知道他有自言自語的習慣，他就是非常天真、保有稚氣的導演。」楊貴媚感動得獎感言而趙文瑄早預料到李安會再奪導演獎，像前一天他在北京搭計程車聽到廣播預測，看好史蒂芬史匹柏，還分析李安得獎機率不高，他不以為然，「導演在《少年PI》展現不可思議的才能，很多內涵與深度都不是光靠科技就能拍出來的，這有他獨特的靈氣在內啊！」楊貴媚和李安結緣於19年前的《飲食男女》，該片入圍當年奧斯卡外語片。她感動聽到李安說：「如果沒有台灣，我不可能完成這部電影。」證明他把家鄉放在心中重要的位置，功成名就仍不忘本，和當年一樣親切謙虛，很不容易，這是他最成功之處。"""
2013,3,2,李安住過的客房 影迷搶入住,悠活麗緻度假村總經理劉秀美去年收到李安寄給她的救生瓶，以為是紀念品，打開發現裡頭的小紙船，竟是首映會邀請卡。悠活麗緻度假村總經理劉秀美去年收到李安寄給她的救生瓶，以為是紀念品，打開發現裡頭的小紙船，竟是首映會邀請卡。李安執導「少年PI的奇幻漂流」在奧斯卡奪下4項大獎，不僅片中入鏡的墾丁白砂灣和滿州白榕園爆紅，拍片期間劇組下榻的悠活麗緻度假村人氣竄升，最近有不少影迷訂房，還有人指名要訂李安住過的客房。悠活總經理劉秀美說，李安前年10月帶隊「視察」，劇組人員住宿悠活一個多月，她請主廚準備以洋蔥等在地食材入味的地方風味餐，試吃時李安嘴角微揚，劉秀美說：「那一刻，我知道李安很滿意」。「你們是李安拍片時下榻的那家度假村？」劉秀美說，連日來悠活度假村頻頻接到影迷訂房電話，還有影迷指定要住李安全過的客房。劉秀美說，去年收到李安寄來片中的救生瓶道具，原以為是李安送她的紀念品，打開後驚喜發現，裡頭有艘仿片中小艇的小紙船，竟是首映會邀請卡，貼心又讓人驚喜，未來也會飯店中展示，與遊客分享。,聯合報
2012,2,27,默劇問鼎最佳影片 《大藝術家》非先例,《大藝術家》極有可能橫掃本屆奧斯卡，成為金像獎史上第二部以默片拿下最佳影片的電影，在此之前的第一部，是1928年第一屆頒獎典禮的最佳影片《鐵翼雄風》（Wings）。至於尚杜夏丹也相當有可能沒說出一句話就勇奪金獎影帝，但在一部影片中從頭到尾不發聲而得獎的演員，他並非第一人，奧斯卡歷史上有4位演員，雖非演默片卻仍以「不講話」得獎，分別是1948年《心聲淚影》（JohnnyBelinda）的珍惠曼、1970年《雷恩的女兒》（Ryan’sDaughter）的約翰米爾斯、以及1993年《鋼琴師和她的情人》（ThePiano）的荷莉韓特，他們3人演的都是聾啞人。此外，1986年以《悲憐上帝的女兒》（ChildrenofaLesserGod）榮登影后的瑪莉麥特琳，則是一位真正的聾啞人。,中國時報
2012,3,3,黛咪封殺不了卡麥蓉狄亞, 黛咪摩兒儘管人在猶他州的勒戒所，仍然遙控封殺曾一同演出「霹靂嬌娃」的卡麥蓉狄亞，將她列為奧斯卡慶功趴的黑名單！「國家詢問報」宣稱，黛咪對於元月間金球獎典禮相關派對舉行時，卡麥蓉狄亞與他的前夫艾希頓庫奇打情罵俏，懷恨在心。奧斯卡頒獎典禮後的慶功趴由黛咪和瑪丹娜共同作東，行之有年。黛咪通知瑪丹娜，交代宴會大門的保全絕對不准讓卡麥蓉狄亞進入。不曉得是黛咪不夠力還是卡麥蓉狄亞太有魅力，目擊者表示卡麥蓉狄亞當晚出席了慶功趴。E!網站報導，黛咪日昨已經離開勒戒所去度假。,聯合報
2012,2,28,動物明星 最會演的狗 烏吉風頭健,好萊塢動物明星當道，這次入圍的九部影片，出現在「雨果的冒險」、「大藝術家」和「戰馬」的動物都相當搶戲，甚至「戰馬」的主角就是名叫喬伊的馬。至於風頭最健的，要屬「大藝術家」的烏吉，牠甚至還上了奧斯卡的獎台。烏吉在「大」片一路裡陪伴主人、男主角尚杜賈丹歷經事業起落，始終不離不棄，甚至英勇救主，表現吸睛。人氣超旺的牠，曾在「大象的眼淚」演出，因「大藝術家」爆紅，不但在金球獎頒獎典禮出盡風頭，還設了推特帳號，甚至獲頒最佳狗演員「金項圈獎」。奧斯卡頒獎典禮上，主持人比利克里斯托特地安排一段和「烏吉」對話的橋段，只不過牠是出現在影片中。「大藝術家」導演米歇爾阿札納維休斯上台領取最佳導演獎時，不忘感謝烏吉，並說：「希望你聽懂我在說什麼。」當「大」片全體工作人員上台領「最佳影片」獎，烏吉也在其中，男主角尚杜賈丹甚至抱起牠和小金人合照，可說是當晚的風雲動物。可惜十歲的烏吉年事已高，主人已安排牠退休。粉絲聽聞大表惋惜，最後經紀公司改口說，可接拍工作量不重的廣告片。此外，烏吉也有弟弟可以接班，接續其「演藝事業」。「雨果的冒險」裡，主人翁雨果是住在車站的孤兒。車站內的駐警專門抓孤兒，他帶著一隻杜賓犬小黑，只要駐警發現疑似沒有父母小孩，馬上就要那隻杜賓犬追上去。杜賓犬總是盡責追趕，看似凶惡實則可愛逗趣，令人莞爾。「戰馬」以戰爭期間，人和馬的真摰情誼為主軸，描述一匹名叫喬伊的馬，幼兒時期和小主人建立了相知相惜的感情，不料戰爭爆發，喬伊也從此展開一段巔沛流離的生活。,聯合報
