keyword,count
李奧納多,91
巴黎,34
精神獎,56
拍賣,24
主人,12
凱特溫絲蕾,11
the,3
戰馬,9
默片,60
有聲,8
卡麥蓉狄亞,8
烏吉,20
驚魂記,7
希區考克,5
米歇爾阿札納維休斯,10
比利懷德,5
梅里葉,4
柯達,11
底片,5
黛咪,6
