年,月,日,標題,內容,報社
2013,2,26,南一中師生鼓掌85秒 賴清德挺台南之光,台南全美戲院擺上李安的人形看板，讓影迷欣喜合照過癮一下。（記者洪瑞琴攝）「好棒！」「帥、帥」、「李安，我愛你！」李安再度拿下奧斯卡最佳導演大獎，母校南一中校長張添唐透過廣播宣布喜訊時，呼應第八十五屆奧斯卡，全校師生鼓掌「八十五秒」，還有學弟妹欣喜地高舉雙手跳躍，為傑出校友大聲喊讚！正與國片《逗陣ㄟ》劇組品嘗台南小吃美食的市長賴清德聞訊大感興奮，第一時間賀電，他開心地說：「李安是台南之光、更是台灣之光。」他表示，前陣子趁李安回故鄉時，特別邀他喝咖啡，也請人陪同在台南市勘景，市府希望能與他合作，拍攝有關台南與八田與一的故事，讓更多人看見台南。台南的影迷、鄉親，聚集在全美戲院戶外大電視緊盯頒獎過程，緊張過程令人屏息，得獎名單一揭曉，頓時歡聲雷動，連路人也被「驚」動，加入祝福「集氣」行列；電影院門口還擺上李安的人形看板，吸引影迷合照過癮。,自由時報
2013,2,26,李安知人善任 網友：換他做總統,由比爾威斯坦歐佛克勞帝歐獲攝影獎 激動無言 獲頒最佳攝影的克勞帝歐米蘭達一度激動得說不出話來。《少年PI的奇幻漂流》是李安首部３Ｄ電影，同時也是李安首度嘗試數位拍攝。克勞帝歐首度擔任李安的攝影師，因為他曾以《班傑明的奇幻旅程》入圍奧斯卡最佳攝影，是奧斯卡史上第一部以數位拍攝入圍的作品，他也曾拍過３Ｄ電影《創：光速戰記》，剛好在技術上幫助李安。克勞帝歐在《少年PI》面臨的最大挑戰就是大量的水底鏡頭，以及老虎理查派克有八十％的時間都不在鏡頭裡，要靠視覺特效完成，但又要天衣無縫。 千萬根虎毛 創造完美視覺看起來自然的毛髮一向是視覺特效的最大挑戰，Ｒ＆Ｈ特效公司替理查派克創造出上千萬根虎毛。帶領團隊獲頒視覺特效獎的比爾威斯坦歐佛，先前曾以《納尼亞傳奇：獅子、女巫、魔衣櫥》入圍，以《黃金羅盤》獲視覺效果獎。雖然《少年PI》全球大賣，李安還牽線讓Ｒ＆Ｈ來台投資設立據點，卻因特效產業成本過高且經營不易，Ｒ＆Ｈ在美聲請破產，讓李安感到非常難過，希望有方法能拯救這間公司。麥可丹納花一年創作音樂相對於首次與李安合作的攝影師與特效團隊，配樂家麥可丹納早在九○年代就與李安合作過《冰風暴》與《與魔鬼共騎》，他在金球獎替《少年PI》贏得唯一一座獎座，昨天又再獲得奧斯卡最佳原創音樂獎。麥可丹納花了一年時間創作《少年PI》的音樂，並使用西塔琴等多樣印度樂器。李安曾告訴麥可丹納，創作《少年PI》的音樂是他命中注定，因為他是加拿大人，太太是印度人，而《少年PI》剛好就是加拿大小說家楊馬泰爾創作的印度故事。,自由時報
2013,2,26,李安為台爭光 網友歡呼洗版,導演李安打敗強敵史蒂芬史匹柏，勇奪第二座奧斯卡最佳導演獎，消息一出，網友們立刻在網路瘋狂洗版，歡呼他再為台灣爭光。李安在發表得獎感言時提及：「如果沒有台灣的幫助，我無法完成這部電影」（Can’t make this movie without the help of Taiwan.），有不少網友表示「感動得想流淚」、「李安導演，你好棒」，但有網友則認為近來反核議題發酵，盼能從李安口中說出「我反核」，為人民發聲。 此外，由於李安、王建民、郭泓志等「台灣之光」皆出身台南，因此未來是否能行銷台南在網路掀起話題，有網友建議「台南就弄個李安紀念館，台中就弄個《少年PI》的朝聖點」，但反對聲浪則堅持「讓藝術工作者有自由發揮的機會」。,自由時報
2013,2,26,胡志強將頒李安榮譽市民獎章,導演李安以《少年PI的奇幻漂流》在奧斯卡二度獲得最佳導演獎，致詞時特別感謝台中市政府；人在醫院複診的市長胡志強也守著電視關心頒獎結果，他說，李安得獎實至名歸，而且「還台灣公道」，一切都值得，希望總統府、行政院給予李安鼓勵，他也將頒發榮譽市民獎章給李安。胡志強說，頒獎典禮前，李安曾和他通過電話，表示如果得獎，一定會在典禮上提到台中市，當時他還客氣地說「不用啦、不用啦。」沒想到李安真的在典禮中提及台中市，他感謝李安，也會繼續支持李安、支持電影國際化，希望台灣在國際電影大道走出一條路。 台中市政府為李安籌資補助三億拍攝《少年PI的奇幻漂流》，曾經遭到質疑，胡志強指出，李安受了很大委屈，現在一切都值得。《少年PI的奇幻漂流》風光得獎，台中市府除與有榮焉，也計畫搭順風車行銷台中，打算推出《少年PI》在台中的美食、心靈之旅。,自由時報
2013,3,3,台灣之光 對岸沾光 大陸選具國際影響力影人 李安莫名其妙變大陸導演,李安在奧斯卡大放光芒，不僅被許多大陸媒體搶著沾光譽為「華人之光」，大陸的中國文化國際傳播研究院，本周公布2012中國電影國際影響力全球調查數據，李安更在其中莫名其妙成了中國導演。在這分調查中，李安在海外觀眾最喜歡的中國導演中名列第２，第１、３名分別是張藝謀和陳凱歌。李安現象引發熱議大陸影壇向來熱中「申奧」，渴望在奧斯卡搶得一席之地，近年卻連最佳外語片都無緣入圍。如今看到李安的成就，許多陸媒紛紛舉辦論壇，探討「李安為何能有今日成就」。大陸鳳凰娛樂《娛震》也以特別節目《誰的李安誰的狂歡》，討論奧斯卡後的「李安現象」。主持人秋微認為，大陸的電影工作者太重視「術」，卻不重視「道」，不像知識分子該做的事：「這些急功近利的做法讓我們容易失去對行業的信心。而李安就有我想像中知識分子的沉穩安靜。」陸導缺乏人文氣息清華大學新聞與傳播學院副院長尹鴻認為：「人格、才華、環境和機會，創造了不可複製的李安。」他並表示，若李安生在大陸，就不會是現在的李安，「沒有一顆種子放在不同的土壤裡長出來會是一樣的。」大陸近年爭拍大片搶票房，卻不再具有像是李安導演的人文氣息，尹鴻直言：「我們這個行業就是暴發戶，這是事實，你想想我們過去的電影票房才多少？你得給暴發戶一個自我修養和訓練鍛鍊的機會。」,中國時報
2013,3,3,一周大事,《少年Pi的奇幻漂流》導演李安，廿四日再度榮獲奧斯卡導演獎，為亞洲第一人。,中國時報
2013,3,3,拍《少年PI》住此1年半 李安加持 草悟道周遭房價看漲,剛在奧斯卡金像獎摘金的導演李安，在台中拍攝《少年PI的奇幻漂流》，並沒有住五星級酒店，而選擇住草悟道上的社區大樓，喜歡「家」的感覺，讓他決定租屋而居，建商與有榮焉表示，社區被金獎加持，附近房價水漲船高。全長三．六公里草悟道，是李安常散步思考的「悟道」園地，兼具知性與人文氣息，提供李安思考劇情、拍攝手法的最佳場所，市民廣場前的「月光流域」社區，即是李安在台中進行《少年PI》前置作業到拍攝完成，時間長達一年半居住的地方。興建「月光流域」社區的由鉅建設昨天說，李安非常喜歡草悟道的生活環境，透過友人租下「月光流域」，周遭環境提供李安思考空間，尤其是草悟道和採用上萬棵植栽牆，建構綠建築百貨商場，是李安常流連的地方，有民眾還曾和李安不期而遇。草悟道範圍從科博館到經國園道、市民廣場、國美館到美術園道之間綠帶，除綠意盎然的自然景觀，藝術區、誠品書局、特色餐廳與咖啡廳，假日遊客多，更吸引大導演李安，寧捨大飯店而住在綠意環繞的社區。草悟道帶動房市，富邦建設在國美館推出「天空樹」每坪單價最高飆到七十七萬，今年新建案國美館第一排「由鉅大恆」房價每坪五十一萬起跳，建商忠泰、勤美、國泰最近也積極購入此區土地，後勢看好。,中國時報
2013,3,3,《影藝小學堂》關於爸爸，你懂他多少？ ──談李安的「父親三部曲」,由李安執導的《少年Pi的奇幻漂流》剛榮獲奧斯卡最佳導演等四項大獎的殊榮，回首李安的導演生涯，即是以《推手》、《囍宴》、《飲食男女》之「父親三部曲」嶄露頭角，尤其《囍宴》當年即入圍奧斯卡最佳外語片，開啟他悠遊於中西文化、商業與藝術兼具的創作之路。「李安三部曲．數位修復影展」3月1日起在「府中15──新北市紀錄片放映院」放映，邀請觀眾重新回味李安導演經典作品的風采。《推手》、《囍宴》、《飲食男女》被稱為導演李安的「父親三部曲」，三部片都由李安口中「有張五族共和的臉，不論東方人或西方人，看到他，都會想到『中國父親』」的郎雄擔任父親的角色，除此之外呢？這幾部電影的一系列關於「父親」、「家庭」、「父子／女」、「代溝」、「文化衝突」，還有何共通之處？又帶出了怎樣的延伸的討論？就算不知道所謂「父親三部曲」這樣的暱稱，相信所有觀眾在觀賞過這三部電影後，一定都會自己在心中起了連續性的感觸與思索，這並不只來自於電影中都同樣有著緊張卻也充滿感情的父子／女關係，也還在於這幾個並不相同的故事裡，都低調卻又深刻地帶到「文化」與「傳統」等在我們的社會與生活中無可忽視的題目。文化差異下的親子鴻溝《推手》中，父親是一位太極拳高手，兒子接他到美國住，可父親適應不良，跟洋媳婦也無法溝通，父親雖在家人身邊，卻覺得孤單，兒子看著心裡難過又焦急，可卡在妻子與父親之間，卻怎樣也不能做得最周延。《囍宴》中，父親曾是高級軍官，一直等著兒子結婚，要邀集各方，辦場風光的喜宴給他。在美國的兒子是同性戀，已有了外國男友，可拗不過父母催婚且怕他們無法接受，兒子決定拜託女性友人與他演出一場婚宴，算是給父親的交代。《飲食男女》呢，父親是國宴級的大廚師，父代母職的他，一肩扛下三個女兒的照顧，這位大廚師的「烹飪」，除了關於父親的職業角色，也關於了母親的煮菜給家人的角色。可是，三個女兒各有自己心事，哪有那麼多時間和心情留在飯桌上？「父親三部曲」的「父親」到底是指什麼呢？除了那個我們稱之為「爸爸」的人，也還包括了「父親」相關概念的一切。父親，是我們仰望卻也敬畏的人，父親總是得體而威嚴，父親是體面的人，因此也多半是愛面子的。在家中，母親管「小事」，父親則管「大事」，他以言教、以身教，督促我們成為一個「堂堂正正」的人。他口中多半不說，可我們從小就知道，他期望我們跟他一樣好，接下他的棒子，哪天也是這麼端正又風光。然而，不是每個孩子都能完成父親的心願。如果我們恰巧就不是那個能讓父親驕傲、光耀門楣的孩子呢？親愛的父親，您是否能理解，我對您的愛一點沒減？甚至更多的是，我且將一輩子抱著這份罪疚？親愛的父親，我無法不感覺到您的遺憾，而這已是我此生，最大且永遠無法放下的遺憾。難以說出口的子女心聲李安的「父親三部曲」不是從父親那邊看過來的故事，而是兒子、女兒們從他們的位置往父親這邊看過來、想像著設身為「父親」角色的故事。電影中的張力，表面上是代溝的釐清或抗議，那些負氣、那些「您老人家根本不懂我」、那些「夾在文化夾縫間的疲憊或委屈」，其實，深究到底，不過是一些關於自圓其說的嘗試。要「圓」的，是作兒子女兒的，心底最深處的歉意：「爸爸，對不起，我應該讓您更開心的。」文化的差異與溝通不是不可以講道理的，跟上時代變遷或留在原地之選擇，不是不可以講道理的，就連「孝」的定義，也不是不可以講道理的。「父親三部曲」像是在老父親什麼也還沒說之前，就急忙開口要先說得更多，孩子們要說，「爸，您的心情我知道，可是我……」。他們為自己辯白、要試圖緩頰、要說服父親……。「父親三部曲」的動人，不只來自於導演李安預設的父子關係的相對位置，且更是我們逕自感受到的那個加諸在作者上頭，更為深遠與龐大的「說不出口的難過」。那是一些，無法不走上自己所鍾愛、所夢想人生之路的孩子們，他們是如此渴望過自己想要的生活，也多希望那剛好真能符合父親的期望。可偏偏就不是！就算道理講通了、就算所有人都體諒了，孩子們卻不原諒自己。因為他們是父親的孩子，他們知道父親更想要些其他的。父親眼中的理解與欣慰關於李安的「父親的三部曲」，我們幾乎要覺得，可以一輩子不斷不斷地重新看它們，每次看，就每次要流眼淚，因為我們似乎又比上次看的時候，距離父親的期望，更遠了一點。可又或許，在某一個時間點，當我們當了父／母親，當我們完全深入了自己為人父母的角色，當我們再次重看，會終於驚覺地恍然大悟：事情也許不是我們原先想的那樣的。親愛的孩子，你最聰明了，可是啊，跟你老爸比，你還是差了那麼一點點，你並沒猜對老爸的心事。所謂爸爸給你設定的「人生理想狀態」，並不是得要那樣我才會開心；而是，我以為如果更體面一點、更「正常」一點，你的路才會順利。可是，我已經看到了，看到你在你現在的生活裡，用你的方式，過得很開心、很自在。爸爸也好為你高興。傻孩子，你怎麼會認為老爸不懂你呢？讓我們再看一次李安的「父親三部曲」吧，然後很注意地觀察，在郎雄飾演的父親角色眼中掠過的無奈的再更底下，其實慢慢浮現有一絲理解與欣慰。你看到了嗎？。,中國時報
2013,3,3,奧斯卡加持 少年PI票房再奪冠,奧斯卡過後幾部獲獎電影票房翻新高，國賓影城表示，像是「派特的幸福劇本」、「林肯」和「少年PI的奇幻漂流」，票房持續攀升，晚上播映的場次幾乎都客滿。奧斯卡最佳影片「亞果出任務」，每場次也都有半數以上的觀眾。奧斯卡效應讓獲獎電影票房翻新高，台南國賓影城行銷專員程仕吉表示，「林肯」、「悲慘世界」票房持續上升，已上映13周的「少年PI的奇幻漂流」因導演李安獲獎，本來已快下檔，又重回影城的票房冠軍。台南新光、威秀影城則表示，幾部奧斯卡獲獎電影因播映廳數較少，也比較不主流，像「悲慘世界」是歌舞片，「派特的幸福劇本」是小成本的黑色喜劇，沒想到因奧斯卡獲獎，加上觀眾好評，晚上幾乎場場客滿。全美戲院老闆吳俊誠說，目前戲院正播放獲得最佳影片、改編劇本獎的「亞果出任務」，每場次都有200多位觀眾，對二輪電影來說，相當難得。,聯合報
2013,3,3,一周大事 2013年2月24日～ 2013年3月2日,第85屆奧斯卡金像獎揭曉，台灣導演李安執導的「少年Pi的奇幻漂流」（Life of Pi），勇奪最佳導演獎、最佳攝影獎、最佳視覺效果獎、最佳原創配樂獎等4項大獎。,聯合報
2013,3,3,一周大事 :2月24至3月2日,導演李安上月25日以《少年PI的奇幻漂流》再奪奧斯卡最佳導演殊榮，該片並獲最佳攝影、最佳配樂、最佳視覺特效，獨得4獎成大贏家。,蘋果日報
2013,3,3,李安英文版新書下月美國發行 澄清娜姊排頭是烏龍,李安與娜姊同屬好萊塢超級經紀公司「Creative Artists Agency（簡稱CAA）」旗下，奧斯卡頒獎典禮前2天，CAA在洛杉磯「灰石莊園」（Greystone Mansion）辦會前派對，包括安海瑟威、珍妮佛安妮斯頓、李奧納多狄卡皮歐等Ａ咖都是座上賓。天后最愛《臥虎藏龍》《每日郵報》指稱，李安主動上前向娜姊自我介紹並找話題聊天，她卻冷冷地回答：「我沒興趣。」甚至轉身背對李安。該報引述1名英國電影製片的說法報導，當天娜姊彷彿烏雲罩頂、臉色很臭，另1名出席人士也說，娜姊對所有的人都很無禮。李良山昨嚴正澄清：「怎麼會傳成這樣？我在現場，讓我還原一下。今年CAA派對換了更大的場地舉行，擠滿了人，那天我和導演走到大廳，正與娜姊聊天的CAA總裁布萊恩洛德（Bryan Lourd），立刻過來迎接導演，娜姊也跟上來，主動表明是他的超級影迷，尤其喜歡《臥虎藏龍》。他們明明聊得很開心，安海瑟威距他們不到10步，完全沒有尷尬場面。」他笑說：「會不會是（《每日郵報》記者）看錯人了？」等看《埃及豔后》劇本李安以《少年PI的奇幻漂流》再度勇奪奧斯卡最佳導演獎，不少大明星──包括3奪影帝的丹尼爾戴路易斯、入圍本屆影后的潔西卡雀絲坦都想和李安合作。安潔莉娜裘莉主演的《埃及豔后》劇本初稿下周出爐，李安將於看過劇本後決定是否接拍。《少年PI》DVD預定22日在美上市；美國肯塔基大學預定下月13日將發行新書《李安哲學》，目前無中文版。奧斯卡金導賣座片Top5★No.1《少年PI的奇幻漂流》（Life of Pi）╱2012年175億3639萬元★No.2《綠巨人浩克》（The Hulk）╱2003年71億元★No.3《臥虎藏龍》╱2000年61億元★No.4《斷背山》（Brokeback Mountain）╱2005年51億元★No.5《理性與感性》（Sense and Sensibility）╱1995年14億元全球票房（台幣）【好萊塢巨星挺安導】史蒂芬史匹柏敗不餒史蒂芬史匹柏 2度成為李安手下敗將，無損2人情誼。達志潔西卡雀絲坦求合作入圍本屆奧斯卡影后的潔西卡雀絲坦  渴望與李安合作。達志丹尼爾戴路易斯恭喜李安與新科影帝丹尼爾戴路易斯在奧斯卡州長晚宴互道恭喜。達志班艾佛列克抱泯恩仇李安(前)恭賀班艾佛列克以《亞果出任務》拿下奧斯卡最佳影片。達志,蘋果日報
2013,3,3,台灣之光帶《PI》半年飛20國 美國票房衝回前10名,助理李良山累到重感冒李安花了近半年時間全球趴趴走為《少年PI》打片，他去年回台時說：「我拍完已經沒有力氣，但沒辦法，還是要到全世界宣傳。票房成績不錯，辛苦就蠻值得的。」該片去年11月陸續在全球各地上映，風靡亞洲及歐洲，北美成績不俗，至今年1月1日，全球總票房達88億元台幣，但1月中獲奧斯卡11項提名後，賣座暴增，至今已超過175億元，足足成長1倍。奧斯卡頒獎典禮結束後，李安回到紐約家中休息，坦言：「外界邀約很多，但我想休息一段時間再說。」隨他各地征戰逾20年的助理李良山，忙完奧斯卡便罹患重感冒，昨受訪不時咳嗽：「真的是太累了，等忙完下旬《少》片影碟（DVD）宣傳活動，就可以好好休息了。」《少年PI》在台上映2個多月，原僅剩少數戲院映演，李安得獎後，多達28家戲院決定重新上映，板橋秀泰影城更推出「全景聲版本」，讓影迷感受身歷其境的效果。該片藍光影碟與DVD將於22日上市，上月21日在台開放預購，分為3D+2D一般版與鐵盒版，加贈電影書套。,蘋果日報
2013,3,1,李安28歲潮男照萌倒網友 領張藝謀 王家衛 全球放光,李安憑《少年PI的奇幻漂流》再度抱回奧斯卡最佳導演獎，他成就非凡仍永保謙虛，奧斯卡典禮後甚至顧不得形象，半夜站在路邊吃漢堡止飢，靦腆表情萌翻一票影迷，如今年輕照片也如雨後春筍般湧出，特別是他28歲時的潮男照，當時他穿著緊身短褲外加T恤，耳機掛著脖子上，讓網友讚帥，而他台南一中畢業紀念冊上穿泳褲大鵬展翅照，也都讓影迷見識到大導演可愛的一面。而李安的奧斯卡得獎紀錄，也是中國導演欲追趕的對象，張藝謀身為中國第5代導演代表人物，早在1987年即以《紅高粱》獲柏林影展最佳影片金熊獎，1991年憑《菊豆》問鼎奧斯卡最佳外語片但失利，當時李安尚未出頭。中國廣大影迷的希望跟隨張藝謀起伏，豈料他1992年《大紅燈籠高高掛》、2003年《英雄》連３回叩關失敗。侯孝賢《聶隱娘》受期待中國片每年「申奧」企圖心大，馮小剛《唐山大地震》、陳凱歌的《搜索》、《無極》都曾角逐入圍資格，但皆未入圍，華語片唯一獲獎紀錄是李安《臥虎藏龍》，其實台灣電影在國際上發光，早在1989年侯孝賢即以《悲情城市》獲威尼斯金獅獎，1993年又以《戲夢人生》奪坎城影展評審團大獎，台灣電影成功推進歐洲市場；只是他近年作品少，新片《聶隱娘》籌劃7年去年底才開拍，受影迷期待。另外香港導演王家衛藝術性獨樹一，1997年以《春光乍洩》成為華人首位的坎城最佳導演，還受邀擔任坎城、柏林影展評審團主席，足見地位。這些導演各有成就，都將帶領華語電影在國際上更出采。華人3大導國際戰功顯赫★李安◆奧斯卡最佳導演×22006《斷背山》2012《少年PI的奇幻漂流》◆奧斯卡最佳外語片×12001《臥虎藏龍》◆金球獎最佳導演×2《臥虎藏龍》、《斷背山》◆金球獎最佳影片×21995《理性與感性》、《斷背山》◆金球獎最佳外語片×1《臥虎藏龍》◆威尼斯金獅獎×2《斷背山》、2007《色，戒》◆柏林影展金熊獎×21993《喜宴》、《理性與感性》★張藝謀◆柏林影展金熊獎×11987《紅高粱》◆威尼斯金獅獎×21992《秋菊打官司》1999《一個都不能少》◆坎城影展評審團大獎×11994《活著》◆入圍奧斯卡外語片×31991《菊豆》、1992《大紅燈籠高高掛》、2003《英雄》◆入圍金球獎外語片×5《活著》、1995《搖啊搖，搖到外婆橋》、《英雄》、2004《十面埋伏》、2011《金陵十三釵》★王家衛◆坎城影展最佳導演×11997《春光乍洩》◆歐洲電影大獎最佳非歐洲電影×22000《花樣年華》、2004《2046》,蘋果日報
2013,2,28,李安衰當特效人員箭靶 為《PI》三過紐約家門不入,李安二奪奧斯卡最佳導演，全球華人與有榮焉，唯一憾事是參與《少年PI》特效的「節奏特效」（Rhythm & Hues，簡稱R&H）公司日前聲請破產保護，員工還於奧斯卡會場外抗議，前天有同業為R&H員工抱不平，在公開信中批李安致辭未感謝特效團隊，還對李安稍早說過「希望特效能做得更便宜」感到不滿，認為他無視特效人員的辛苦。等《埃及豔后》劇本李良山昨表示，有10幾家特效公司參與《少年PI》後製，每家公司都有貢獻，導演擔心感謝辭太長會被消音，便以感謝3千名工作人員代表，當中就包括特效人員；要論公平的話，每家公司、每名工作人員都應提及，所以見仁見智。另外，李安稍早在視覺特效公會獎便已感謝所有特效人員，並對R&H的破產多次表達難過與遺憾。李良山為李安抱屈：「導演私底下一直說真的很想把感謝名單一一講出來，可惜沒辦法。」R&H高雄分公司楊經理昨表示，李安不只一次在公開場合感謝R&H，甚至到印度謝謝當地員工，駁斥李安不感恩的說法。李安周一跑趴到半夜3點，前天回到紐約住家休息，他花了4年半拍《少年PI》，其間往返紐約5趟有3趟過家門而不入，為宣傳方便改住飯店，敬業精神有如三過家門而不入的「大禹治水」。他現在只想待在家休息，3月初繼續宣傳《少年PI》的DVD。外傳他可能執導《埃及豔后》，李良山透露導演還在等劇本完成，一切等休息後再說；至於有媒體指出他有意重拍3D版《2001：太空漫遊》，李良山表示並無此事。,蘋果日報
2013,2,28,台灣之光 將獲總統府一等景星勳章,7年前獲二等景星前總統陳水扁是在2006年5月2日，頒授二等景星勳章給李安，這次李安2度獲獎，與李安私交甚篤的馬英九總統，也可望親自頒授最高等級的景星勳章給這位台灣之光。景星勳章是由總統府所頒授，屬於文職勳章，中心為五角星形圖案，分一至九等，主要頒給對國家政務有勳勞的公務員，或對國家有重要貢獻的本國及外國人士。,蘋果日報
2013,2,27,李安續當煮夫包水餃餵妻兒 路邊漂流撲漢堡Q爆 :85屆奧斯卡賽後特報,李安前晚得獎後，先參加美國影藝學院主辦的州長晚宴，接受史蒂芬史匹柏等人的恭賀，接著趕到洛杉磯台灣書院大廳接受華人媒體訪問。原先美國媒體並不看好他奪獎，他透露：「《少年PI》並非奧斯卡傳統電影 但大家只注意到技術的成就，忽略電影成績，因此（開獎前）最後2周強調該片在全球所獲好評，我想對得獎應該很有幫助。」最後宣傳策略奏效，終於逆轉勝。他隨後轉赴福斯電影公司所辦的慶功宴，接受英雄式的歡呼，這也是該公司繼1997年的《鐵達尼號》後再次贏得最佳導演大獎；最後他才趕到《浮華世界》雜誌主辦的派對。沒時間吃晚餐的他，半夜三更餓到在派對外的馬路邊站著大口啃漢堡，模樣可愛。出遠門拍片先下廚儲糧台灣近日颳起李安熱潮，網路冒出李安早期曾一度放棄電影，想去當工程師？弟弟李崗昨澄清：「他在最谷底的時候也沒想過放棄，他唸的是文組，怎麼可能當工程師，他唯一專長也最喜愛的就是電影。」李崗笑稱哥哥幾乎沒其他嗜好，連亂買東西的習慣都沒有，唯一興趣僅有做菜，「現在他在家還是會下廚煮飯，那已經是他的興趣了。有時候要出遠門拍片，會先包好一堆水餃、餛飩放在冷凍庫，老婆、小孩還是有得吃，我到現在還會寄醬油給他，美國買不到好醬油嘛」。奧斯卡美台吸睛4321萬李崗去年監製的《黛比的幸福生活》獲金鐘獎迷你劇集獎，且入圍今年3月沖繩國際電影節，他日前跟李安聊到：「我55歲才得金鐘有點丟臉。」李安安慰：「總比25歲就得來得好，太早成名。」他開李安玩笑：「對，你還得不到金鐘獎咧。」台視、Star Movies及Star World前天同步轉播奧斯卡頒獎典禮，早上直播和晚上重播共吸引291萬收視人口，創下9年新高；美國也吸引4030萬收視人口，是近3年新高。Star World今晚6點將重播頒獎典禮中文字幕版。【3攤慶功宴】粉絲搶沾金李安赴州長晚宴慶功，開心讓粉絲拍小金人獎座。達志4金人合體李安在慶功宴上與其他3名得獎者秀出剛到手的小金人，中為男主角蘇瑞吉沙瑪。美聯社鍍金不離手李安手握小金人參加《浮華世界》派對，興奮之情溢於言表。達志台灣之光擒15座國際獎★姓名：李安★年齡：58歲（1954╱10╱23）★出生地：屏東潮州★學歷：紐約大學電影製作系碩士★重要國際獎：3座奧斯卡金像獎、3座金球獎、5座英國影藝學院電影獎、2座威尼斯影展金獅獎、2座柏林影展金熊獎★創紀錄：．2001年《臥虎藏龍》獲奧斯卡10項入圍得4獎，創奧斯卡史上最多外語片入圍與得獎數．2006年《斷背山》第1位華人導演在奧斯卡奪最佳導演．2013年《少年PI的奇幻漂流》入圍奧斯卡11項，破個人作品入圍奧斯卡紀錄，也創華人電影入圍最高紀錄；成為第1位得2座奧斯卡最佳導演獎的亞裔導演；全球票房逾175億元台幣，全台逾5.3億元台幣，皆創個人作品最佳票房《少年PI》愛台灣密碼★台灣拍攝時間：近9個月★台灣工作人數：281名★台灣拍攝比重：9成，8成在台中★木柵動物園的動物：7成★奧斯卡收視：．台灣291萬收視人口（直播＋重播），創9年新高．全美4030萬收視人口，近3年新高,蘋果日報
2013,2,27,章子怡「理智」投史匹柏 美媒「爆冷」酸安導,青壯派挺李安李安在一片不看好聲中驚險打敗史匹柏鍍金，美國CNN新聞台主播連線時也大喊：「Surprise！(好意外)」各家媒體也多以「爆冷」表達意見。《洛杉磯時報》影評人肯尼斯杜朗還質疑「李安有比史匹柏優秀嗎？」雖肯定李安執導成績，但也認為《林肯》並沒那麼差。據了解，今年奧斯卡投票方式大改變，以上網投票取代傳統書信投票，造成部分老會員棄投，可能也是李安出線的原因之一，也顯示美國影藝學院5856名投票會員中，支持李安的「青壯派」逐漸抬頭。章子怡曾與李安合作《臥虎藏龍》，有投票權的她日前在微博自稱導演票很難投，情感雖傾向李安，理智上則屬意史匹柏，暗指投史匹柏。前天《少年PI》風光撂下4獎後，章子怡留言：「恭喜李安導演，恭喜少年派。」,蘋果日報
2013,2,27,雙冰聯手跑趴暗鬥靚 李安謝台 中國竟消音 :85屆奧斯卡賽後特報,李冰冰與范冰冰去年、前年都在坎城影展的紅毯交手過，范冰冰去年瓷器裝引起話題，李冰冰去年被問到范冰冰的穿著時，表示「穿著得體就好，不要太誇張」被指在嗆聲范冰冰，雙冰前天在奧斯卡會後派對狹路相逢，穿藍色禮服的李冰冰與黑白條紋裝的范冰冰大方合照，雙方粉絲看到照片都很驚喜。對岸網友轟央視范冰冰隨後俏皮地在微博呼喊李冰冰：「冰冰，你好，我是冰冰，我相機弱爆了，你那有美圖嗎？」李冰冰也不是省油的燈，立刻回她：「冰冰對冰冰說：冰冰真美，怎麼拍都美。」李冰冰同一天也在微博誇獲得最佳導演獎的李安是華人的驕傲，章子怡開心恭喜李安，楊冪則在微博表示李安得獎讓她激動得哭了。即使中國藝人都為來自台灣的李安感到驕傲，但央視卻基於「政治」考量出現打壓動作，李安上台用英文所說：「感謝台灣，沒有台灣，這部片拍不成，特別要感謝台中市的協助」，央視字幕卻將兩次台灣翻成台灣友人及家人，台中則乾脆略過，誇張行徑讓中國網友都忍不住砲轟央視：「自己無法多多製造李安，還不讓人感謝自己的家鄉？」、「太沒節操了！」,蘋果日報
2013,2,27,台南一中歡呼85秒 「李安是我們的驕傲」,高雄R&H如期籌設台南一中校長張添唐表示，前天頒獎時全校師生相當期盼，當宣布李安獲最佳導演獎時，師生忍不住跳起來歡呼，他也立即透過學校廣播宣布李安獲獎訊息，師生為李安高聲大喊「李安學長，你是我們的驕傲」。李安以《少年PI的奇幻漂流》獲奧斯卡4獎項，其中「最佳視覺特效」、「最佳攝影」都是由國際知名電影特效公司Rhythm & Hues Studios（R&H）負責。日前R&H在美母公司聲請破產保護，高市經濟發展局昨表示，R&H在高雄投資是獨立公司，除R&H母公司之外，還有國際創投及在地資金，且都已經到位，目前籌設進度均如期進行，預計下月位於駁二特區七號倉庫的辦公室就會裝修完成，R&H團隊即可進駐。目前相關人力都在訓練，第1批7人已從印度受訓回來，最近會再送1批去印度，並招募第3批受訓。,蘋果日報
