年,月,日,標題,內容,報社
2013,2,27,最佳導演沒奪影片 奧斯卡10年僅兩次 7年前鎩羽 頒獎人也是他 李安中了尼柯遜魔咒,奧斯卡影帝傑克尼柯遜絕對是李安角逐奧斯卡最佳影片獎的「超級大魔咒」！奧斯卡近10年只有兩次「最佳影片」和「最佳導演」不是同一部片，偏偏兩次都衰在李安身上，這兩次的最佳影片頒獎人又都是傑克尼柯遜！未來李安在奧斯卡頒獎典禮看到傑克尼柯遜頒獎，務必做好落敗的準備。尼柯遜後台喊「Crash」2006年李安以《斷背山》拿下最佳導演獎，傑克尼柯遜頒最佳影片獎時，《斷背山》敗給《衝擊效應（Crash）》，當年外界和傑克尼柯遜都看好《斷背山》是最佳影片，傑克尼柯遜揭獎時看到是「衝擊效應」，一臉驚訝的念出「Crash」。前天，傑克尼柯遜又頒發最佳影片獎，沒想到舊事重演，李安以《少年PI的奇幻漂流》再奪最佳導演獎，卻再度失去最佳影片獎，李安事後被問看到傑克尼柯遜時是否感覺不妙，他笑說：「典禮結束後，他在後台看到我，大喊『Crash』叫住我，然後對我說『他們都投給《亞果出任務》，抱歉啦！』」影帝這句話大大溫暖了他。未決定執導《埃及豔后》《少年PI》勇奪奧斯卡４大獎，李安也締造奧斯卡首位拍攝3D電影拿下最佳導演獎的紀錄，他對再拍攝3D電影更具信心，表示日後很樂意以3D技術拍攝《2001：太空漫遊》，該片是電影大師史丹利庫柏力克1968年的科幻驚悚鉅作。對是否執導《埃及豔后》？他說：「下周會去看劇本，看了才能決定。」,中國時報
2013,2,27,轉播奧斯卡 李安之賜 收視倍翻 STAR MOVIES播4次 撈廣告5000萬,由於李安入圍第85屆奧斯卡11項，使得今年奧斯卡頒獎典禮超級吸睛、印鈔力也特強！STARMOVIES、台視25日上午８點現場直播、當晚重播，全台至少有318萬人次觀看。兩台收視都比往年高，但在台視收視率裡，李安領獎並未拿下最高收視率，白天直播輸給最佳男主角丹尼爾戴路易斯，晚上輸給頒獎人馬克威柏格與「熊麻吉」。30家廠商買廣告STARMOVIES採用AGB尼爾森的數據，首播平均收視率0.4，是９年新高，比去年0.25多出６成，晚上重播0.71。據悉，STARMOVIES獲電信業者、片商等３廠商贊助轉播，另有30家廠商買廣告，首播約賺進1366多萬，加上兩天重播４次，至少獲利約5000萬。該台昨說，首播和重播廣告滿秒，收入比往年成長一倍。台視早上８點直播星光大道，平均收視0.06，收視總人口數15萬2000人次，頒獎典禮平均收視0.22，只有STARMOVIES的一半多，收視總人口數54萬1000人次，最高收視率在12點48分揭曉最佳男主角戴路易斯時的0.57。美收視創３年新高台視晚上８點重播典禮，平均收視0.41，也遠不及STARMOVIES，收視總人口數94萬5000人次。台視今年轉播的收視率比去年成長只有一成，據悉轉播權利金是10萬美金（約296萬台幣），但台視否認。美國則有4030萬觀眾透過美國廣播公司收看頒獎典禮，較去年成長３％，是３年來新高。,中國時報
2013,2,27,台中市民手持小金人 沾光李安,台中市府26日推出與導演李安大合照活動，影迷一早擠爆會場，民眾手持小金人和李安「愛合拍」，興奮得驚呼連連，新聞局長石靜文說，本周日舉行慶功宴，當初捐100萬助李安來台勘景的陳文茜將到場，也將和李安越洋連線。會場豎立兩排一座座約兩公尺的奧斯卡小金人，還鋪紅毯，來拍照的民眾說「很有走奧斯卡紅地毯的Fu」，喜氣洋洋。３月３日下午４點，在市府集會堂舉辦慶功宴，邀李安和家人一起慶祝，昨李安弟弟導演李崗說，李安無法回台，他將帶媽媽等家人參加。,中國時報
2013,2,27,李大導路邊啃漢堡 小金人不離手,李安在奧斯卡頒獎典禮晚會後，在路邊一手握著奧斯卡小金人獎座，一手握著大漢堡大口啃著，這逗趣的表情被民眾拍到放上網，引發網友瘋傳，直讚「拿著小金人吃漢堡好幸福」、「導演也太可愛了」，還有網友關心「當街拿小金人不怕被搶嗎」？他事後回應媒體，當時實在太餓了。大導演路邊吃漢堡，再度展現親民的一面，網友看出他吃的是美國西岸知名的「In-N-Out」漢堡，表示以後去美國也要吃這家的漢堡。他勇奪最佳導演獎後表示自己並不是太驚訝，「兩個星期前，我和公司在好萊塢進行一系列宣傳，很多圈內人偷偷告訴我，他們都投票給《少年PI》。所以我心裡多多少少已經有底了。」。,中國時報
2013,2,27,最佳導演媽精神奕奕 透早買齊各家報紙,李安勇奪第２座奧斯卡最佳導演，不僅國人振奮，全家更與有榮焉。李媽媽前日一早看轉播，因兒子得獎而太興奮，很晚才睡著，昨天一整天依然不疲憊，李崗的妻子陳煥華笑說：「人逢喜事精神爽嘛。」為了李安角逐奧斯卡，李媽媽特地從台南到台北，與李崗一家人在公司看現場轉播。愛子心切，她向來細讀兩個兒子的所有報導，這陣子李安連續得獎，不論大小獎，李媽媽只要聽說「有報紙寫了」，一定去買報，有時買不到，孝順的媳婦陳煥華就拜託媒體留下報紙給婆婆。昨天一大早，李媽媽到便利商店買了中英文每一家報紙，為李安人生最風光的時刻留下珍貴的紀錄。大群媒體瘋李安，昨天仍想採訪李媽媽，都被李崗擋下：「不希望太打擾媽媽，老人家其實也不知道要講什麼。」媒體渴求任何李安資訊，李崗也不斷被逼問小時候與李安的成長過程與兄弟感情，他大呼無奈：「都多少年了，能講的都講了，又不是選總統！」他雖然替哥哥高興，但也希望這陣子新聞熱快過去，好回復平靜生活。,中國時報
2013,2,27,「沒謝特效團隊」 李安挨子彈 R&H裁員怪罪大導 李崗替兄喊冤 在台公司不影響 預計投資逾6億,李安以《少年PI的奇幻漂流》在奧斯卡奪４大獎，卻不是所有人都跟著開心。該片特效團隊「R＆H節奏特效」公司，日前申請破產且裁員。500名員工典禮場外抗議，一名員工還對李安上台致詞內容不滿，在推特寫：「你原本只需簡單地向這些人致意，就可讓大家正視他們的貢獻，但你沒有，你讓大家失望了。」場外抗議員工原指望有機會發聲，一次是《少年PI》獲視覺特效獎時，但謝詞遭致詞時間到的《大白鯊》音樂粗暴中止，一次則是李安獲導演獎時，他隻字未提特效貢獻。曾希望特效降價特效人員認為「R＆H」的財務危機，暴露了特效工業在好萊塢日漸重要卻未獲重視的問題。他們在典禮後發布公開信，對李安曾表示「希望特效可以更便宜」大感不滿，認為正是特效人員長期辛苦奉獻，才讓片中大水池變成汪洋大海，讓不存在的老虎置身小船，李安才有機會上台領獎。他們認為該片獲最佳攝影的克勞蒂歐米藍達，也因特效後製才讓他的攝影如此絕美，卻也不曾感謝特效人員。信中表示相信李安是個體貼且優秀的人：「但我也相信你與你的同儕們，都同樣對特效人員的痛苦艱難視若無睹。」公司破產非因《PI》李安的弟弟導演李崗昨不解特效人員把矛頭轉向李安：「他得獎已感謝3000名劇組，就包含特效。他已多次感謝特效人員，且對特效公司破產難過遺憾，但今天特效公司破產不是因為《少年PI》才發生的。就是很單純的技術合作，又不是李安把他們公司搞砸的。」高雄市政府昨說，「R＆H」在台公司財務獨立，獲得經濟部中小企業信保基金保證，向高雄銀行貸款並有國發基金及創投公司投資，資金已到位，３月展開第３期公開招訓人才，並進駐駁二特區，預計投資６億以上，聘用200多名有語言及數位內容專業能力的年輕人。,中國時報
2013,2,27,伊朗「整」第一夫人 蜜雪兒包緊緊頒獎,美國第一夫人蜜雪兒歐巴馬，前天在奧斯卡典禮空前連線頒發最佳影片獎，連得獎人班亞佛列克都難分真假，此舉也引發爭議，有人認為過度政治化，有的認為有國家安全的疑慮。班亞佛列克見到總統夫人出現，以為是太緊張出現的幻覺，發現是本尊後覺得「非常酷」，是額外的光榮。蜜雪兒當時在白宮，奧斯卡主辦單位表示，她是白宮第一，也是唯一打開信封的人，引發維安掉漆的批評，忘記幾年前炭疽熱信件的恐怖攻擊。美國媒體批評白宮彷彿是好萊塢電影工業的棋子，亦有政治介入藝術的疑慮。且由第一夫人宣布以宣揚美國、詆毀伊朗的電影獲得最高榮譽有欠周慮。伊朗至少認為她的服裝不妥，低胸細肩帶禮服太過裸露，還將新聞照片修圖成短袖及頸。同樣的，台視前天上午轉播奧斯卡時，首播邀知名影評人聞天祥、國際影展統籌葉子謙同步翻譯講評，負責口譯的葉子謙說主辦單位「找人扮演蜜雪兒歐巴馬」，隨後改口「她是真的蜜雪兒歐巴馬」，昨葉子謙說：「看到她驚訝一下，後來發現是本人，也向觀眾更正。」台視事前發新聞稿稱「聞天祥強調李安在最佳導演獎的勁敵是史蒂芬史匹柏、《亞果出任務》的班亞佛列克」，聞天祥昨說：「我沒看過新聞稿，誰不知道班亞佛列克沒入圍導演獎，我才不會犯這種膚淺的錯誤。」台視昨澄清是漏字導致。,中國時報
2013,2,27,「尋找下一個李安」 台片前進坎城 蔡明亮鍾孟宏叩關 張榮吉率3導先保送,李安以《少年PI的奇幻漂流》在奧斯卡大放異彩，今年５月的坎城影展，也可望有台灣導演接棒發光。蔡明亮《郊遊》和鍾孟宏《失魂》等今年受矚目的台灣新片，將嘗試向坎城叩關。坎城「導演雙周」單元首度與台北市電影委員會，合作「台北工廠」拍攝計畫，由《逆光飛翔》張榮吉等４位台灣導演，與４位國外導演分別合作４部15分鐘短片，再合為長片，在坎城影展全球首映，台灣形同先保送一批台片入選本屆坎城！４位台灣導演除了張榮吉，還包括《茱麗葉》沈可尚、《流浪神狗人》陳芯宜，以及《歸來的人》緬甸僑生導演趙德胤。「導演雙周」主席溫特侯昨與台北市長郝龍斌一同宣布開拍，主席表示：「如今全球都在尋找下一個李安，也許下一個李安就在台灣。」「台北工廠」監製李烈期許：「希望李安之外，我們也有其他導演上奧斯卡舞台感謝台灣。」李烈說：「李安在台中拍攝《少年PI》，為台灣帶來的是好萊塢製片體系的概念，這對台灣非常重要。」台中市議員去年批評《少年PI》沒有行銷台中，如今在李安得獎後改口抱大腿，李烈感嘆：「台灣的政治生態若不改變，這種事情永遠不會消失。但也許李安的例子，可以讓這些人以後在亂罵前先多想一想。」。,中國時報
2013,2,27,《都會時評》謝謝李安與他的《少年PI》,相信前天很多人像李安的母親ㄧ樣，守在電視機前屏息以待，當頒獎人宣布第八十五屆奧斯卡金像獎最佳導演是李安，就像當年台灣人熬夜看少棒隊在威廉波特拿下冠軍ㄧ樣，全國歡騰喜悅！李安感謝台灣，台灣才要謝謝他，特別是台中市，有機會和大導演寫紀錄。李安籌拍《少年PI》四年，除了造浪、動畫等視覺效果不容易外，加上這是一部刻畫孤獨不知與誰搏鬥、某種程度可說是導演李安的獨白，卻不失商業片趣味的電影，困難度比美國本土好萊塢電影高。台中市府出資五千萬補助《少年PI》的造浪池，劇照出爐，有民代揶揄只看見一隻老虎和一條船。相信李安不會放在心上，雪中送炭少、錦上添花多很尋常，何況《少年PI》不是主題明顯又熱鬧的片。上映時李安也說，希望觀眾喜歡這部片，不會覺得是部奇怪的電影；前天《少年PI》拿下四獎項，贏了入圍最多的《林肯》，是本屆奧斯卡最大贏家，想必《少年PI》應該是找到不少知音。台中市很幸運有機會和李安寫下紀錄，也見識了一部電影奮鬥的過程，刻苦與榮耀像在一瞬間。李安謝謝電影神、謝謝台灣，台灣也真得謝謝他以及他的夫人，讓全國觀眾也跟著快樂了一天。,中國時報
2013,2,27,龍應台：李安 台灣60年文化縮影 在劍橋大學演說中表示 李安的成長過程 除反映文化多元外 也融合了對不同統治者的反抗與磨合(2-2),國家文藝基金會董事長宏碁創辦人施振榮在「中部國藝之友」成立大會中表示，科技、人文結合最佳見證，就是李安《少年PI的奇幻漂流》，創造出感動人心的作品，李安是真正的台灣之光，也期許企業界成為藝文界的天使。國藝會號召中台灣的三百多位老闆組成「中部國藝之友」，昨天施振榮主持成立大會。適逢李安在奧斯卡金像獎奪大獎，成為喜氣焦點。施振榮說，《少年PI的奇幻漂流》是科技和人文激盪出火花，藝術不只需要美感和創造力，更要有企業經營的精神，以社會企業的模式經營藝文事業，建立生生不息的機制，創造社會價值。施振榮表示，國藝會就是建構藝企攜手的平台。企業界協助藝文跨入市場，對社會產生影響，這也是企業的責任。他定位自己的未來是成為「社會企業家」，希望創造超越科技的影響力。,中國時報
2013,2,27,龍應台：李安 台灣60年文化縮影 在劍橋大學演說中表示 李安的成長過程 除反映文化多元外 也融合了對不同統治者的反抗與磨合(2-1),文化部長龍應台廿六日在英國劍橋大學演講表示，剛奪得奧斯卡金像獎的李安的成長過程，正是台灣六十年來文化發展的縮影；而今天台灣的民主和公民社會，則是一個不斷檢討，持續醞釀，辛苦且一直在行進中的過程。龍應台廿六日以《醞釀中的公民社會》（CivilSocityintheMaking）為題，在劍橋大學舉行公開演說，吸引了許多來自中外和兩岸三地的聽眾，尤其演講是在台灣導演李安剛獲得奧斯卡最佳導演後舉行，現場的華人聽眾都顯得很亢奮。龍應台表示，李安是華人世界的驕傲，他的成長過程，正是台灣六十年來文化發展的縮影。李安出生在南台灣屏東潮洲，十歲前在花蓮師範附小跟著原住民孩子們，以八個孩子一組的方式接受美式實驗教育；十歲後李安在台南公園國小讀書，第一次實際領受到罰跪、打耳光，還要跟老師道謝的日式震撼教育。成長過程當中，李安還面對了外省籍的中學校長父親的威嚴強大，那種混雜了父子親情和對抗的經驗。龍應台說，李安所有的電影，其實都在闡述成長的過程，而李安的成長背景，除了反映台灣文化的多元外，同時融合了台灣人對不同的統治者，包括與中國國民黨的反抗與磨合。龍應台指出，台灣是當今華文世界中唯一真正享有自由的國家，但這是台灣經過數次大轉型才得到的，包括從一九五○年的戒嚴到一九八七年的解嚴；從一九九二年廢除刑法一百條，到一九九九年出版法廢止，「不是不勞而獲，而是台灣人民經過千辛萬苦爭取來的。」龍應台表示，一個開放成熟的公民社會只有在民主自由的環境中才能成長，並且是一個不斷檢討醞釀的過程。她表示，台灣人在八○年代爭取自由時，以為民主是靜態的東西，爭取到就擁有了，「可是民主自由是永無止境，是一個隨時自我檢討的過程。」台灣的民主和文化經驗，可以做為中國大陸建立公民社會的借鏡，那就是追求自由，永遠沒有終點站。,中國時報
2013,2,27,《熱門話題》李安留在台灣也能得獎？,恭喜李安在幾部看似「政治正確」的強敵環伺下，依舊獲得奧斯卡金像獎；這樣的榮耀，從台灣民眾在臉書上的狂烈分享，可以感受到舉國歡騰的熱烈欣喜。然而在閱覽李安的生命歷程時，讓人不禁思索，「倘若李安沒有離開台灣呢？」父親身為明星高中校長，但大學聯考落榜二次，最後轉進戲劇科系的李安，即便是在今日，也不會是社會眼中的「成功人士」，更不用說到了美國沉寂數年差點在岳父勸說支持下開了餐館，以及落寞下試圖學習電腦當起工程師。若李安當時留在台灣，在遇到這些關鍵時刻之際，妥協了社會與家庭所期待的壓力，走上台灣體制下「政治正確」的道路，今日，或許我們就無法如此驕傲。今日看到李安得獎消息出來時，我想起今年大學學測出來前，某位長輩義正嚴詞的說了句：「管他考得怎樣，反正上了大學就開始準備公務員考試就對了」。在全國同慶李安得獎之時，或許也該想想，我們的社會與教育未來究竟想要走上什麼樣的道路？而我們是否也在不知不覺中扼殺了許多未來的「李安」？。,中國時報
2013,2,26,3D技術不只是裝飾 李安無敵 創造奧斯卡No.1 華裔2度摘導演獎 文化隔閡反成優勢,李安是「台灣之光」，也是華裔導演的「No.1」！他作品至今共10部，寫下全球傲人的得獎紀錄，2005年以《斷背山》拿下奧斯卡最佳導演獎，寫下亞裔導演首例，25日在第85屆奧斯卡再以《少年PI的奇幻漂流》２度勇奪導演小金人，也締造奧斯卡史上首位拍攝3D電影獲得最佳導演獎的紀錄，更讓3D技術不再只是電影裝飾。李安的電影不僅得獎，票房也賣座，2001年奧斯卡最佳外語片《臥虎藏龍》，票房1.28億美金（約38億台幣），寫下「外語片在美國最佳票房」紀錄，也讓一向看電影不愛看字幕的老美，為瘋看《臥虎藏龍》改變根深柢固的觀影習慣。他也是第一個在美國導演公會獎獲得最佳導演殊榮的亞裔導演，2001年以《臥虎藏龍》拿獎，2005年再靠《斷背山》２度獲獎；他在金球獎兩度獲得最佳導演獎，也是華裔導演第一人。20年征服國際大獎《斷背山》在世界各地榮獲許多最佳影片獎和最佳導演獎，共贏得71個獎項，除在紐約影評人協會、洛杉磯影評人協會、金球獎、英國奧斯卡獎、美國製片人協會等組織獲得最佳影片獎，又獲得世界３大影展之一的威尼斯影展金獅獎。他也是史上第一位兩度在威尼斯影展、柏林影展獲獎的亞裔導演，1993年的《喜宴》勇奪柏林影展金熊獎，1995年再以《理性與感性》２度擒金熊獎；《斷背山》和《色，戒》則兩度勇奪威尼斯影展金獅獎。長達20年不斷得獎，不勝枚舉。用新人不迷信大牌李安拍片不迷信大牌演員，《臥虎藏龍》大膽起用新人章子怡，拍《斷背山》挑選當時還是小牌的傑克基倫霍、希斯雷傑、安海瑟薇，拍《色，戒》又重用純新人湯唯，這些演員目前都成為全球影壇的一線明星，證明他獨具慧眼。非美籍導演闖蕩好萊塢和國際影壇多年，李安昨得獎後表示，文化隔閡帶來的劣勢，其實也可以變成一種優勢，「就拍電影而言，沒人能拍得比美國更嫻熟，我拍《理性與感性》的時候，一句英文都說不連貫，但有時弱勢會成為優勢，我來的地方有著完全不一樣的文化，這其實帶給我不小的優勢，能夠將我們的文化融合進入另一種文化。」。,中國時報
2013,2,26,昔炮轟補助《PI》 中市議員改口:5000萬花得值得,台中市補助李安5000萬，曾引發議員謝志忠、蔡雅玲質疑不見市花、市鳥，有如汪洋中一條船。甚至和李安簽訂保密條款後，議員黃國書還爆料公布造浪池照片，諷刺「說穿了就是個大水池，不具觀光價值」，恐將成「夢想家」第二，現在小金人加持，居然改口「5000萬花得太有價值！」「我怎麼會反對台灣之光李安！」謝志忠昨委屈的說，強調當初並非反對李安，而是針對補助影視業善盡為民眾荷包把關的責任，《悲情城市》、《陣頭》、《海角七號》都達到行銷城市效果，「《少年PI》更讓台灣與有榮焉」。蔡雅玲之前被批評後，改口說：「我其實也還滿喜歡李安的啦！像他之前拍的《變臉》就看過了很多次，拍攝手法真的很棒！」但《變臉》導演是吳宇森，張冠李戴，再添一樁笑柄。黃國書昨說，他到造浪池搭道具船後，體驗12水閘門創造千變萬幻濤天巨浪後，認為補助5000萬城市行銷很有價值，台中市應用李安榮獲奧斯卡大獎的光環，乘機做全球行銷。「李安來拍片傳承高水準拍攝電影技術和精神，水湳經貿園區規畫中台灣電影基地，應做出更具體規畫和計畫，不要只是曇花一現，短時間的熱潮就太可惜了，執行力最重要。」。,中國時報
2013,2,26,李安「我愛妳」謝妻 李崗:好意外 徐立功:悶葫蘆終於放膽表達情感,李安以《少年PI》勇奪第２座奧斯卡最佳導演獎，在台上感謝妻子林惠嘉，並用英文當著全球觀眾對她說出「我愛妳」，首度公開流露夫妻深情。弟弟李崗在台北看到轉播不敢相信：「有點意外，因為他們平常不會講這個的吧。他們的關係比較像馬英九跟周美青那樣。」李安個性溫文儒雅、溫和敦厚，林惠嘉則爽朗強勢、瀟灑果決，與馬英九和周美青的夫妻組合宛如翻版。兩位妻子都是年輕開始一路支持丈夫完成夢想，如今丈夫功成名就，妻子堅持簡樸低調。也因此林惠嘉對周美青格外惺惺相惜，曾為支持她而專程返台投馬英九一票。但林惠嘉昨在台下看到李安公開感謝她，當場流露尷尬又竊喜的可愛表情，道出不為外人知的鶼鰈情深。台灣全民期待李安得獎，近40家媒體昨都擠著陪李崗家人看轉播。李崗為此乾脆把媽媽接來台北，全家人都到他的電影公司與媒體一起看轉播。李安得獎時全場歡聲雷動，李媽媽也興奮地一直鼓掌，激動地眼眶泛淚，雖然為兒子驕傲，很高興兒子對國家有貢獻，李安也在美國媒體簇擁中，不忘先打越洋電話向媽媽報喜，媽媽還是心疼他最近日夜操勞。李安雖飲恨最佳影片，但李崗說，《少年PI》在他心中仍然是藝術成就最高的最佳影片，絕不是因兄弟才力挺，「人家能給我們這麼多獎，已經裡子面子都夠了。」和李安合作《推手》等４部華語片的電影人徐立功，最最驚喜的也是李安在台上對太太說「我愛妳」，「他一直是個悶葫蘆，終於跟太太大膽的說愛妳，懂得適切的表達情感。」他還說，李安的導演水平真的最高，得獎實至名歸。「他是很特別的導演，對演員的掌握度高，對影像與表演的結合也拿捏得恰到好處，要讓西方人看到東方的哲理，還要兼顧視覺與特效，真的不容易。」和李安合作《臥虎藏龍》的編劇蔡國榮昨說：「《臥虎藏龍》、《少年PI》得導演獎，證明他真的是奇葩！從他的作品可看到他不斷自我挑戰，展現很強的創作力，《少年PI》證明他突破《阿凡達》等3D電影，讓特效不再僅是電影裝飾，讓他把特效當奇幻旅程的想法獲肯定。」。,中國時報
2013,2,26,李安印度敬語致謝 印度民眾感動,李安獲最佳導演獎，致詞時除講中文「謝謝」，還說了印度敬語「Namaste（梵文詞，我向你內在的神性致敬）」，令印度民眾欣喜若狂！印度最知名的英文雜誌《IndiaToday（今日印度）》報導，他致詞不忘提到首次演戲的印度少年蘇瑞吉沙瑪，刻意讓典禮鏡頭拍攝到蘇瑞吉，還以印度語結束謝詞，是榮耀印度的重大時刻。多位寶萊塢明星在推特感謝李安，「他的演說提到印度，是多麼珍貴」、「他還記得講『Namaste』，我們應該向您回敬禮呀」、「《少年PI》講印度少年的故事，卻要呈現不可思議的視覺特效，我們愛蘇瑞吉，李安是天才。」。,中國時報
2013,2,26,胡志強贈榮譽市民:李安還台灣公道,《少年PI的奇幻漂流》時而平靜無波，時而怒吼成驚濤駭浪的大海，出自台灣游泳池營造業者薛義森，讓全球最先進的好萊塢見識到「我們是最棒的」！台中市長胡志強25日說，李安得獎實至名歸，也還台灣一個公道，等李安回台，要頒發榮譽市民獎章給大導演。胡志強昨在台北振興醫院為「開心」手術複檢，和妻子邵曉鈴、女兒胡婷婷、兒子丁丁一起看電視轉播，他說，李安參加典禮前打電話給他，強調得獎一定在台上感謝台中，他回「不用啦！不用啦！」沒想到李安真的在台上謝謝台中市，醫院響起歡呼聲。一手催生《少年PI》，他想打造「Taillywood（台萊塢）」，更鼓勵馬英九總統看這部電影，趣稱「看完了就成為PresidentPI（派總統）」，有碰到再大危險還是可以克服困難、脫離苦海的啟發。馬英九總統昨透過我駐洛杉磯代表處發出賀電，表示國人在第一時間分享李安在國際最閃耀、最傲人的表現，「台灣以你為榮。」據轉述，馬總統一獲知，立即興奮地與幕僚分享前年他拜訪《少年PI》片場的情形，也隨即在臉書貼出當時與李安和男主角的照片。他還說，雖然李安未拿下最佳影片獎，相信在所有台灣民眾心裡，李安的電影永遠是第１名。拍片用的全球最大造浪池，花費１億5000萬打造，李安無酬送給台中，將遷霧峰，台中新聞局長石靜文考量未來專業電影拍攝，中台灣電影推廣園區分拍攝與對外開放，霧峰就如實體屋，水湳提供電影觀光像樣品屋。當初，李安獲中央補助2.5億及台中市政府5900萬配合款，總計３億900萬，他在台中拍10個月，劇組食宿花費３到４億，大量進用台灣電影幕後人員，團隊人數約3000多人。石靜文說，馬總統和胡志強是李安在台拍片的最大推手，攜手籌得劇組來台勘景的第一桶金，３月２日慶功宴力邀李安回台，將公開當初慷慨解囊贊助100萬的陳文茜。,中國時報
2013,2,26,李安奪導演獎 10秒吸2.2萬次點閱,李安魅力有多大？數字會說話。Yahoo!奇摩統計，李安拿到奧斯卡最佳導演的那一刻，該網路即時新聞10秒之內就有2.2萬人次點擊，而新聞點閱率中，「李安的《少年PI的奇幻漂流》拿下４座小金人」也拿下點閱冠軍。而去年微軟研究院曾成功預測美國總統大選結果，今年挑戰預測奧斯卡金像獎最佳影片（《亞果出任務》）、最佳導演（史蒂芬史匹柏）、最佳男主角（丹尼爾戴路易斯）及最佳女主角（珍妮佛勞倫斯）４大獎項，結果僅最佳導演預測錯誤。但這個錯誤，鐵定沒人怪罪，畢竟是「台灣之光」李安拿走的。,中國時報
2013,2,26,李安挨陸網罵千古罪人 明貶暗誇 張藝謀陳凱歌被指效顰,大陸網路小說家馬伯庸日前為文數千言，定名曰〈千古罪人是李安〉，引網友瘋狂轉載。此文破題聳動，但他明貶暗酸的不是李安，卻是大陸導演、大陸電影的「虛榮與忌妒」。李安昨再奪奧斯卡最佳導演獎，也轉載此文的台灣網友興奮直呼：「李安現在可不是千古罪人，是萬古罪人，再給他得一次，就變成『亙古罪人』了！」馬伯庸文字狠辣，直指張藝謀、陳凱歌、馮小剛等大陸名導只知大成本獻媚奧斯卡，先仿《臥虎藏龍》非正規武俠片、再學《斷背山》搞內涵，都是東施效顰。李安獲獎此文再度延燒網路。台灣網友理性，承認「李安的成功，更大的依託是美國電影工業的成熟」。而張藝謀雖挨批「《英雄》、《十面埋伏》砸壞了自己的招牌」，但網友也肯定蘊藏大時代悲喜的《大紅燈籠高高掛》、《活著》、《菊豆》，認為「奧斯卡是美國觀點的電影獎，並不是世界通則」。PTT電影版昨也湧入萬人，認為李安「再一次讓台灣揚名全球」，「雖沒有大牌好萊塢明星，但這種感動是共通的」。大陸網友在恭賀他「實至名歸」外更積極沾光，也承認「咱又可以得瑟（炫耀）地沾了少少光」！大呼「李安的電影，華人萬歲」。,中國時報
2013,2,26,少年Pi奪獎 製作團隊開課育才,李安導演的「少年Pi的奇幻漂流」在本次奧斯卡獎共獲最佳導演及最佳視覺特效等四項大獎，參與「少年Pi的奇幻漂流」製作的R＆H公司員工昨天齊聚在高雄市數位內容創意中心全程看轉播，所有人都相當興奮；市長陳菊盛讚李安為「台灣之光」，也感謝李安長期關注故鄉台灣電影發展。陳菊也對進駐於高雄好萊塢公司R＆H表達祝賀，她說，「少年Pi的奇幻漂流」幾乎席捲所有大小影展的視覺特效獎項，包含美國視覺特效學會獎、有英國奧斯卡獎的英國影藝學院電影等，證明R＆H公司是世界視覺特效領域中數一數二的團隊；該公司將在高雄培育大量視覺特效人才，目前課程也持續展開，期待有一天高雄年輕人可以登上奧斯卡舞台。高市府經發局表示，數位內容已是高雄重點發展產業，市府提供各種協助與輔導，包含廠商進駐的空間提供與人才招募，單一公司申請員工薪資補助、提供銀行融資利息補貼、承租市有房地租金優惠、補助人才培訓費用等。經發局說，以R＆H公司進駐高雄為例，市府開設單一窗口協助尋找辦公室地點、以及協助辦理銀行融資與招募訓練視覺特效人才，最新一期的訓練將於三月初開課，歡迎有興趣與奧斯卡得獎者一同創作的年輕人踴躍報名。經發局指出，市府在文創產業招商成果豐碩，除R＆H公司外，還有華語圈賣座大片「十二生肖」特效製作廠商兔將影業、鮭魚返鄉的樂陞科技、動態捕捉技術的翹楚奇銳科技、國內首家體感模擬遊樂設備公司智崴科技，以及居台灣數位音樂執牛耳地位的KKBOX。,中國時報
