keyword,count
導演,812
美國,411
主角,267
典禮,391
台灣,340
演員,256
拿下,200
影片,448
大獎,154
李安,663
入圍,378
票房,189
好萊塢,211
美元,68
法國,87
夫人,23
藝術家,78
少年,259
伊朗,64
