年,月,日,標題,內容,報社
2014,3,4,露琵塔 雷托 受辱黑奴 變裝毒蟲 上位 苦命邊緣人奪配角獎,肯亞裔女星露琵塔尼詠歐第一次拍好萊塢電影，便以《自由之心》中飽受主人欺凌的可憐黑奴一鳴驚人。30歲的她在家鄉肯亞演過電視劇，並自編自導紀錄片《In My Genes》、執導MV《The Little Things You Do》，是好萊塢少見的才女，近來出席各大電影獎紅地毯的時尚品味也大獲好評。耶魯才女梅姨學妹身為耶魯高材生、梅姨學妹的她，1月在金球獎敗給「小珍妮佛」珍妮佛勞倫斯，但聲勢倒吃甘蔗，在奧斯卡扳回一城，昨感性說：「我生命中的許多喜悅來自別人的苦痛；我確信先人正看著，我心中滿懷感激。」雷托感恩輟學母親42歲的雷托為《藥命俱樂部》瘦身近14公斤，飾演纖腰變裝癖，吸毒成癮、染上愛滋病，演技動人，獲金球獎和諸多影評人協會獎肯定。他昨致辭特別感謝母親：「1個女生高中懷了第2胎後休學照顧小孩，她想盡辦法讓家人過好日子，並鼓勵小孩做個有出息的人，這女生就是我母親。我愛妳，感謝妳教我懷抱夢想。」雷托外型帥氣，不僅是演員，還是搖滾樂團「30秒上火星」主唱，3年前曾來台演出，披上歌迷送的中華民國國旗飆歌。該樂團在全球近60國舉辦311場演唱會，捧場人數達300萬人次，獲金氏世界紀錄認證為「單一巡演最久的搖滾樂團」。最佳女配角 露琵塔尼詠歐 Lupita Nyong'o年齡：30歲得獎作：《自由之心》最佳男配角 傑瑞德雷托 Jared Leto年齡：42歲得獎作：《藥命俱樂部》,蘋果日報
2014,3,4,艾倫主持光明燈護體 策動史上最大咖自拍,200萬轉發癱瘓推特後來她說拍照上傳「推特」，掏出三星Galaxy Note 3手機，找梅莉史翠普、小珍妮佛自拍，沒想到布裘、布萊利庫柏等大明星都湊上來，促成史上最大咖自拍。果然短短2小時就在推特被轉發2百萬次，還讓「推特」當機20分鐘。她怕明星餓肚子，叫了外送披薩，卻說「沒帶錢」，吆喝大家樂捐。「AdAge.com」網站報導，三星連續第6年贊助奧斯卡，前5年贊助總金額高達7.2億元台幣，今年買了5分鐘時段讓手機在典禮上曝光。美國影藝學院平均砸9億元台幣辦頒獎禮，今年頒獎禮每30秒廣告賣5400萬元台幣，比起去年高出10%，像光明燈的舞台布景和影片卻很單調，媒體揶揄大概艾倫的主持費就花掉大半預算，其餘只好從簡。,蘋果日報
2014,3,4,史提夫馬丁獲終身成就獎 補奧斯卡0缺憾,生涯票房426億滿頭白髮是馬丁的正字標記，他3度主持奧斯卡頒獎典禮，曾獲艾美獎和葛萊美音樂獎，卻從未入圍奧斯卡。他自嘲：「我一直夢想得到奧斯卡殊榮，今晚我感覺離夢想更進一步了。」馬丁入行47年，早年演出綜藝節目《周末夜現場》走紅，1980年代轉進銀幕，演出《衰鬼上錯身》、《新岳父大人》等喜劇片，生涯累積票房逾14億2250萬美元（約426億7500萬元台幣）；影集《推理女神探》女主角安琪拉蘭斯柏瑞和義大利服裝設計師皮洛托西也獲本屆終身成就獎。,蘋果日報
2014,3,3,《自由之心》 挾38獎進擊奧斯卡 裘莉抓小布屁屁放閃,小布從影以來未獲頒小金人，他監製的《自》片去年9月在多倫多影展首映後，獲獎連連，今天的奧斯卡典禮也可望歡喜豐收。該片改編真人真事，描述一名黑人在美國南北戰爭前遭綁架，被迫當了12年奴隸的血淚故事。昨小布與裘莉聯袂在場外向粉絲打招呼，裘莉趁他簽名，伸手摸他屁屁，之後對媒體說：「我非常以他為傲。」裘莉今天將獲奧斯卡頒贈人道獎。茱莉蝶兒轟選票不公法國女星茱莉蝶兒以《愛在希臘午夜時》入圍獨立精神獎最佳劇本，同時角逐奧斯卡，昨突然對主辦奧斯卡的美國影藝學院開砲：「（影藝學院）百分之90成員是70歲以上、很需要錢的男性白人，只要對這些成員略施小惠就能得到選票，拿獎對我而言沒有意義。」香港導演王家衛執導的《一代宗師》入圍最佳服裝設計與最佳攝影，他將與服裝設計張叔平、攝影師Philippe Le Sourd出席頒獎典禮。張叔平獲Armani提供服裝，他為了把奧斯卡戰袍穿得好看，刻意瘦身。奧斯卡頒獎典禮今在洛杉磯杜比戲院舉行，STAR MOVIES、Star World與台視上午8點起轉播星光大道，9點半播頒獎典禮。,蘋果日報
2013,3,3,一周大事 :2月24至3月2日,導演李安上月25日以《少年PI的奇幻漂流》再奪奧斯卡最佳導演殊榮，該片並獲最佳攝影、最佳配樂、最佳視覺特效，獨得4獎成大贏家。,蘋果日報
2013,3,3,李安英文版新書下月美國發行 澄清娜姊排頭是烏龍,李安與娜姊同屬好萊塢超級經紀公司「Creative Artists Agency（簡稱CAA）」旗下，奧斯卡頒獎典禮前2天，CAA在洛杉磯「灰石莊園」（Greystone Mansion）辦會前派對，包括安海瑟威、珍妮佛安妮斯頓、李奧納多狄卡皮歐等Ａ咖都是座上賓。天后最愛《臥虎藏龍》《每日郵報》指稱，李安主動上前向娜姊自我介紹並找話題聊天，她卻冷冷地回答：「我沒興趣。」甚至轉身背對李安。該報引述1名英國電影製片的說法報導，當天娜姊彷彿烏雲罩頂、臉色很臭，另1名出席人士也說，娜姊對所有的人都很無禮。李良山昨嚴正澄清：「怎麼會傳成這樣？我在現場，讓我還原一下。今年CAA派對換了更大的場地舉行，擠滿了人，那天我和導演走到大廳，正與娜姊聊天的CAA總裁布萊恩洛德（Bryan Lourd），立刻過來迎接導演，娜姊也跟上來，主動表明是他的超級影迷，尤其喜歡《臥虎藏龍》。他們明明聊得很開心，安海瑟威距他們不到10步，完全沒有尷尬場面。」他笑說：「會不會是（《每日郵報》記者）看錯人了？」等看《埃及豔后》劇本李安以《少年PI的奇幻漂流》再度勇奪奧斯卡最佳導演獎，不少大明星──包括3奪影帝的丹尼爾戴路易斯、入圍本屆影后的潔西卡雀絲坦都想和李安合作。安潔莉娜裘莉主演的《埃及豔后》劇本初稿下周出爐，李安將於看過劇本後決定是否接拍。《少年PI》DVD預定22日在美上市；美國肯塔基大學預定下月13日將發行新書《李安哲學》，目前無中文版。奧斯卡金導賣座片Top5★No.1《少年PI的奇幻漂流》（Life of Pi）╱2012年175億3639萬元★No.2《綠巨人浩克》（The Hulk）╱2003年71億元★No.3《臥虎藏龍》╱2000年61億元★No.4《斷背山》（Brokeback Mountain）╱2005年51億元★No.5《理性與感性》（Sense and Sensibility）╱1995年14億元全球票房（台幣）【好萊塢巨星挺安導】史蒂芬史匹柏敗不餒史蒂芬史匹柏 2度成為李安手下敗將，無損2人情誼。達志潔西卡雀絲坦求合作入圍本屆奧斯卡影后的潔西卡雀絲坦  渴望與李安合作。達志丹尼爾戴路易斯恭喜李安與新科影帝丹尼爾戴路易斯在奧斯卡州長晚宴互道恭喜。達志班艾佛列克抱泯恩仇李安(前)恭賀班艾佛列克以《亞果出任務》拿下奧斯卡最佳影片。達志,蘋果日報
2013,3,3,台灣之光帶《PI》半年飛20國 美國票房衝回前10名,助理李良山累到重感冒李安花了近半年時間全球趴趴走為《少年PI》打片，他去年回台時說：「我拍完已經沒有力氣，但沒辦法，還是要到全世界宣傳。票房成績不錯，辛苦就蠻值得的。」該片去年11月陸續在全球各地上映，風靡亞洲及歐洲，北美成績不俗，至今年1月1日，全球總票房達88億元台幣，但1月中獲奧斯卡11項提名後，賣座暴增，至今已超過175億元，足足成長1倍。奧斯卡頒獎典禮結束後，李安回到紐約家中休息，坦言：「外界邀約很多，但我想休息一段時間再說。」隨他各地征戰逾20年的助理李良山，忙完奧斯卡便罹患重感冒，昨受訪不時咳嗽：「真的是太累了，等忙完下旬《少》片影碟（DVD）宣傳活動，就可以好好休息了。」《少年PI》在台上映2個多月，原僅剩少數戲院映演，李安得獎後，多達28家戲院決定重新上映，板橋秀泰影城更推出「全景聲版本」，讓影迷感受身歷其境的效果。該片藍光影碟與DVD將於22日上市，上月21日在台開放預購，分為3D+2D一般版與鐵盒版，加贈電影書套。,蘋果日報
2013,3,3,小珍妮佛鍍金加持 體味衫叫賣36萬元,黑色大衣創最高價小珍妮佛在《派》片穿的白色跳舞衣和黑色大衣，及男主角布萊利庫柏穿的運動衣都在該網拍賣，她在奧斯卡封后，吸引粉絲瘋狂出價。她與庫柏練舞時穿的平價GAP藍色運動胸罩和T恤，以9萬4千元台幣成交，每件衣服的成交價都比預期的高。她穿的黑色大衣以14萬元台幣賣出，創該片戲服拍賣最高價。,蘋果日報
2013,3,2,丹尼爾戴路易斯投身木匠被退貨 《計程車司機》煽動影帝魂,他出生於文藝世家，父親是英國桂冠詩人，母親是演員，外祖父是英國知名製片，他說：「我家裡的書比任何東西都多。」但他卻因上流背景，常遭同儕霸凌，很小便學會逞凶鬥狠，藉此保護自己，結果被父母送進寄宿學校。不愛跟同學來往的他，逐漸發現自己的興趣──木工、釣魚和演戲。入戲太深墜舞台15歲時，他父親不幸因胰腺癌過世，他深受打擊，一度濫用藥物，並接受精神治療。1989年他在倫敦演出《哈姆雷特》舞台劇，詮釋王子和父親亡魂對話劇碼時，竟感覺自己正和亡父對話，結果失足跌落舞台，此後他再沒接演舞台劇。他13歲初登銀幕，在英國電影《血腥星期天》中飾演一個小混混，但直到看了馬丁史柯西斯1976年執導的《計程車司機》，才喚醒內心的演員魂，一周內看了6次。他最崇拜的演員是勞勃狄尼洛、馬龍白蘭度與克林伊斯威特，他說：「我常整夜看伊斯威特的電影，清晨5點蹣跚出門，試圖感受那種因落魄而寡言的情緒。」後來他演出《年少輕狂》、《窗外有藍天》和《布拉格的春天》，逐漸在影壇受到矚目，並因《我的左腳》及《黑金企業》兩度在奧斯卡稱帝。他是土生土長英國人，卻常演美國人角色，包括美國原住民印地安人，如今又以《林肯》第3度登上奧斯卡影帝寶座，創影史紀錄，他說：「可能我對美國的歷史比對英國歷史更感興趣吧。」丹尼爾戴路易斯，與片中妻子莎莉菲爾德的對手戲令人折服，該片已在台上映。,蘋果日報
2013,3,1,李安28歲潮男照萌倒網友 領張藝謀 王家衛 全球放光,李安憑《少年PI的奇幻漂流》再度抱回奧斯卡最佳導演獎，他成就非凡仍永保謙虛，奧斯卡典禮後甚至顧不得形象，半夜站在路邊吃漢堡止飢，靦腆表情萌翻一票影迷，如今年輕照片也如雨後春筍般湧出，特別是他28歲時的潮男照，當時他穿著緊身短褲外加T恤，耳機掛著脖子上，讓網友讚帥，而他台南一中畢業紀念冊上穿泳褲大鵬展翅照，也都讓影迷見識到大導演可愛的一面。而李安的奧斯卡得獎紀錄，也是中國導演欲追趕的對象，張藝謀身為中國第5代導演代表人物，早在1987年即以《紅高粱》獲柏林影展最佳影片金熊獎，1991年憑《菊豆》問鼎奧斯卡最佳外語片但失利，當時李安尚未出頭。中國廣大影迷的希望跟隨張藝謀起伏，豈料他1992年《大紅燈籠高高掛》、2003年《英雄》連３回叩關失敗。侯孝賢《聶隱娘》受期待中國片每年「申奧」企圖心大，馮小剛《唐山大地震》、陳凱歌的《搜索》、《無極》都曾角逐入圍資格，但皆未入圍，華語片唯一獲獎紀錄是李安《臥虎藏龍》，其實台灣電影在國際上發光，早在1989年侯孝賢即以《悲情城市》獲威尼斯金獅獎，1993年又以《戲夢人生》奪坎城影展評審團大獎，台灣電影成功推進歐洲市場；只是他近年作品少，新片《聶隱娘》籌劃7年去年底才開拍，受影迷期待。另外香港導演王家衛藝術性獨樹一，1997年以《春光乍洩》成為華人首位的坎城最佳導演，還受邀擔任坎城、柏林影展評審團主席，足見地位。這些導演各有成就，都將帶領華語電影在國際上更出采。華人3大導國際戰功顯赫★李安◆奧斯卡最佳導演×22006《斷背山》2012《少年PI的奇幻漂流》◆奧斯卡最佳外語片×12001《臥虎藏龍》◆金球獎最佳導演×2《臥虎藏龍》、《斷背山》◆金球獎最佳影片×21995《理性與感性》、《斷背山》◆金球獎最佳外語片×1《臥虎藏龍》◆威尼斯金獅獎×2《斷背山》、2007《色，戒》◆柏林影展金熊獎×21993《喜宴》、《理性與感性》★張藝謀◆柏林影展金熊獎×11987《紅高粱》◆威尼斯金獅獎×21992《秋菊打官司》1999《一個都不能少》◆坎城影展評審團大獎×11994《活著》◆入圍奧斯卡外語片×31991《菊豆》、1992《大紅燈籠高高掛》、2003《英雄》◆入圍金球獎外語片×5《活著》、1995《搖啊搖，搖到外婆橋》、《英雄》、2004《十面埋伏》、2011《金陵十三釵》★王家衛◆坎城影展最佳導演×11997《春光乍洩》◆歐洲電影大獎最佳非歐洲電影×22000《花樣年華》、2004《2046》,蘋果日報
2013,2,28,安海瑟威星光臨換裝 失信范倫鐵諾喊sorry,撞衫亞曼達安海瑟威去年秋天穿范倫鐵諾設計的白紗出閣，周一原本打算穿他設計的高領蕾絲禮服走奧斯卡星光大道，美國《Us》周刊報導，頒獎前她問亞曼達穿哪家禮服，結果發現兩人品味雷同，才決定改穿Prada。她透過《時人》雜誌表示：「我本來很期待穿范倫鐵諾的禮服，對我倆友誼致上最深敬意，卻在最後一刻做出困難的決定，很抱歉讓他失望。」,蘋果日報
2013,2,28,李安衰當特效人員箭靶 為《PI》三過紐約家門不入,李安二奪奧斯卡最佳導演，全球華人與有榮焉，唯一憾事是參與《少年PI》特效的「節奏特效」（Rhythm & Hues，簡稱R&H）公司日前聲請破產保護，員工還於奧斯卡會場外抗議，前天有同業為R&H員工抱不平，在公開信中批李安致辭未感謝特效團隊，還對李安稍早說過「希望特效能做得更便宜」感到不滿，認為他無視特效人員的辛苦。等《埃及豔后》劇本李良山昨表示，有10幾家特效公司參與《少年PI》後製，每家公司都有貢獻，導演擔心感謝辭太長會被消音，便以感謝3千名工作人員代表，當中就包括特效人員；要論公平的話，每家公司、每名工作人員都應提及，所以見仁見智。另外，李安稍早在視覺特效公會獎便已感謝所有特效人員，並對R&H的破產多次表達難過與遺憾。李良山為李安抱屈：「導演私底下一直說真的很想把感謝名單一一講出來，可惜沒辦法。」R&H高雄分公司楊經理昨表示，李安不只一次在公開場合感謝R&H，甚至到印度謝謝當地員工，駁斥李安不感恩的說法。李安周一跑趴到半夜3點，前天回到紐約住家休息，他花了4年半拍《少年PI》，其間往返紐約5趟有3趟過家門而不入，為宣傳方便改住飯店，敬業精神有如三過家門而不入的「大禹治水」。他現在只想待在家休息，3月初繼續宣傳《少年PI》的DVD。外傳他可能執導《埃及豔后》，李良山透露導演還在等劇本完成，一切等休息後再說；至於有媒體指出他有意重拍3D版《2001：太空漫遊》，李良山表示並無此事。,蘋果日報
2013,2,28,台灣之光 將獲總統府一等景星勳章,7年前獲二等景星前總統陳水扁是在2006年5月2日，頒授二等景星勳章給李安，這次李安2度獲獎，與李安私交甚篤的馬英九總統，也可望親自頒授最高等級的景星勳章給這位台灣之光。景星勳章是由總統府所頒授，屬於文職勳章，中心為五角星形圖案，分一至九等，主要頒給對國家政務有勳勞的公務員，或對國家有重要貢獻的本國及外國人士。,蘋果日報
2013,2,27,李安續當煮夫包水餃餵妻兒 路邊漂流撲漢堡Q爆 :85屆奧斯卡賽後特報,李安前晚得獎後，先參加美國影藝學院主辦的州長晚宴，接受史蒂芬史匹柏等人的恭賀，接著趕到洛杉磯台灣書院大廳接受華人媒體訪問。原先美國媒體並不看好他奪獎，他透露：「《少年PI》並非奧斯卡傳統電影 但大家只注意到技術的成就，忽略電影成績，因此（開獎前）最後2周強調該片在全球所獲好評，我想對得獎應該很有幫助。」最後宣傳策略奏效，終於逆轉勝。他隨後轉赴福斯電影公司所辦的慶功宴，接受英雄式的歡呼，這也是該公司繼1997年的《鐵達尼號》後再次贏得最佳導演大獎；最後他才趕到《浮華世界》雜誌主辦的派對。沒時間吃晚餐的他，半夜三更餓到在派對外的馬路邊站著大口啃漢堡，模樣可愛。出遠門拍片先下廚儲糧台灣近日颳起李安熱潮，網路冒出李安早期曾一度放棄電影，想去當工程師？弟弟李崗昨澄清：「他在最谷底的時候也沒想過放棄，他唸的是文組，怎麼可能當工程師，他唯一專長也最喜愛的就是電影。」李崗笑稱哥哥幾乎沒其他嗜好，連亂買東西的習慣都沒有，唯一興趣僅有做菜，「現在他在家還是會下廚煮飯，那已經是他的興趣了。有時候要出遠門拍片，會先包好一堆水餃、餛飩放在冷凍庫，老婆、小孩還是有得吃，我到現在還會寄醬油給他，美國買不到好醬油嘛」。奧斯卡美台吸睛4321萬李崗去年監製的《黛比的幸福生活》獲金鐘獎迷你劇集獎，且入圍今年3月沖繩國際電影節，他日前跟李安聊到：「我55歲才得金鐘有點丟臉。」李安安慰：「總比25歲就得來得好，太早成名。」他開李安玩笑：「對，你還得不到金鐘獎咧。」台視、Star Movies及Star World前天同步轉播奧斯卡頒獎典禮，早上直播和晚上重播共吸引291萬收視人口，創下9年新高；美國也吸引4030萬收視人口，是近3年新高。Star World今晚6點將重播頒獎典禮中文字幕版。【3攤慶功宴】粉絲搶沾金李安赴州長晚宴慶功，開心讓粉絲拍小金人獎座。達志4金人合體李安在慶功宴上與其他3名得獎者秀出剛到手的小金人，中為男主角蘇瑞吉沙瑪。美聯社鍍金不離手李安手握小金人參加《浮華世界》派對，興奮之情溢於言表。達志台灣之光擒15座國際獎★姓名：李安★年齡：58歲（1954╱10╱23）★出生地：屏東潮州★學歷：紐約大學電影製作系碩士★重要國際獎：3座奧斯卡金像獎、3座金球獎、5座英國影藝學院電影獎、2座威尼斯影展金獅獎、2座柏林影展金熊獎★創紀錄：．2001年《臥虎藏龍》獲奧斯卡10項入圍得4獎，創奧斯卡史上最多外語片入圍與得獎數．2006年《斷背山》第1位華人導演在奧斯卡奪最佳導演．2013年《少年PI的奇幻漂流》入圍奧斯卡11項，破個人作品入圍奧斯卡紀錄，也創華人電影入圍最高紀錄；成為第1位得2座奧斯卡最佳導演獎的亞裔導演；全球票房逾175億元台幣，全台逾5.3億元台幣，皆創個人作品最佳票房《少年PI》愛台灣密碼★台灣拍攝時間：近9個月★台灣工作人數：281名★台灣拍攝比重：9成，8成在台中★木柵動物園的動物：7成★奧斯卡收視：．台灣291萬收視人口（直播＋重播），創9年新高．全美4030萬收視人口，近3年新高,蘋果日報
2013,2,27,章子怡「理智」投史匹柏 美媒「爆冷」酸安導,青壯派挺李安李安在一片不看好聲中驚險打敗史匹柏鍍金，美國CNN新聞台主播連線時也大喊：「Surprise！(好意外)」各家媒體也多以「爆冷」表達意見。《洛杉磯時報》影評人肯尼斯杜朗還質疑「李安有比史匹柏優秀嗎？」雖肯定李安執導成績，但也認為《林肯》並沒那麼差。據了解，今年奧斯卡投票方式大改變，以上網投票取代傳統書信投票，造成部分老會員棄投，可能也是李安出線的原因之一，也顯示美國影藝學院5856名投票會員中，支持李安的「青壯派」逐漸抬頭。章子怡曾與李安合作《臥虎藏龍》，有投票權的她日前在微博自稱導演票很難投，情感雖傾向李安，理智上則屬意史匹柏，暗指投史匹柏。前天《少年PI》風光撂下4獎後，章子怡留言：「恭喜李安導演，恭喜少年派。」,蘋果日報
2013,2,27,雙冰聯手跑趴暗鬥靚 李安謝台 中國竟消音 :85屆奧斯卡賽後特報,李冰冰與范冰冰去年、前年都在坎城影展的紅毯交手過，范冰冰去年瓷器裝引起話題，李冰冰去年被問到范冰冰的穿著時，表示「穿著得體就好，不要太誇張」被指在嗆聲范冰冰，雙冰前天在奧斯卡會後派對狹路相逢，穿藍色禮服的李冰冰與黑白條紋裝的范冰冰大方合照，雙方粉絲看到照片都很驚喜。對岸網友轟央視范冰冰隨後俏皮地在微博呼喊李冰冰：「冰冰，你好，我是冰冰，我相機弱爆了，你那有美圖嗎？」李冰冰也不是省油的燈，立刻回她：「冰冰對冰冰說：冰冰真美，怎麼拍都美。」李冰冰同一天也在微博誇獲得最佳導演獎的李安是華人的驕傲，章子怡開心恭喜李安，楊冪則在微博表示李安得獎讓她激動得哭了。即使中國藝人都為來自台灣的李安感到驕傲，但央視卻基於「政治」考量出現打壓動作，李安上台用英文所說：「感謝台灣，沒有台灣，這部片拍不成，特別要感謝台中市的協助」，央視字幕卻將兩次台灣翻成台灣友人及家人，台中則乾脆略過，誇張行徑讓中國網友都忍不住砲轟央視：「自己無法多多製造李安，還不讓人感謝自己的家鄉？」、「太沒節操了！」,蘋果日報
2013,2,27,台南一中歡呼85秒 「李安是我們的驕傲」,高雄R&H如期籌設台南一中校長張添唐表示，前天頒獎時全校師生相當期盼，當宣布李安獲最佳導演獎時，師生忍不住跳起來歡呼，他也立即透過學校廣播宣布李安獲獎訊息，師生為李安高聲大喊「李安學長，你是我們的驕傲」。李安以《少年PI的奇幻漂流》獲奧斯卡4獎項，其中「最佳視覺特效」、「最佳攝影」都是由國際知名電影特效公司Rhythm & Hues Studios（R&H）負責。日前R&H在美母公司聲請破產保護，高市經濟發展局昨表示，R&H在高雄投資是獨立公司，除R&H母公司之外，還有國際創投及在地資金，且都已經到位，目前籌設進度均如期進行，預計下月位於駁二特區七號倉庫的辦公室就會裝修完成，R&H團隊即可進駐。目前相關人力都在訓練，第1批7人已從印度受訓回來，最近會再送1批去印度，並招募第3批受訓。,蘋果日報
2013,2,27,陳文茜百萬捐款搖身《PI》36億成本助力 不回應被酸沾光李安 :85屆奧斯卡賽後特報,陳文茜前天在《文茜小妹大》微博和《文茜的世界周報》臉書貼文：「剛才胡志強市長來電，李安拍攝少年PI，說服美國電影公司至台中勘景，費用由台中市府募款百萬，他告訴我，那筆百萬捐款即是我前年為外婆辦百歲冥誕時，捐給台中市府的錢。」此文引發網友在台大批踢踢舉行，當天她也將出席。對此陳文茜助理李小姐昨說：「她事後只知道費用被用在電影拍片，但不知道是李安導演。」稍晚記者再求證陳文茜挨批沾光一事，她的助理表示：「陳文茜不會再針對此事做回應。」,蘋果日報
2013,2,27,陳沖《實龍崗路》扮偵探 承夫遺志破懸案,力拱李安奪奧斯卡她擁有美國影藝學院會員身分，以她的選票力拱李安執導的《少年PI的奇幻漂流》，前天一舉抱走奧斯卡金像獎最佳導演等4獎。,蘋果日報
2013,2,26,蘋論：李安的祕密,忠實拍出他的東方電影是視覺的產物。視覺和理解、權力以及知識的形成有密切的關係，透過「正規性的凝視」和再現，電影於是形成一組語言、情感、行為、文化、象徵等多重符碼。這種視覺文化經過現代科技的多媒體混合，使視覺和對象產生距離，並因此形塑出知識與觀賞位置。性別與階級特別適於進入視覺文化的表達空間，像是男性的凝視、殖民主義的凝視、權力者的凝視都表現出權力、階級與文化的內涵。異國想像是視覺文化引人入勝的題材，這正是李安的專長。西方人看《喜宴》、《臥虎藏龍》、《少年PI的奇幻漂流》，呼應了他們對東方的異國想像。李安毫不諂媚地忠實拍出他的東方，平等自然而高貴的東方氣質，超越了「東方主義」時代所批判的主客觀看的尊卑權力位置關係，進入所有人種生命共同體的平等感受境界。他融合東西文化與人種的精密用心，得到了心態開放、信仰多元價值的洛杉磯電影學院會員的共鳴。理性凝視與視覺感性之間深層關係的掌握，是李安成功的另一要素。他的理性摻有溫厚慈悲的個人人格特質與修養，因此他的電影每部都充滿諒解、寬恕、包容與溫暖，凝視中沒有階級、權力的影子；而故事邏輯、導演能力和電影技巧卻是極其理性的產物。在視覺感性方面，他的片子色調溫柔、音樂纏綿、人物可口、調子含蓄，就像他的人一樣雍容自然，毫無矯揉造作。作品通俗而不媚俗李安的電影在通俗與庸俗方面做出很高明的區別。他的電影不說教、不彈高調、不誇張、不擺場面、不裝氣勢，但故事卻很通俗而有趣，老少都看得懂，就像一篇大白話文的佳作，擺脫了與通俗先天黏在一起的庸俗的宿命。從俗而不媚俗的分寸掌握，是他成功的另一因素。所有這些其實都來自他的人文主義涵養，並且需要對自己非常誠實。這是學不來的，卻是藝術家、文學家最重要的條件。有人問大提琴家馬友友成名後為什麼還去哈佛大學旁聽，他說培養人文涵養。這才是李安、馬友友成功的祕密。,蘋果日報
2013,2,26,地球公民李安（陳靜莉）,四不像能飛天遁地李安導演也曾於專訪時提到因為自己是外國人，必須從早期的走影展與藝術院線尋求獲獎（柏林影展金熊獎與威尼斯影展金獅獎），過去逼著自己在藝術片方面發展，後來冒出頭時就受聘執導大片，與商業票房與藝術價值中各取所需，他還提到結果這讓他成為一個奇怪的綜合體。也就是筆者說的四不像。四不像就像是嘴裡噴火又帶翅膀的獨角獸，既是馬、又是犀牛、更是大鵰、還是恐龍，飛天遁地還自備武器，簡直是無敵。《少年PI的奇幻漂流》原著作者來自加拿大、劇中主角來自印度、金獎導演出生台灣而發跡美國，現在揚名全球。就讓我們公認吧，李安導演四個都是也都不是，他是位具國際視野的地球人！,蘋果日報
2013,2,26,李安媽媽誇媳婦賢慧扛家計 奧斯卡示愛30年太座,昨「台灣之光」李安獲獎喜訊瘋狂在臉書等各大網路平台洗板，《蘋果日報》即刻印製20萬份「號外」特刊，下午4點多在台北市政府捷運站、台北車站等處發送，民眾欣喜搶閱，全台狂歡氣氛猶如又是大過年。2006年李安以《斷背山》（Brokeback Mountain）首度獲奧斯卡最佳導演時，《蘋果》也印製「號外」報喜。母淚憶鼓勵他拍電影李安媽媽昨早和李安弟弟李崗夫婦一起看轉播，前半段《少年PI》陸續獲攝影、視覺效果、配樂獎，李媽媽雖開心拍手，但神情仍藏有一絲緊張無法鬆懈，直到導演獎得主唸出「Ang Lee」（李安英文名），李媽媽大叫拍手，接著紅著眼眶回憶：「李安小時候問過我和他爸，為什麼我們愛看外國片？我說外國片好看啊。他又問『那為什麼不把我們的（國）片做好看一點？』我回他『你長大後去做啊』。」李崗開心拭淚說：「他在人家的勢力範圍一步一步走過來。雖然沒得到最佳影片，但李安說他已經得到心裡面的那座獎，更紮實。」夫妻偷閒紐西蘭度假李安在致辭時提及今年是他和老婆林惠嘉結婚30周年，並在台上喊「我愛妳」，讓台下老婆笑得害臊又燦爛。李崗透露，李安夫妻到澳洲宣傳《少年PI》空檔，趁機到紐西蘭度假，這竟是第1次沒有小孩陪伴、僅有他倆單獨的假期。李媽媽昨誇媳婦林惠嘉賢慧，有她在就不擔心兒子的身體，「李安每個禮拜都會跟我通電話，他太太很照顧他，2個小孩也很聽話」。其實，李安尚未成名時窩在家等拍片長達6年，他只能當煮夫，全靠老婆微薄薪水養他，但老婆相信他的理想與能力，不離不棄。金導子弟兵 8星賀喜◆《臥虎藏龍》周潤發做為1個華人導演，他的思維和視野能這樣有世界性，真是不簡單。他是1位拍情感戲很細膩的導演◆《臥虎藏龍》章子怡恭喜李安導演，恭喜少年派（PI）◆《臥虎藏龍》張震李安導演總能拍出很特別的電影，期待在李安導演帶領下，台灣電影有更多突破◆《色，戒》梁朝偉我自己很喜歡這部片，這是部讓觀眾看完會思考的片，很替李安開心◆《色，戒》王力宏恭喜導演實至名歸◆《飲食男女》楊貴媚感謝他回到台灣拍片，讓世界都知道可以來台灣取景，他一直以家鄉為傲，很感動◆《飲食男女》王渝文他每部片都是新嘗試，很高興他自己鍍金，也讓台灣鍍金◆《少年PI》王柏傑很開心雖然我只拍了5天，但有參加演出與有榮焉,蘋果日報
