年,月,日,標題,內容,報社
2020,2,16,梳髮繫家庭 平反黑人印象 《Hair Love》獲最佳動畫短片獎,奧斯卡頒獎典禮落幕，獲得最佳動畫短片獎的《Hair Love》，由曾是美式足球員的馬修．切爾瑞執導，以一位父親為女兒梳髮的日常小事，繫起家庭親密情懷。繼已故NBA球星布萊恩後，切爾瑞成第二位獲奧斯卡最佳動畫短片獎的運動員，他感性表示，「這個獎項獻給柯比，希望我們人生第二階段都能像他一樣精采。」身兼編導二職的切爾瑞，曾受外媒採訪提及《Hair Love》創作靈感，他說，「許多黑人父親早在網路上分享為女兒編綁頭髮的過程，但只要我分享他們的影片，許多人都表現得很反常，好像當爸爸與孩子一起總會發生甚麼事，或是需要獲得額外的獎勵，但媽媽卻理所當然似的。」切爾瑞表示，作品無疑是表現黑人家庭的好機會，也能為主流印象的黑人父親平反，「在主流媒體中，你會認為黑人父親永遠不在小孩身邊，我希望利用動畫建立一個黑人家庭，讓大眾沉浸故事中，就像大家喜歡《可可夜總會》和《海洋奇緣》一樣。」在《Hair Love》中，小女孩祖麗迎來日曆圈起的特別日子，滿心期待的跟著部落客美髮影片步驟，試圖打理頭髮，結果一蹋糊塗。心急的父親，將祖麗蓬鬆捲髮視為擂台上的怪物，拿著梳子節節敗退，一度想放棄的他，奇蹟似從部落客影片得到幫助。原來部落客正是祖麗的母親，這讓祖麗父親能在熟悉聲音中，一步步為女兒紮起髮型，最終與祖麗一起到醫院，探望因生病失去頭髮的妻子。不到7分鐘的動畫短片，完整呈現祖麗一家的真摯情感，令人動容。 ,中國時報
2020,2,16,《寄生上流》幕後推手 將K-pop帶進歐美 CJ副會長李美敬 把韓流推上主流,導演奉俊昊的《寄生上流》在10日揭曉的第92屆奧斯卡頒獎典禮上，史無前例地成為首部贏得最佳影片獎的非英語電影，在致謝詞時，有位矮小韓國婦人正要發言，麥克風卻因轉播超時而縮下舞台，但在湯姆漢克（Tom Hanks）、莎莉賽隆（Charlize Theron）等巨星帶領的全場歡呼下，這位婦人終能以流利英文完成謝詞，但不少觀眾納悶，這個看起來和藹的女人到底是誰？自稱是Miky Lee的婦人看似平凡卻來頭不小，作品產量不多的奉俊昊至今只拍過8部片，她是《殺人回憶》、《非常母親》、《末日列車》以及《寄生上流》的重要投資人，更是韓國電影在國內與國外蓬勃發展的推手，連K-pop的制霸全球都要歸功給她，她是三星集團創辦人李秉（吉吉）的孫女、現任CJ集團副會長李美敬。李秉（吉吉）1987年過世時，他將集團最有前景的三星電子交棒給三子李健熙，與父親不合的長子李孟熙則被分配到CJ集團，CJ的意思是「第一製糖」，是個傳統的食品製造企業，此舉被視為父親甩的最後一個巴掌。李孟熙的長女李美敬雖從小養尊處優，卻有著對藝術、尤其是電影的龐大熱忱，奉俊昊說：「李副會長是電影、電視、音樂的大粉絲，她是真正的影癡，看過無數電影，更將她美好的熱情帶到了商場的世界中。」推動CJ轉型娛樂業李美敬的弟弟李在賢後來接棒成為CJ集團會長，李美敬則是CJ慢慢由食品集團改造成如今韓國最著名的娛樂集團的影武者，起點發生在1995年，那時在李美敬主導的新子公司CJ娛樂的牽線下，CJ集團投資了史蒂芬史匹柏（Steven Spielberg）的夢工廠影業，取得夢工廠電影除日本外的亞洲發行權。但當時韓國並沒有像樣的電影院，李美敬的下一步便是在當地規畫興建豪華的連鎖影城CJ CGV，不僅能播放外國電影，更能投資韓國導演的作品並給他們能發亮的舞台；韓國片當時只占總票房10％，如今卻已占逾50％，而CJ CGV如今仍是韓國最大的連鎖影城。為推銷韓電影奔走李美敬的目標不只是讓韓國電影在國內蓬勃發展，她更想要整個世界都看到韓國電影的魅力。李美敬1980年代在哈佛大學攻讀東亞研究碩士，並在校內擔任韓語講師，但令她傷心的是，當時的學生寧願學習感覺比較酷的日文，或比較有用的中文，她幾乎招不到學生，李美敬說：「讓我決定用一生推廣韓國文化的起點就是那個時刻。」「我以前會帶著DVD去拜訪華納、環球、福斯，跟任何願意給我機會的人推銷韓國電影、韓國電影、韓國電影。」李美敬為了鍾愛的韓國電影在好萊塢四處奔走，但在1990年前，韓國電影在世界影壇幾乎沒有任何存在感，「沒有人認為韓國片夠好，根本乏人問津。」轉捩點發生在2004年，當年由CJ娛樂投資、朴贊郁執導的《原罪犯》為韓國拿下第一座坎城影展評審團大獎，李美敬說：「從那時候開始，我就再也不需要為韓國電影多做辯護。」辦音樂會推動K-popK-pop在1990末期開始席捲亞洲，但一直要到2010年後才征服了歐美，李美敬則是其中的重要要關鍵。她在參加一場格鬥比賽的會議時忽然靈光一閃，「哇！K-pop也可以這樣做！」她認為單一的K-pop組合很難單槍匹馬打進語言不通的市場，但若像格鬥技比賽一樣，結合不同團體輪番上陣，就會成為一個像嘉年華般的盛會。李美敬的想法花了10年才終於完成，CJ集團子公司CJ E ＆ M於2012年在美國加州舉辦了首屆的KCON韓國音樂祭，邀請了當年最紅的4Minute、B.A.P、Exo-M、Nu’est、VIXX、G.NA等團體正式進攻美洲市場。如今KCON繼續每年舉辦，且一年巡迴全球多國，足跡遍及日本、阿拉伯聯合大公國、法國、澳洲、墨西哥等，至今參加過的歌迷已逾百萬。KCON不僅是歐美粉絲近距離接觸K-pop的盛典，也是他們認識韓流團體的管道，連當下最紅韓團BTS的成功都與李美敬脫不了關係，2014年BTS在美國的首場演唱會，是場觀眾僅有200名的免費演出，但他們在美國的第二場演出就是同年的KCON，不僅是BTS在美國的首場售票演出，更是在觀眾逾4萬人的舞台上，展開了BTS征服全球的奇妙旅程。打造電影創作環境如今李美敬將韓國電影推上了全球的殿堂，但她的腳步並沒有停歇，CJ目前有17部英語電影正在製作中，但繼續奪獎並非她的目標，「這種事要靠創作力，不是刻意做得出來的。」像是種傳說中的生物般，李美敬是個懂電影人的企業家：「我們一直在鼓勵韓國的創作者、電影人、導演，我們唯一要做的就是多拍片、多花錢。」CJ CGV影城會特別播映韓國的藝術電影，讓韓國的新導演有出發的起點，李美敬認為當務之急是提供韓國影人更好的創作環境，而不是盲目地在追逐第二部《寄生上流》，「我們必須呵護並鼓勵他們往前進，這是我們的工作，現在有很多人都被啟發。」奉俊昊在奧斯卡連拿4獎後，被韓國稱為「韓國的李安」，或許，台灣急需要的是一位「台灣的李美敬」。 ,中國時報
2020,2,16,超模挑大梁 《吹哨奇案》扮雙面諜 卡特琳娜免清場 自導床戲一次OK,曾在福特超模大賽勇奪亞軍頭銜的34歲歐洲超模卡特琳娜馬龍（Catrinel Marlon），在電影《吹哨奇案》飾演一名遊走於黑白兩道之間的蛇蠍美人，擁有天使面孔、魔鬼身材的她，首次獨挑大梁演出，片中貢獻火辣全裸床戲，拍攝時毫不扭捏，更霸氣表示不用清場，只拍一次就搞定。導演柯內流波蘭波宇（Corneliu Porumboiu）想要尋找一位能夠讓觀眾留下強烈存在感的女主角，卡特琳娜第一次試鏡時，導演要她示範如何霸氣「抽菸」，結果她輕鬆自如地完美詮釋，讓導演毫不猶豫地就選擇了她。床戲抓住觀眾焦點《吹哨奇案》開場不到10分鐘，有一場極為火辣的全裸床戲，這場18禁的劇情是描述身為雙面間諜的女主角為了提供機密資料，不惜犧牲色相假扮成妓女，用「身體」來通風報信給男主角。導演在拍攝前不斷跟男、女主角反覆溝通，男主角弗拉德伊凡諾夫（Vlad Ivanov）也十分焦慮，怕會放不開，反而是卡特琳娜率先直說「不用特別清場」，還親身指導這場關鍵床戲，告訴導演什麼角度拍才能夠讓觀眾覺得「好看」，表現大方又專業。床戲部分一次到位，事後導演十分謝謝卡特琳娜，大讚她相當敬業，並表示：「這場床戲揭開了這部電影的序幕，這跟一般傳統電影說故事方式很不一樣。以往性感蛇蠍女人在任何電影中，都被認為是毫無作用的花瓶，但我刻意以開場讓觀眾進入狀況，用火辣床戲抓住焦點後，看電影的過程中，漸漸會明白這位蛇蠍美人其實是大有來歷，甚至影響到整部電影的結局。」一舉一動皆被掌握《吹哨奇案》由坎城影展最佳首部作品金攝影機獎得主柯內流波蘭波宇執導，劇情講述過著雙面人生的無間警探，長年爽拿黑白兩道好處，某日兩邊卻同時盯上了他，而身旁還有一位跟他大搞曖昧的蛇蠍美人伺機而動。在這個電子監控無孔不入的時代，一舉一動都被雙方全盤掌控，他將得設法在踉蹌入獄或變成「消波塊」之前殺出生路。《吹哨奇案》代表羅馬尼亞出征今年奧斯卡金像獎的最佳國際影片，導演翻轉形式、跳脫剪輯定律，用東歐冷幽默演繹出一場意外浪漫的諜戰大戲。該片21日在台上映。 ,中國時報
2020,2,15,《悲慘世界》致敬雨果 掀150年來社會黑幕 取材巴黎暴亂事件 國際影展票房雙贏,法國電影《悲慘世界》（Les Miserables）入圍奧斯卡最佳國際電影十強、金球獎最佳外語片並勇奪坎城影展評審團獎，在全球各影展均有斬獲，而電影名稱和法國大文豪雨果著作《悲慘世界》同名，是導演拉德利（Ladj Ly）向雨果的致敬，更巧的是，拉德利的出生地，正是雨果埋首寫出《悲慘世界》的所在地。拉德利在巴黎人口中的「危險禁區」蒙費梅伊區（Montfermeil）出生、成長，那裡類似巴黎的黑人區，不僅觀光客不會去，連巴黎當地人都聞之色變，拉德利選擇在這拍攝，也是想傳達自雨果寫下《悲慘世界》，到他掌鏡拍攝《悲慘世界》，人類文明往前走了150年，歧視、不平等、膚色階級等事實，依舊存在這個世界上。觀眾觀後好評不斷電影《悲慘世界》取材自2005年10月的巴黎暴亂事件，是一部警惕當代社會的震撼之作，被美國名導麥可摩爾（Michael Moore）力讚是「黑暗時代的良心之作」，也創下法國發行商Le Pacte成立以來的最高票房，觀眾反應熱烈程度甚至二、三刷。在台試映座無虛席不僅在國外，該片2月在台北真善美舉行試片時，雖然遇上新冠肺炎襲台，但影廳內200個位置仍座無虛席，不少影人戴著口罩也要來觀摩，看這部雖然不是鉅製，卻充滿巧思、被譽為法國電影年度最大驚喜的影展強片。電影劇情以一架空拍機意外拍到不可說的真相展開，重現小說魔咒般的殘酷寓言，場面驚心動魄，事件環環相扣，不僅吸引前法國第一夫人卡拉布魯尼（Carla Bruni）到場觀影，連總統馬克宏（Emmanuel Macron）都奉上祝賀，在法國上映創下100多萬觀影人次、高達4億多台幣的票房佳績。本片是導演拉德利的處女作，原先僅是入圍法國凱撒獎的一支短片，拉德利將其擴展為電影格局，更以截然不同的兩場「街頭運動」作為開場與結束，開場的「舉國歡騰」，法國首度贏得世界盃冠軍，人人不分彼此、街頭瘋狂擁抱；結束則落在「巴黎暴動」，一夜狂歡後，膚色與階級終究還是這個社會難以迴避的問題，全片劇情猶如走鋼索般，高潮迭起、出人意外。拉德利也因執導這部片一戰成名，獲譽「法國的史派克李」，去年11月赴美宣傳時，更獲史派克李本人的力挺，史派克李對《悲慘世界》讚不絕口，並在電影海報上簽名推薦，讓拉德利十分感動。電影21日在台上映。 ,中國時報
2020,2,13,我見我思 當寄生上流成主流,導演奉俊昊以韓國片《寄生上流》抱回4座奧斯卡獎，包括年度最大獎的最佳影片。過去最佳影片從沒頒給非英語發音的電影作品，沒想到《寄生上流》打破膚色、語言與文化差異的巨大隔閡寫下紀錄，原來「貧富差距」已是世界各地觀眾的共同語言。《寄生上流》劇本精巧、處處呼應，而且娛樂性十足。前半段是騙子家族一家四口喬裝彼此是陌生人，靠著假身分互相掩護、寄生在富有、善良且相信「信任鎖鏈」的上流家庭裡。一連串的小謊話換來一家人如魚得水、改頭換面的好運人生，簡直是魯蛇家庭奇蹟翻身的勵志故事。沒想到在大雨夜裡，前任幫傭忽然來敲門求助，說自己忘了帶走某樣東西，意外揭開祕密底下還藏著另一個祕密。原來這部電影不是一部關於「兩」家人的故事，因為共有3個家庭牽涉其中！這3家人的演出都極度精彩，讓人性的無奈化成種種笑點。逆轉又逆轉的情節發展讓人坐立難安、提心吊膽，巧妙堆砌的環環圈套中其實沒有一個人是壞人，也沒有人計畫著惡行，最後卻無可避免以暴力將一切歸零。更諷刺的是這個暴力被媒體誤讀為「無差別殺人」！貧富差距不是新鮮題材，2008年奧斯卡最佳影片《貧民百萬富翁》讓印度貧窮青年在挫敗傷痛中成長，甚至成為他連連闖關成功的原因；但《寄生上流》不同，奉俊昊的鏡頭不只說一個故事，還說出了一個與你我都迫切相關的故事。他以「氣味」切入，陋屋中可見吊掛在房子裡潮濕、難乾的襪子，帶出窮人有種不像蘿蔔乾、不是老人味、也不是消毒水的「窮人臭」。有錢人家的幼兒很快聞出看似不相識的4個人有著共通的氣味，而有錢老公私下對老婆說，「這就是地鐵裡常聞到的味道」，讓觀眾驚覺原來不搭地鐵的有錢人，是這樣看待日日夜夜擠車上班上學的我們啊！什麼都不必說出口，他們甚至不需要語言，只要遮遮鼻孔，就代表了千言萬語。有些電影愛好者覺得《寄生上流》在藝術表現上並不特別贏過戰爭片《1917》，很為《1917》扼腕抱屈，當然，《1917》的鏡頭精巧、場面調度離奇高明，真可說是巧奪天工。但也剛巧可以看出《寄生上流》、甚至韓國流行文化的獨特調味，是如此親近、如此逗趣卻又強烈到令人印象深刻，實在很難抗拒。就像本片投資老闆李美敬所說，她的夢想是「全世界的人每周吃一次韓國菜，時常聽韓國音樂，一年看兩次韓國電影。」我想，在此就不必多說什麼韓國能，台灣能不能之類的廢話了！ ,中國時報
2020,2,12,缺乏亮點靠《寄生上流》救援 奧斯卡收視率創新低,第92屆奧斯卡金像獎頒獎典禮落幕，然而今年收視率卻創下歷史新低紀錄，廣告商最重視的族群18-49歲收視率僅5.3，收視人口約2360萬，比起去年減少590萬人，是尼爾森收視調查自1974年進行統計以來最慘的一次。奧斯卡頒獎典禮連續第二年沒有主持人，3個半小時的節目被批隨興、缺乏連貫性，各大媒體皆無好評，《Deadline》寫道「典禮是了無生氣的馬戲團」；《紐約時報》則稱「這場典禮像是無頭馬車」；《綜藝報》則認為奧斯卡最終由《寄生上流》神救援，該片獲獎時帶來的感動與喜悅，終於讓典禮出現亮點。根據尼爾森（Nielsen）10日公布的數據，由美國廣播公司(ABC)轉播的奧斯卡典禮，收視率比前一年跌了20%。除奧斯卡外，今年重要獎項包括艾美獎、金球獎和葛萊美獎的收視率全數走跌，艾美獎收視人數更減少32％。外媒指出，儘管奧斯卡仍維持在最多人收看頒獎典禮的龍頭寶座，但仍反應出傳統電視觀眾的收視習慣，呈現整體性的衰退。 ,中國時報
2020,2,12,myVideo看奧斯卡作品 送10元看片金,《寄生上流》今年在奧斯卡舞台大放異彩，myVideo昨日關鍵字搜尋量1小時內暴增3倍，坐上本周myVideo付費電影榜冠軍。myVideo表示，包括《寄生上流》、《小丑》、《從前，有個好萊塢》等奧斯卡得獎作品皆已上架，並特別規畫「看片成金」活動，凡符合指定條件的會員，觀看myVideo「奧斯卡電影專區」今年任一部入圍及得獎作品，每看一部就贈送10元看片金，看越多領越多。 ,中國時報
2020,2,12,CHANEL搶獎失利 莎莉賽隆扮小金人吸睛,奧斯卡頒獎後，由雜誌《浮華世界》舉辦派對每年都星光閃閃，華麗金色系成與會女星的最愛，搶女主角獎失利的莎莉賽隆、女配角獎無緣的佛蘿倫絲普伊分換戰袍，各選穿Dior金色流蘇禮服與Louis Vuitton金色低胸拼接禮服上陣，就算沒搶到奧斯卡獎，自己打扮成美美小金人，同樣搶下不少焦點；由於連同典禮紅毯，連穿2套同品牌服裝，趁機釋出滿滿的誠意，續約或搶下品牌代言更有機會。凱特哈德森穿Vivienne Westwood緹花訂製禮服、潔西卡艾芭的Versace高訂低胸禮服、《藍色比爾街的沉默》琪琪蘭恩的Michael Kors Collection亮片禮服，也同樣以金色閃爆全場，唯一可抗衡的就是黑色系，尤其超模蘿西杭亭頓懷特莉穿Saint Laurent蝴蝶結禮服，典雅又有氣質，成為派對的亮點。 ,中國時報
2020,2,12,躍升歷史第5 可惜命中率落漆 詹皇罰中數 超車喬神,湖人昨125比100輕鬆射下太陽，詹姆斯罰球命中數超越「籃球之神」喬丹，成為NBA史上第五人；衛冕軍暴龍的連勝之火一發不可收拾，先發五虎4人得分超過20分，137比126擊退灰狼，15連勝推升隊史紀錄。詹姆斯昨役17分、8籃板、9助攻，4罰2中，生涯罰球命中數達7328個，超越喬丹大帝的7327個，緊追在卡爾馬龍、摩西馬龍、布萊恩以及奧斯卡羅伯生之後，預計下一季就能擠下奧斯卡羅伯生。生涯前三強 很難追得上卡爾馬龍與摩西馬龍兩人都是主打禁區位置，站上罰球線的次數多，加上幾乎是鐵人般壯碩身材，因此能夠雄霸榜單前二，卡爾馬龍生涯出賽1476場、罰了13188次，雙創NBA紀錄。20年職涯都待在湖人的布萊恩，雖然比卡爾馬龍和摩西馬龍出賽場次少了100場以上，但布萊恩憑藉著絕佳投籃手感與83.5%的罰球命中率，高居第三，如無意外，當今NBA所有球員恐怕都無法改寫前三人紀錄。而最厲害的莫過於「大三元製造機」奧斯卡羅伯生了，他只出賽1040場，就創下181次大三元紀錄，更別說83.8%的生涯罰球命中率，可說是NBA史上最恐怖的怪物。從後衛打到禁區幾乎是無所不能的詹姆斯，經常被外界拿來和喬丹比較，這次詹姆斯在罰球這項紀錄上總算力壓喬丹，不過詹姆斯的罰球命中率73.4%卻是排行榜前五人中最低的，也遠遜於喬丹的83.5%。湖人射太陽 暴龍咬灰狼此外詹姆斯的生涯防守籃板加上此役8個，總數來到7744個，超越凱文威廉斯的7769個，NBA史上名列第18，距離第17的保羅喬治還有段差距，本季超車無望。暴龍憑藉57.3%的投籃命中率，加上席亞卡攻下34分、6籃板、5助攻，羅瑞27分、11助攻、7籃板，阿奴諾比25分、12籃板，荷林斯傑佛生21分，在四大先發戰將聯手砍進107分的龐大火力掩護下，輕鬆笑納15連勝，有機會挑戰20連勝里程碑。 ,中國時報
2020,2,12,相中《痞子英雄》飛機棚一問已拆光 韓國導演取景台灣告吹,電影《寄生上流》在奧斯卡風光拿獎，再次證明韓國影視產業的實力，日前就傳韓夯劇《燦爛的遺產》、《主君的太陽》知名導演陳赫，5月想要來台灣取景拍攝新戲劇作品，製作方為中央東洋廣播公司（JTBC），據了解這部新作劇情上天下海，需要造浪池和模擬機艙攝影棚，包含駕駛室、商務艙、經濟艙及運動平台，製作規模不小。據知陳赫團隊工作人員多年前看了國片《痞子英雄首部曲：全面開戰》，對片中搭建的飛機攝影棚印象深刻，於是在今年1月詢問《痞子英雄》電影製片人鄒介中，鄒無奈表示當時也想保存飛機攝影棚，可惜經評估未能留存續用，已全面拆除，陳赫本人得知後，認為拆攝影棚這事不可思議，也大嘆可惜，原預計5月來台開拍的計畫也告吹，改前往大陸尋找新的拍攝場地資源。鄒介中感嘆說：「《痞子英雄》是當時東南亞最大的飛機攝影棚，當年連韓國都沒有，亞洲都沒幾個我們竟然還拆掉了，如果這個韓國作品在台灣拍，上映時的幕後花絮一定會打開台灣硬體知名度。」鄒介中今年將和入圍金馬獎最佳新導演的洪子烜合作，開拍動作片《96分鐘》，屆時將會打造高鐵攝影棚，期望拍攝完場地能夠永久保存，讓台灣影人要拍高鐵戲碼可以有攝影棚使用，鄒表示：「目前有跟中台灣影視基地談，希望能成為台灣第一座高鐵攝影棚。」。 ,中國時報
2020,2,12,美國影迷學做《寄生上流》炸醬麵 奉俊昊寫劇本醞釀2新作 摘金拚勁不息,《寄生上流》10日爭霸奧斯卡金像獎，新科金獎導演奉俊昊不但在台上致詞時感謝名導馬丁史柯西斯的啟發與昆丁塔倫提諾的支持，他隨後接受媒體訪問時，聊到在他學習拍攝電影的路上，受到非常多名導演的作品薰陶，他說：「除了韓國名導演金綺泳、日本名導今村昌平、黑澤清，另外還有許多亞洲的導演，如侯孝賢和楊德昌。」他表示自己大學時，都以一種研讀的態度看他們的電影，「我覺得若韓國也有這些電影，那真的很棒。」《寄生上流》獲獎，開始讓美國觀眾好奇該片的魅力為何，除了各大網站整理「觀看須知」外，網上一夕之間廣傳韓國料理食譜，許多影迷設法效仿片中「浣熊炸醬麵」，用2款泡麵合一的特製乾拌麵。這個吃法早在2009年就在韓國網上暴紅過，這次因電影得獎，再次受到熱議。以真實事件為藍本由韓國農心推出的2款泡麵，自去年電影在韓國上映後銷售量大增，第3季的銷售額比前一季成長20億韓元，讓沒有贊助電影拍攝的農心意外賺到。奉俊昊下一步動向也令外界好奇，他透露：「目前有2個作品在準備中，在大前年（2017年）就開始準備了新的東西，目前也還是持續進行中，正在寫劇本。1個是韓國片，描寫首爾都心發生的恐怖情況，但我不想刻意把它歸類成恐怖片。另外1部作品是英語片，和《寄生上流》規模相似，以2010年英國倫敦實際發生的事件為故事背景，正在準備中。」日前奉俊昊宣布將與HBO、金獎導演亞當麥凱（Adam McKay）合作，計畫推出《寄生上流》英語迷你影集，11日更傳出「浩克」馬克魯法洛（Mark Ruffalo）將會加入演出。據《Collider》報導，奉俊昊已經和馬克魯法洛接洽，雙方都有合作意願，但角色尚未確定。對此，HBO並未否認，僅回應本劇仍處於早期開發階段，推測角色和演員陣容言之過早。《寄生》黑白版登台讓影迷開心的不只如此，日前在鹿特丹影展首映的《寄生上流》黑白版本，也將現身台灣。奉俊昊為了將《寄生上流》變成心中的經典電影，特別製作出的黑白版，他說：「第2次看黑白版，感覺更加激烈、而且更加殘酷，我相信每位觀眾看了，一定都會有不一樣的感受。」黑白版即將在台灣躍上大銀幕，映期近日公布。CATCHPLAY+影音平台為了獨寵月付會員，特別推出「《寄生上流》黑白版特映趴」活動，詳情請至官網查詢。 ,中國時報
2020,2,11,奧斯卡緬懷高以翔 女友Bella傾吐思念,在本屆奧斯卡獎的緬懷年度逝世影人的環節中，邀請到美國超級新人王怪奇比莉（Billie Eilish）演唱披頭四經典名曲〈Yesterday〉，螢幕上除了出現傳奇球星柯比布萊恩（Kobe Bryant）、寇克道格拉斯（Kirk Douglas）、安娜凱莉娜（Anna Karina）、彼得方達（Peter Fonda）、碧比安德松（Bibi Andersson）、桃樂絲黛（Doris Day）等好萊塢巨星，去年參加大陸綜藝節目時意外驟逝的高以翔身影也出現在大銀幕上，讓人鼻酸。高以翔女友Bella在轉播當下，第一時間用天使與藍色愛心的表情符號發上限時動態；他的好友毛加恩則是翻拍大螢幕，發文寫下「Always missing you」。高以翔2013年曾在電影《天使聖物：骸骨之城》飾演關鍵角色「布魯克林大巫師」，俊俏的東方臉孔在當時引發不少話題。 ,中國時報
2020,2,11,《茱蒂》奪影后 歐美獎季橫掃19座 芮妮齊薇格息影6年重返榮耀,第92屆奧斯卡最佳女主角獎由呼聲最高的芮妮齊薇格（Renee Zellweger）登上影后寶座，是她暌違16年再度踏進奧斯卡獎殿堂，她在《茱蒂》中完美詮釋「傳奇天后」茱蒂嘉蘭（Judy Garland）波瀾壯闊的人生，一連拿下奧斯卡、金球獎、演員工會獎、英國奧斯卡等獎項之最佳女主角獎，橫掃歐美獎季共19座女主角獎。50歲的芮妮曾4度入圍奧斯卡，其中2次與影后獎項擦肩而過，2004年以《冷山》獲頒最佳女配角獎，她息影6年後，昨以重返大銀幕的作品《茱蒂》，終於如願以償奪得最佳女主角獎。芮妮與所飾演的角色際遇相互呼應，她在1996年以《征服情海》爆紅，到2010年間拍了24部電影，卻因此身心靈失衡，她選擇轉身離開、消失在鎂光燈下，她回憶：「玫瑰無法盛開一整年，除非它是塑膠做的。」芮妮在拿下影后時感謝團隊，並把獎項獻給茱蒂嘉蘭。而她在頒獎典禮上，與昔日舊情人布萊德利庫柏（Bradley Cooper）同框畫面，意外成焦點。為了演繹茱蒂，芮妮坦言：「有整整一年時間，茱蒂嘉蘭就像是坐在我的副駕駛座一樣，我聽著她的歌、她的訪談；我研究她的故事，她的一切。」除了揣摩歌聲外，關於茱蒂嘉蘭的口音、講話的抑揚頓挫，甚至是在舞台上移動的方式跟身體的姿態，都讓芮妮模仿得惟妙惟肖，成功演出一代巨星輝煌成就背後的落寞和掙扎。該片全台上映中。 ,中國時報
2020,2,11,打動全世界 韓演藝圈沸騰 文在寅PO文祝賀,《寄生上流》10日在奧斯卡獎抱走4座小金人，除打破多項奧斯卡紀錄外，也改寫韓國101年的影史，一時間舉國狂歡，就連南韓總統文在寅在對抗武漢肺炎疫情之餘，也特地在官方推特祝賀說：「奉俊昊導演的《寄生上流》在奧斯卡獲得了4冠王，也為導演、演員及劇組工作人員感到驕傲，感謝他們一起克服各種難關，給全國人民自信與勇氣。」文在寅補充說，《寄生上流》以最韓國式故事打動全世界的心，更力讚演員們個性又細膩的表演，加上直中要害的台詞、劇本、剪輯、配樂及美術，向全球證明韓國的力量，文在寅說：「自去年在坎城拿下金棕櫚獎後，這次在奧斯卡的傲人成績，都是韓國電影百年來累積的實力，能與世界電影比肩，開啟韓國電影百年新篇章，真的非常高興！」最後他更拍胸脯保證，為讓電影人盡情發揮，政府會傾力相助。韓國演藝圈更齊聲慶祝，其中在《寄生上流》客串的朴敘俊第一時間更新IG道喜，他與該片演出哥哥一角的崔宇植2人戲外交情好，這次《寄生上流》成最大贏家，朴敘俊立刻貼出崔宇植領獎時的特寫照，寫道「其實我有看到他擦眼淚」，為兄弟感到光榮。孔曉振則亮出自己和《寄生上流》演員的合照，並翻拍奉俊昊領獎畫面，貼文高喊「萬歲！」正在與李善均合作《檢察官內傳》的鄭麗媛則貼《寄生上流》海報，「超開心可以看到檢察官（指李善均）在奧斯卡上得獎，真的太厲害！」《寄生上流》已在CATCHPLAY+上架，全台持續上映中。 ,中國時報
2020,2,11,人生首座奧斯卡演技獎 小布謝昆汀慧眼 槓龜3次拿下最佳男配,第92屆奧斯卡金像獎頒獎典禮於台灣時間10日登場，布萊德彼特（Brad Pitt，小布）以《從前，有個好萊塢》中的特技替身演員角色拿下人生第2座小金人，成為本屆奧斯卡最佳男配角，也是他繼金球獎、演員工會獎的肯定後，再度獲獎。56歲的布萊德入行至今32年，除了在2014年曾憑《自由之心》製片身分拿下生涯首座奧斯卡外，也曾3度入圍奧斯卡演技獎都抱憾而歸，包括1996年《未來總動員》、2009年《班傑明的奇幻旅程》及2012年的《魔球》，這次終於憑《好萊塢》的自然演出拿下人生第一座演技類小金人。合作李奧納多布萊德發表得獎感言時，把功勞歸給導演昆汀塔倫提諾（QuentinTarantino），感性地說：「電影業如果沒有你，不知道會多麼枯燥乏味，你在每個人身上看到最棒的優點，為了迎接最好的結果，做最壞的打算。」更說道：「現在能站在這裡，因為『從前有個好萊塢』，這難道不是事實嗎？」《好萊塢》結合鬼才名導昆汀，以及布萊德與李奧納多狄卡皮歐（Leonardo DiCaprio）的銀幕魅力，呈現60年代風光明媚的加州，從影壇產業、嬉皮文化、曼森家族到莎朗蒂命案，帶領觀眾踏入屬於好萊塢風光之外的真實世界。布萊德昨在致詞最後，將獎項獻給與前妻安潔莉娜裘莉（Angelina Jolie）共同撫育的6個孩子，「他們讓我的生活多采多姿，我愛你們。」。 ,中國時報
