publish_date,title,content,press
2018-03-12,布萊恩握金人,"美國劇裝設計師布里奇斯因《霓裳魅影》榮獲最佳服裝設計，並因致詞時間最短，獲贈價值不斐的水上摩托車，抱得美人（英國影后海倫米蘭）歸。                       前職籃NBA球星布萊恩鍍金，開心得合不攏嘴。                    美國劇裝設計師布里奇斯因《霓裳魅影》榮獲最佳服裝設計，並因致詞時間最短，獲贈價值不斐的水上摩托車，抱得美人（英國影后海倫米蘭）歸。                                    新聞故事：全球影藝界年度盛事、第90屆奧斯卡金像獎頒獎典禮5日登場，入圍13項的《水底情深》（The Shape Of Water）大贏家，一舉奪下最佳影片、最佳導演、最佳原配樂、最佳美術設計4獎。資深演員蓋瑞歐德曼因《最黑暗的時刻》（Darkest Hour）描繪英國首相邱吉爾絲絲入扣，風光稱帝；影后則《意外》（Three Billboards outside Ebbing, Missouri）獎落法蘭西絲麥朵曼，讓她再度抱金。今年接連得獎的53歲墨西哥導演吉勒摩戴托羅，再以奇幻新作《水底情深》獲得最佳導演。他先前已奪下第75屆金球獎的最佳導演。他在致辭時開心宣稱自己是移民，強調電影的力量超越國界。連續兩年主持的名嘴吉米金莫開場即提到去年典禮拿錯信封頒錯獎的烏龍，以及好萊塢多名大咖遭控性騷的醜聞。吉米打趣說：「今年念到獲獎者時，請你們先不要立刻站起來，給我們一分鐘，確保名字正確再上台。」吉米提及好萊塢今年面臨尤為險峻挑戰，典禮因多年來有關潛規則的公開秘密而蒙塵，強調因性侵醜聞聲譽盡毀的名製片人溫斯坦遭學院除名，並以奧斯卡小金人示範，暗示好萊塢女性地位同等重要。他強調，好萊塢不能再隱匿這些不當行為，「全世界都看著我們，我們必須樹立榜樣」。本屆最佳男配角由在《意外》中飾演員警的山姆洛克威爾奪得；最佳女配角則由在《老娘叫譚雅》（I, Tonya）裡飾演滑冰運動員譚雅哈丁母親的愛莉森珍妮拿下。58歲的愛莉森珍妮手握小金人，開玩笑說：「我能站在這裡，全靠自己。」暗指她未靠陪睡而獲得演出機會，呼應熱門性騷擾話題。前職籃NBA球星布萊恩特親自監製並配音的《致親愛的籃球》（DearBasketball）一舉入圍並「鍍金」，抱回最佳動畫短片獎；這讓布萊恩成為首位獲頒奧斯卡獎的NBA球星，更是球星退役後轉戰電影界的成功案例。",聯合報
2018-03-12,莎朗史東60花甲 大秀比基尼,強尼戴普前妻安珀赫德（圖）和特斯拉電動汽車執行長馬斯克2度分手，馬上找到下一個獵物：奧斯卡影帝西恩潘。兩位在感情經歷上都非常精彩，被撞見疑似晚餐約會，不時打情罵俏，互動親密。                       莎朗史東（右）將過60大壽，和小男友享受陽光海灘假期。                    強尼戴普前妻安珀赫德（圖）和特斯拉電動汽車執行長馬斯克2度分手，馬上找到下一個獵物：奧斯卡影帝西恩潘。兩位在感情經歷上都非常精彩，被撞見疑似晚餐約會，不時打情罵俏，互動親密。                                    強尼戴普前妻安珀赫德和特斯拉電動汽車執行長馬斯克2度分手，馬上找到下一個獵物：奧斯卡影帝西恩潘。兩位在感情經歷上都非常精彩，被撞見疑似晚餐約會，不時打情罵俏，互動親密。安珀與有億萬身家的馬斯克分手後，又回頭和演藝圈中人約會，這次的對手西恩潘也是情場浪子，兩人勢均力敵，就不知道誰會先動真感情？據歐美媒體報導，安珀顯然是在奧斯卡頒獎前某場派對上見到西恩，兩人沒等到活動結束就轉移陣地續攤，安珀舊愛馬斯克也出席該場派對，但很小心地沒與她狹路相逢。昔日性感女神莎朗史東歡慶60大壽，與41歲的男友安傑羅在邁阿密海灘享受陽光假期，上身只有一件比基尼，毫不在意展現身材。她透露自己會做皮拉提斯或是上健身房，有時心血來潮也會隨著音樂盡情舞動到耗盡體力，運動量絕對充足，她也不吃加工食品、不喝含酒精與咖啡因的飲料，來保持自己的體態。,聯合報
2018-03-11,柯林佛斯老婆 「小王」咬定她背著老公偷情,柯林佛斯(左)面臨妻子莉薇亞出軌的窘境。                    柯林佛斯(左)面臨妻子莉薇亞出軌的窘境。                                    奧斯卡影帝柯林佛斯綠雲罩頂事件又有新發展：被控跟蹤騷擾柯嫂莉薇亞的義大利記者馬可，質疑柯嫂有關外遇發生在與柯林分手期間的說法。馬可說，柯嫂跟他密會時只要一接到柯林打電話來，都要求他迴避，證明的確是背著柯林偷情。馬可說，他與莉薇亞的戀情發生在2015年7月至2016年6月間。馬可是義大利新聞通信社Ansa駐巴西的特派員，他除了帶柯嫂欣賞里約熱內盧的嘉年華會，紐約、倫敦、冰島和羅馬都曾留下兩人愛的足跡。選擇倫敦十分大膽，因為柯林一家就住在倫敦西區。對於自己被說成是老友不甘被分手而跟蹤騷擾，馬可認為這有損他的名譽，揚言要在法庭對質。馬可說他能理解柯林夫妻為了維護名譽編出「分手、跟蹤」等說法，但不該抹黑他。事實上他與柯嫂分手後只有在她生日跟耶誕節發過兩次簡訊問候，連電話都沒打過，加上他在巴西工作，要怎麼「跟蹤」柯嫂？,聯合報
2018-03-11,凱蒂、奧蘭多 傳上月秘婚,凱蒂佩芮傳聞已經秘密嫁給奧蘭多布魯（圖）。                       凱蒂佩芮(圖)傳聞已經秘密嫁給奧蘭多布魯。                    凱蒂佩芮傳聞已經秘密嫁給奧蘭多布魯（圖）。                                    凱蒂佩芮與奧蘭多布魯分合多次，最近不僅又被爆出再度復合，更被美媒爆料上個月就在布拉格秘婚，再度終結單身。「OK」雜誌報導指出，凱蒂佩芮上個月特地前往布拉格與奧蘭多約會，消息人士指出，「從來沒有一個男人能像奧蘭多一樣，讓凱蒂那麼著迷，他們分分秒秒都想要在一起」，凱蒂與奧蘭多在2016年熱戀，雖然隔年就分手，但2人時常被拍到私下出外約會，上個月更被拍到在布拉格玩樂，也許是美景催化，2人在當地結婚，先前2人都各自有過一段婚姻，如果消息屬實，這就是他們的第二度婚姻。另外，強尼戴普的演員前妻安柏赫德是好萊塢出了名的「發電機」，才與強尼戴普、富商馬斯克分手，最近又傳出與奧斯卡影帝西恩潘熱戀中，美媒「Page Six」指出上周安柏赫德與西恩潘在洛杉磯知名的日落塔酒店吃飯約會，旁人指出他們2人不斷打情罵俏，還共喝同一杯紅酒，看起來就像是男女朋友一樣。西恩潘去年10月才被拍到與24歲女星萊拉喬治熱戀，甚至不顧旁人眼光，在夏威夷熱吻，沒想到隔沒幾個月又傳出與安柏赫德熱戀，換女友的速度之快，令影迷相當驚訝。,聯合報
2018-03-11,2018 3/4～ 3/10 一周大事,國內●5日：缺電隱憂揮之不去，台電上月向原能會提出核二廠二號機重啟申請，原能會公布審查結論，確認核二廠二號機符合重啟運轉要求，但還要立委同意後才能運轉。●8日：行政院會通過刑法修正草案，對於殺死人等重罪，將取消追訴權時效。未來包括林宅血案、陳文成、尹清楓、彭婉如、劉邦友等重大命案，只要找到證據、凶手還在世，都將可依法追訴。●9日：台化彰化廠汽電共生鍋爐使用的生煤不符環評承諾，去年遭彰化縣政府罰款12.4億元，台化不服提起訴願，環保署訴願會認定事實錯誤、未盡舉證責任、處分理由不充分及罰鍰計算錯誤等4大理由，撤銷彰縣府的行政處分。國外●5日：第90屆奧斯卡金像獎得獎名單揭曉，墨西哥名導吉勒摩戴托羅作品「水底情深」拿下最佳影片、導演、配樂、美術設計等四座獎。法蘭西絲麥朵曼與山姆洛克威爾則以「意外」分別抱走最佳女主角、男配角兩大獎，「最黑暗的時刻」蓋瑞歐德曼榮登影帝，「老娘叫譚雅」艾莉森珍妮獲選最佳女配角。●8日：南韓國家安保室長鄭義溶會見美國總統川普後發表聲明，表示川普已接受北韓領導人金正恩邀請，兩人將於5月見面談棄核，「川金會」若成局，將成為史上頭一遭美國總統與北韓領導人會談。,聯合報
2018-03-10,勞力士這影片… 團隊坐擁57座奧斯卡,代言人凱薩琳畢格羅配戴40毫米Oyster Perpetual Yacht-Master。                       奧斯卡電影博物館將會成為世界首座致力於探究電影和電影製作藝術與科學的機構。                       勞力士代言人阿利安卓崗札雷伊納利圖配戴Oyster Perpetual Sky-Dweller。                    奧斯卡電影博物館將會成為世界首座致力於探究電影和電影製作藝術與科學的機構。                                    第90屆奧斯卡頒獎典禮甫於日前落幕，其中，典禮呈獻由四位傑出的電影人聯合出品的勞力士影片，更聯合不同背景、性別、族裔的金像獎名導拍攝，四人作品共贏得57項奧斯卡大獎。長期以來透過不同方式資助文化藝術活動的瑞士鐘表品牌勞力士（Rolex），自2017年起開始擔任奧斯卡金像獎的榮譽贊助商，以及奧斯卡電影博物館（Academy Museum of Motion Picture Arts and Sciences）的創始贊助商；博物館預計將於2019年正式對外開放，致力回溯及保存電影史料。而在過去三年中，勞力士也負責設計及管理頒獎典禮的演員休息室（Greenroom）。去年在奧斯卡頒獎典禮上特別放映了一部象徵勞力士精神的影片，重現了過往電影主角配戴勞力士腕表的經典畫面。今年的影片則是邀請擔任勞力士代言人多年的《阿凡達》巨導詹姆斯卡麥隆，攜手另外三名大師級的導演入鏡，包括《鳥人》及《神鬼獵人》的墨西哥裔導演阿利安卓崗札雷伊納利圖（Alejandro G. Iñárritu）、以《危機倒數》奪下奧斯卡最佳導演獎的首位女性導演凱薩琳畢格羅（Kathryn Bigelow）、以及馬丁史柯西斯（Martin Scorsese）等，說出他們心目中對於電影的定義、創作的想法：「能夠跨越銀幕界限的電影是『恒久經典的名作』」凱薩琳畢格羅說。,聯合報
2018-03-10,瑟夏羅南 紅毯奇幻旅程,瑟夏羅南今年被美國《時代》雜誌選為下個世代領袖之一。                       瑟夏羅南穿著LV粉紅色長禮服搭配卡地亞美洲豹耳環，出席美國演員工會獎頒獎典禮SAG Awards。                       瑟夏羅南配戴伯爵彩色珠寶搭配Prada小禮服出席美國獨立精神獎。                    瑟夏羅南穿著LV粉紅色長禮服搭配卡地亞美洲豹耳環，出席美國演員工會獎頒獎典禮SAG Awards。                                    日前奧斯卡紅毯以一襲粉紅色Calvin Klein大蝴蝶結緞面禮服搭配卡地亞鑽石耳環成為焦點的瑟夏羅南（Saoirse Ronan），今年以《淑女鳥》拿下金球獎最佳音樂喜劇類女主角、並入圍奧斯卡最佳女主角，更橫掃各大典禮場合。事實上，童星出身的她自10年前演出《贖罪》、《少女殺手的奇幻旅程》等電影，就已成為紅毯常客，而她優秀的戲劇表現與特別清新的氣質，不但輕鬆駕馭各種不同風格的設計師作品，也讓向來高貴的珠寶展現青春雅緻的氣息。瑟夏羅南並非首次嘗試粉紅色，幾個月前的美國演員工會獎典禮上，她就穿了一身粉紅色的Louis Vuitton長禮服，但她的造型師伊麗莎白沙茲曼（Elizabeth Saltzman）也是葛尼斯派特蘿等好萊塢女星的御用造型師）曾表示，或許因為瑟夏太早出道，反而一直對打扮、時裝不感興趣，粉紅色其實是全新的嘗試。而一對綴滿寶石的卡地亞美洲豹耳環，襯托她清新的氣質與個性長相，也為這柔美的顏色增添力量。最近因為宣傳《淑女鳥》、入圍許多不同的電影獎項，瑟夏羅南開始嘗試新的色彩和珠寶。例如在「英國奧斯卡」BAFTA頒獎典禮，她就穿了一套透紗的黑色香奈兒禮服，而在支持#metoo與 #TimesUp活動的金球獎上，她更要求希望能與全女性的造型團隊合作，於是特別請同樣身為女性的凡賽斯創意總監Donatella Versace為她量身訂製一套黑色與銀色的禮服，搭配卡地亞的藍寶石耳環與鑽石手鐲，展現強烈的個性。不僅是黑色禮服搭配彩色珠寶，瑟夏在其他影展場合也嘗試許多不同的顏色，展現駕馭高彩度服裝的能力。例如奧斯卡前夕頒發的獨立精神獎，她以一襲綴滿彩色寶石的草綠色Prada洋裝搭配粉紅色和綠色系的伯爵彩色珠寶，顯得神采煥發。而稍早在棕櫚泉國際電影節（Palm Springs International Film Festival）上，她則穿上桃紅色與橘色拼接的復古緞面長禮服，搭配好萊塢明星喜愛的Fernando Jorge設計師珠寶，展現明快與熱情的一面。,聯合報
2018-03-10,曝  柯林佛斯被戴綠帽,柯林佛斯（右）與妻子莉薇亞被爆已是假面夫妻。                    柯林佛斯（右）與妻子莉薇亞被爆已是假面夫妻。                                    奧斯卡影帝柯林佛斯與義大利籍妻子莉薇亞向羅馬警方報案，指控莉薇亞的多年好友、義大利記者馬可長期跟蹤騷擾她。現在案情出現驚人轉折：馬可原來是莉薇亞的外遇對象，且柯林的婚姻早已名存實亡。莉薇亞（48歲）是義大利電影製片，1997年嫁給柯林（57歲），兒子各16跟13歲。馬可（55歲）跟莉薇亞從小時候就認識，遭控自2016年9月至2017年5月間不斷打電話跟傳簡訊騷擾莉薇亞，甚至寄他跟莉薇亞在一起的照片給柯林，意圖毀掉兩人婚姻。警方查扣馬可的電腦與電話並約談他，結果馬可表示莉薇亞企圖藉由報案掩蓋雙方在2015至2016年間的不倫戀。昨晚柯林夫妻透過聲明，證實的確有過婚外情但已結束。似乎是「小王」不甘被分手，因而糾纏。聲明說：「幾年前，柯林與莉薇亞私下決定分手。之後，莉薇亞曾與昔日的朋友馬可短暫在一起過。柯林夫妻後來復合，馬可一連幾個月騷擾跟蹤。柯林夫妻無意讓此事曝光，對於法庭文件外流，深表遺憾。」任職於義大利Ansa新聞通訊社的馬可反駁，相關指控不實：「我與莉薇亞當時是真心相愛，她為了我要離開柯林。其實，她與柯林的婚姻早已名存實亡。」馬可表示，他曾寫電郵告知柯林自己與莉薇亞的關係，現在後悔讓柯林捲入：「莉薇亞提告，主要是擔心我會公布她告訴我的婚姻真相。我倆相戀期間，莉薇亞送給我好幾百則愛的簡訊、照片、影像，還有日記。」柯林夫妻透過發言人表示，基於偵查不公開的原則，不便表示意見。,聯合報
2018-03-10,艾瑪爆有新歡 熱戀「歡樂」男神,艾瑪華森被爆戀上「歡樂合唱團」男星寇特歐文斯崔(圖)。                       艾瑪華森被爆戀上「歡樂合唱團」男星寇特歐文斯崔，兩人被拍到在酒吧約會。                       艾瑪華森(圖)被爆戀上「歡樂合唱團」男星寇特歐文斯崔。                    艾瑪華森被爆戀上「歡樂合唱團」男星寇特歐文斯崔，兩人被拍到在酒吧約會。                                    27歲「妙麗」艾瑪華森最近被拍到與「歡樂合唱團」男星寇特歐文斯崔一起去聽演唱會，隨後在酒吧約會，2人眉來眼去，看起來非常親密，先前還被捕捉共同出席奧斯卡頒獎典禮的會後派對，卻故意一前一後離開，疑似是為了避人耳目。寇特歐文斯崔是美國鄉村歌手保羅歐文斯崔的兒子，外型高大帥氣，因演出電視劇「歡樂合唱團」暴紅，後期更是戲分吃重，他在戲外也發行過不少單曲，是許多少女心目中的男神。艾瑪華森一向對才子情有獨鍾，她的前男友是矽谷科技新貴威廉麥克奈特，曾經交往近2年，也見過彼此父母，一度傳出論及婚嫁，但最後戀情告吹。美媒「Page Six」報導指出艾瑪正與寇特熱戀，但是她想要低調保護戀情，也有其他報導指2人只是朋友，迄今艾瑪仍未對外回應此事。席琳娜與小賈斯汀復合之後，越來越高調，甚至在小賈斯汀生日貼出合照祝賀，不過最近有媒體爆出戀情再度出現危機，美媒「E!Online」指出席琳娜與小賈斯汀復合以來，其實仍有許多小爭執，每次很快就和好，但最近他們因受不了外界壓力，忍不住再度大吵，甚至還有分手危機。,聯合報
2018-03-09,「古墓奇兵」：女英雄新形象,「古墓奇兵」劇照。                    「古墓奇兵」劇照。                                    距離安琪莉娜裘莉飾演蘿拉卡芙特的2001年至今，相隔17年，「古墓奇兵」再次被重啟，故事選擇回到最初的開始，描寫蘿拉如何從一個女孩，真正變成女戰士的過程因由。有趣的是，從去年的「神力女超人」開始，再到好萊塢不停延燒的性騷擾議題，在奧斯卡過後，「紅雀」與「古墓奇兵」相繼出現，都由女性英雄扛起昔日男性主導的類型，似乎亦解釋了時代如何改變新的蘿拉卡芙特。在這新版的「古墓奇兵」裡，蘿拉從強調性感紅唇、妖嬈媚艷的安琪莉娜裘莉，變成臉蛋甜美、身材瘦小，還帶有女孩般氣質的艾莉西亞薇坎德。她年輕、固執、有主見，一開始還像是個剛長大的少女。父親的失蹤，她不願意面對，決定眼見為憑，展開日本小島的探險。整部電影其實在講一個少女對父親的執念，她從未想過要繼承父親的職志，卻不知不覺踏上與父親同樣的路。她和吳彥祖飾演的船長一同出生入死，電影裡卻沒有打算給他們任何一點發生情感戲的機會。全片都是父女關係的心心念念，兩人彼此魂牽夢繫，還真有那麼點跨越人倫界線的曖昧。蘿拉必須親自經歷過這一段旅程，才能明白父親的使命，進而把它轉化成自己的使命。全片讓蘿拉一個人經歷重重難關，無數到有點誇張的千鈞一髮，每每都能化險為夷，幾乎把她塑造成打不死的超級英雄。於是，這新版本的蘿拉卡芙特，不賣弄女性特質的性感，不著重性別之間的對立或歧視，她就是個理所當然、扎扎實實的動作英雄，身處於全是男性的世界裡搏鬥求生。電影在型塑蘿拉形象的同時，同時考慮到探險考古的應有元素，以日本卑彌呼的傳說為主，也打造了一個機關重重的神祕古墓，最後在玄學與理性之間，試圖找到一個平衡的解釋，算是頗有看頭，亦不至於讓影片驟轉成奇幻類型。艾莉西亞薇坎德一身結實的肌肉，加上那股青春倔強的傲氣，和過去裘莉不停散發女性賀爾蒙的形象，倒有很大的不同。電影尾巴又一如好萊塢大片慣例留了個伏筆，顯然故事還沒說完，打算讓這個系列慢慢再續。這個重啟的首部曲算是過關，至少比起當年的版本要好看得多，只要觀眾埋單，肯定會有下一集。,聯合報
