publish_date,title,content,press
2021/05/02,艾倫金短褲套裝超萌 史坦費爾德引領時尚黑旋風,"                【報導林欣儀／】重要典禮的穿著，總是會帶領未來時尚圈的走向，以<font class=""item_keyword"">奧斯卡</font>頒獎為例，雖不少男星搶眼的粉色、金色造型成為焦點，但仍有不少造型以黑色作為基底，卻藉由細節變化，展現出不一樣的氛圍。《猶大與黑色彌賽亞》入圍男配角獎拉基斯史坦費爾德，雖然奪獎輸給同劇的丹尼爾卡盧亞，但戲中有型有款的史坦費爾德，戲外一襲黑色Saint Laurent西裝亮相，白色襯衫及腰間的皮帶、脖子上的金色項鍊，皆為整套造型增添層次，展現出酷帥的氣質，成為此次紅毯最帥的人選之一；丹尼爾卡盧亞則身穿Bottega Veneta圓潤的深藍色西裝套裝，把脖子上的鑽石項鍊烘托得更加亮眼。以《靜寂的鼓手》入圍最佳男主角的里茲阿邁德，雖未得獎，但也是近期精品力邀合作的人氣明星，他在<font class=""item_keyword"">奧斯卡</font>選擇穿著PRADA黑色單排扣馬海毛燕尾服，內搭黑色羊毛高領毛衣，搭配黑色德比鞋，一身黑卻不失休閒氣息。另外，不得不提到本次紅毯最萌造型，在《夢想之地》中飾演小兒子的8歲童星艾倫金，他以Thom Browne黑色短褲套裝出席，在紅毯上面對眾多攝影機不但不畏懼，更擺出各式帥氣姿勢搶奪鎂光燈，讓人不經發出姨母笑，成為此次紅毯最有魅力的造型之一。                                ",中國時報
2021/05/01,拜登國會演說收視人口 落後川普44％,"                【諶悠文／綜合報導】美國總統拜登28日晚發表首場國會演說，公布1.8兆美元「美國家庭計畫」。民調公司尼爾森29日公布收視調查，美國約2690萬觀眾，透過16個英文電視頻道收看。不過，前總統川普2017年國會首場演說，吸引4770萬收視人口，拜登吸睛度被甩後頭，比川普少近44％。尼爾森數據顯示，2690萬名觀眾透過16個頻道收看拜登首場國會講話，包括美國廣播公司、微軟國家廣播公司（MSNBC）、國家廣播公司、哥倫比亞廣播公司、福斯新聞，以及美國有線電視新聞網（CNN）等。川普在2017年2月28日發表首場國會聯席會議演說時，有4770萬人透過11個頻道看直播，拜登的收視明顯不如川普。雖然拜登吸睛能力居下風，但哥倫比亞廣播公司新聞網民調顯示，85％觀眾對拜登的演說滿意，相同比例的觀眾喜歡拜登的創造就業計畫，而認為美國疫情正在好轉的也高達83％。川普向來自詡為收視保證，曾口出狂言說他一旦離開白宮，所有媒體都會崩潰。他也曾嘲諷接手實境秀節目《新名人接班人》的前加州州長阿諾史瓦辛格，說阿諾接棒主持後收視爛。2018年第90屆<font class=""item_keyword"">奧斯卡</font>頒獎典禮收視創新低後，川普大酸<font class=""item_keyword"">奧斯卡</font>「搞政治正確又無聊」，還揶揄「<font class=""item_keyword"">奧斯卡</font>已沒有明星，除了你們的總統以外」。                                ",中國時報
2021/05/01,精選電影／羅蘋萊特自導自演 帶給觀眾希望 《勇抱大地》金球視后重獲新生,"                【報導孫伊萱／】最近將上映的電影感動人心，羅蘋萊特自導自演《勇抱大地》帶給觀眾希望，柯林佛斯、史丹利圖奇主演《永遠的我們》探討愛情的真諦，還有《如果雨之後》講述一段跨城市的浪漫手寫情緣。銀幕傳遞感性和人性的溫暖55歲美國女星羅蘋萊特（Robin Wright）憑藉美劇《紙牌屋》榮獲金球獎視后，她自導自演最新力作《勇抱大地》，描述一個人在遭逢改變人生的悲慘事件後，如何尋找一個全新的生活方式。羅蘋萊特在片中飾演的伊蒂霍澤，選擇離群索居，獨自前往懷俄明州杳無人煙的深山，沒有野外求生經驗的她，在瀕臨斷糧及失溫的危險時，被居住在當地的米蓋包洛斯（達米安畢契爾飾）救了一命，更教她各種求生技能，也讓她敞開心房深刻地了解大自然。2個曾經受創的心靈，發展出一段意想不到的友情，他們之間淡淡的感情連結，也為彼此帶來心靈的療癒及上天的恩典。當時美國幾乎每星期都會發生槍擊事件，羅蘋萊特收到經紀人寄來的劇本後，認為故事既感動人心又符合時事，「想到那些痛失至親的可憐人，每天都忍不住哭泣，這劇本探討的就是這樣的痛苦。故事主人翁因為一場悲劇失去一切，發現自己已無法在這個沒有她置身之地的世界生存，因為她所知的世界已經消失了，於是她必須為自己創造一個全新的世界」，便決定將它拍成電影。該片還因為找不到女主角差點流產，最後羅蘋萊特乾脆自己來演，她笑說「自導自演的優勢就是，我很清楚我想要達到什麼效果」，省下很多和演員討論的時間。至於飾演男主角米蓋的達米安畢契爾（Demian Bichir）則是一開始就對這個故事很有感覺，演完後更加愛上電影呈現的感性和人性的溫暖，「很高興在這巨變且混亂的世界中，還能看到如此細膩和勵志的電影」。電影熱映中。《永遠的我們》柯林佛斯譜同性戀曲由<font class=""item_keyword"">奧斯卡</font>影帝柯林佛斯（Colin Firth）及史丹利圖奇（StanleyTucci）主演新片《永遠的我們》（Supernova），描述愛情長跑多年的同性愛侶，在其中一人罹患早發性失智症後，彼此陪伴珍惜的感人故事。兩位相知超過20年的好友，在片中互動細膩自然。電影5月9日上映。《如果雨之後》姜河那一看劇本就噴淚「百想視帝」姜河那、「青龍影后」千玗嬉主演《如果雨之後》，描述從一封偶然寫給小學暗戀對象的信開始，透過來回手寫信而展開一段相隔兩地的愛情故事。深情指數媲美岩井俊二經典作《情書》，連姜河那也自曝在軍中首次拿到劇本時爆哭。電影5月7日上映。                                ",中國時報
2021/04/29,《農場》導演挪威發掘豬界梅莉史翠普,"                【報導林志勳／】榮獲本屆<font class=""item_keyword"">奧斯卡</font>最佳紀錄片15強的電影《農場我的家》，由《小丑》<font class=""item_keyword"">奧斯卡</font>影帝瓦昆菲尼克斯監製，俄國紀錄片大師維克多柯薩科夫斯基（Victor Kossakovsky）執導，劇情透過1隻豬、1隻獨腳雞和2隻牛的農場日常，訴說深刻感人的故事，成功吸引名導接踵朝聖。曾獲坎城金棕櫚獎的美國導演葛斯范桑（Gus Van Sant）盛讚該片是「大師的完美神作，極美！必看！」而《羅馬》<font class=""item_keyword"">奧斯卡</font>最佳導演艾方索柯朗更是熱愛該片，他表示《農場我的家》迫使觀眾拋棄對於語言、評判的成癮，「帶領我們體驗崇高的親情與生命的力量」。為拍攝該片，導演柯薩科夫斯基特別赴挪威奧斯陸附近一座農場「選角」，「甘妲」不畏生地走來，讓柯薩科夫斯基深深被打動，「我們找到女主角了！豬界的梅莉史翠普！」。《農場我的家》29日在台上映。                                ",中國時報
2021/04/29,滑動鑽石新表款 廣告洋溢幸福 茱莉亞羅勃茲 燦笑愛蕭邦,"                【報導陶福媛／】蕭邦（CHOPARD）強打「明星牌」，邀請「鳳凰女」茱莉亞羅勃茲（Julia Roberts）擔任品牌大使，首波釋出她為新款Happy Sportthe First鑽表與珠寶拍攝的形象廣告，只見在鏡頭前開心熱舞，詮釋腕表上的活動鑽石滑動跳躍之美，加上她咧嘴燦笑的招牌笑容，更是極具渲染力，讓人忍不住也想跟著手舞足蹈。茱莉亞羅勃茲從影以來拍攝不少膾炙人口的好戲，包括90年代的成名作《麻雀變鳳凰》、《新娘百分百》、《新娘不是我》等，並在2001年以《永不妥協》拿下<font class=""item_keyword"">奧斯卡</font>影后，如今茱莉亞羅勃茲受邀擔任蕭邦珠寶代言人，並為蕭邦拍攝全新形象廣告，在鏡頭前開心熱舞展現活力，重現昔日巨星風采，完美詮釋Happy Sport鑽表的精神：生命的喜悅與自由的精神。金獎導演 完美掌鏡這支長度僅1分鐘的蕭邦形象廣告由坎城影展金獎導演札維耶多藍（Xavier Dolan）掌鏡，完美掌握這位美國甜心的迷人笑容和樂觀正面的渲染力，再加上背景音樂選用帕洛瑪菲芙（Paloma Faith）的《Upside Down》，更添愉悅氣氛。蕭邦經典Happy Sport鑽表問世於1993年，正巧也是茱莉亞羅勃茲崛起影壇的年代，兩者都是快樂愉悅的象徵，且有諸多巧合，這也難怪蕭邦聯合總裁暨創意總監卡洛琳舍費爾（Caroline Scheufele）會讚歎茱莉亞羅勃茲是代言Happy Sport鑽表的唯一人選，唯有她能詮釋Happy Sport的精神。復刻經典 融入創新Happy Sport鑽表源自Happy Diamonds滑動鑽石的設計，在表盤上添加滑動鑽石的元素，象徵了快樂的生活與自由的精神，當時卡洛琳舍費爾的母親Karin見到滑動鑽石時，曾說：「自由無拘束的鑽石，是最幸福快樂的！」（These diamonds are happier when they are free.），為它下了最佳註解。Happy Sport鑽表歷經近30年的演進，迄今仍不減其魅力與現代感，為了向經典致敬，今年蕭邦推出兩款全新設計的Happy Sport theFirst腕表，精鋼版限量發行1993只，為Happy Sport鑽表誕生的年份，一是表圈鑲鑽精鋼奢華版，限量788只，則是卡洛琳舍費爾的幸運數字，外觀上延續傳奇的活動鑽石和鵝卵石形表鍊的設計，忠實復刻經典原作，但又同時融入大膽創新，包括黃金比例33mm表徑的Lucent Steel A223精鋼表殼，以及搭載Chopard 09.01-C型自製機芯，是一款可以24小時全天候佩戴的女表。                                ",中國時報
2021/04/28,奧斯卡收視跌58%影帝頒獎冷場,"                【報導江珮瑜／】第93屆<font class=""item_keyword"">奧斯卡</font>金像獎頒獎典禮在台灣時間26日落幕，不過疫情攪局下，不但缺少大片加持，也大幅精簡節目數量，即使由金獎導演史蒂芬索德柏（Steven Soderbergh）擔綱總製作人調整頒獎順序，但收視率還是再創歷史新低，僅吸引約985萬收視人口，較去年的2360萬人銳減了58％。今年<font class=""item_keyword"">奧斯卡</font>頒獎是疫情後第一場領獎人都到場的盛會，但星光相較以往仍黯淡許多，參加人數從數千人縮水成數百人。據尼爾森公司（Nielsen）27日公布的初步數據，本屆<font class=""item_keyword"">奧斯卡</font>頒獎典禮收視人口跌破千萬大關，許多廣告主鎖定的18至49歲收視群，更較去年流失64％。至於影帝頒獎結果也備受討論，有部分網友認為，典禮最後沒頒給呼聲高的已故演員查德維克博斯曼（Chadwick Boseman），讓影迷失望，且得獎的安東尼霍普金斯（Anthony Hopkins）未出席領獎，節目草草結束，瞬間冷場。不過博斯曼的家人跳出來呼籲網友冷靜，其兄德里克（Derrick Boseman）表示，一家人並沒有因獎落他人之手而難過，「因為每位獲提名的演員都很出色，值得獲獎」。                                ",中國時報
2021/04/28,被灰狼剃光頭 爵士顏面無光,"                【黃邱倫／綜合報導】本季戰績最佳的爵士，25日才爆冷輸給灰狼，昨日又以104比105被狼群咬傷，48小時內連續兩場敗給戰績倒數第2的灰狼，本季對戰3次遭到橫掃，絲毫沒有強權本色，臉面無光。灰狼本季至今才拿下18勝，其中3場勝利就是來自於爵士（44勝17敗），跌破所有專家的眼鏡，尤其是康利在最後關頭投進超前三分球，讓爵士看到勝利希望，沒想到一次防守上的漏洞，讓羅素得以投進致勝分，爆出昨日最大冷門賽事。灰狼此役最多落後18分，本季第6次落後對手15分以上，最終完成精彩逆襲，創下隊史紀錄。同時這是灰狼自1989年成軍以來，首次在賽季完成對爵士的橫掃。除了爵士外，昨日跌跤的還有快艇，103比120不敵西區排名暫居第11的鵜鶘，而且保羅喬治還扭傷腳踝，雪上加霜。不過，快艇近10戰贏了8場，如果保羅喬治的傷不嚴重，還是很有機會衝擊西區龍頭寶座。此外，東區三大黑馬也在昨日同時吞下敗仗，目前並列第4的尼克以110比118輸給太陽，9連勝止步；老鷹86比100敗給墊底的活塞；巫師韋斯布魯克拿下本季第29次大三元，無奈與馬刺激戰至延長賽後仍以143比146飲恨落敗，無緣邁進9連勝。韋斯布魯克單月12次大三元，改寫「大帥」張伯倫於1968年3月所創的單月11次大三元NBA紀錄；生涯第175次大三元也緊追在「大O」<font class=""item_keyword"">奧斯卡</font>羅伯生181次之後，本季可望攻頂改寫。                                ",中國時報
2021/04/27,《游牧人生》拿下奧斯卡最佳影片、女主角等3大獎 首位亞裔女性 趙婷奪最佳導演,"                【徐定遠／台北報導】第93屆<font class=""item_keyword"">奧斯卡</font>獎26日揭曉，首度選在洛杉磯地標聯合車站舉辦，今年典禮受疫情影響延後2個月，在史上最長獎季的終幕締造多項影史紀錄，大陸出生的趙婷順利以《游牧人生》奪下最佳導演獎，是繼2010年凱薩琳畢格羅（Kathryn Bigelow）以《危機倒數》奪獎後，影史第2位女導演、更是首位亞裔女導演奪得<font class=""item_keyword"">奧斯卡</font>最佳導演獎，《游牧人生》還榮獲最佳影片與女主角共3獎，是本屆最大贏家。中文分享三字經 籲秉持善念大陸名演員宋丹丹之女趙婷，是繼李安後第2位榮獲<font class=""item_keyword"">奧斯卡</font>導演獎的華裔導演，發表感言時她表示小時候常與父親輪流背誦詩詞，以中文分享《三字經》中的「人之初，性本善」是影響她最深遠的一句話，藉此鼓勵在當下亂世中秉持善念的重要，「這個獎獻給有信念與勇氣秉持善念、並且不論多困難都對彼此維持善意的人們，你們激勵我持續向前」。《游牧人生》改編自同名報導文學，描繪一群經濟弱勢在美國中西部以車為家、互相扶持，沒有刻意的政治批判，採用大量真實「游牧人」堆疊出平淡卻深刻的多面向人物側寫，女主角法蘭西絲麥朵曼（Frances McDormand）飾演為存留亡夫回憶而拒絕安定的寡婦，成功奪下人生第3座<font class=""item_keyword"">奧斯卡</font>影后獎座，直逼凱瑟琳赫本（Katharine Hepburn）的4屆影后紀錄。安東尼霍普金斯 83歲再封帝本屆最大驚喜，是83歲的安東尼霍普金斯（Anthony Hopkins）擊敗盡收各大工會獎的已故演員「黑豹」查德威克鮑斯曼（ChadwickBoseman），以《父親》中失智角色成為史上最年長的<font class=""item_keyword"">奧斯卡</font>得獎人。他在該片角色身心都徹底失控，在晚年交出最震撼人心的生涯傑作，得獎實至名歸，是他繼1992年《沉默的羔羊》後，暌違近30年的第2座<font class=""item_keyword"">奧斯卡</font>影帝獎座。尹汝貞摘女配角 韓星首鍍金韓國資深女演員尹汝貞昨以《夢想之地》中口無遮攔的奶奶角色，毫無懸念奪下最佳女配角獎，成為<font class=""item_keyword"">奧斯卡</font>史上首位奪下演員獎的韓國演員；在《猶大與黑色彌賽亞》飾演黑豹黨民權領袖的丹尼爾卡盧亞（Daniel Kaluuya），也延續聲勢奪下最佳男配角獎。《藍調天后》的妝髮設計米亞尼爾（Mia Neal）和賈米卡威爾森（Jamika Wilson）則是<font class=""item_keyword"">奧斯卡</font>妝髮設計獎的首位黑人得主。（相關新聞刊AA4、B1、C1）。                                ",中國時報
2021/04/27,新科女配尹汝貞曝片酬僅30萬 見小布秒變追星族 嗨喊終於見到你,"                【報導孫伊萱／】73歲韓國女星尹汝貞憑藉《夢想之地》中不按牌理出牌的外婆「順子」，昨不負眾望拿下<font class=""item_keyword"">奧斯卡</font>最佳女配角獎，除成為首位抱走<font class=""item_keyword"">奧斯卡</font>演員獎的韓星外，更成功追星頒獎人兼該片幕後老闆「小布」布萊德彼特（Brad Pitt），她一上台就高喊：「布萊德彼特先生，終於見到你了，我們拍片時你在哪？」逗趣舉動成為典禮一大亮點。尹汝貞昨得獎後，在後台被追問想跟小布合拍什麼類型的電影，她謙稱自己英語不好，年齡差又大，不敢奢望。再被問及小布聞起來是什麼味道時，她直率回：「沒聞欸，我又不是狗！」之後韓媒聯訪時好奇她和小布聊了什麼？尹汝貞笑說，除了約定好一定會拜訪韓國，「還說『非常景仰您的表演』，我是不信啦，美國人不是都很會說場面話嗎」？並透露她只拿了約30萬台幣片酬，還自掏腰包飛來參加頒獎典禮，不忘搞笑向小布說希望下次拍片可以再給多一點製作費。她在謝辭中說每位入圍的都是得獎者，「我能夠站在這裡是因為我多了幾分幸運，也可能是美國的待客之道，把獎項給了韓國演員」。昨朴敘俊、宋慧喬等韓星均接力祝賀，韓國總統文在寅也發文向她的表演人生致敬，誇尹汝貞「憑藉持續不懈的熱情，感動了不同文化種族的人」。曾以《逃出絕命鎮》入圍<font class=""item_keyword"">奧斯卡</font>影帝的32歲烏干達裔英國籍男星丹尼爾卡盧亞（Daniel Kaluuya），在改編自真人真事電影《猶大與黑色彌賽亞》飾演已故黑豹黨民權領袖，成功奪下首座<font class=""item_keyword"">奧斯卡</font>最佳男配角獎。他在台上感謝家人，更語出驚人喊：「我們正在呼吸、走路，太不可思議了，就像我爸媽，他們做愛，太棒了！我很開心能活著，今晚要好好慶祝！」讓在英國透過直播分享喜悅的媽媽和妹妹也傻眼，直呼：「他到底在說什麼？」。                                ",中國時報
2021/04/27,群星報復性用色 霓虹金銀席捲奧斯卡 辛蒂亞炫腹制霸紅毯,"                【報導黃唯淯、林欣儀／】新冠疫情後，首度實體頒獎的<font class=""item_keyword"">奧斯卡</font>，讓明星不分男女，可說都穿著報復性用色，霓虹或金銀色系奔放席捲紅毯，是近年典禮色調最強烈的一次。兩位女主角入圍者撞到金色也撞秀腰，凱莉穆里根Valentino高級訂製金色中空上衣配同色系蓬裙，安德拉戴一襲金色VeraWang雙截斜禮服搭Tiffany鉑金與18K金鑲鑽手環與Tiffany Schlumberger系列珠寶，兩人都像志在奪下小金人，雖最後同樣角逐失利，但在全球觀眾腦海中都留下深刻印象。不只女星，《邁阿密的一夜》小萊斯利奧多姆大膽敢穿，近期成時尚新寵，也以Brioni金色套裝配OMEGA頂級腕表，霸氣全場，被許多網友、外媒評論為紅毯之王。同是金屬色調，「小丑女」瑪格羅比以《花漾女子》的監製身分現身，以一襲銀色亮片鑲飾的香奈兒小禮服出席活動，薄紗上鑲飾的亮片讓她成為鎂光燈焦點，搭配宛如鄰家少女般的齊瀏海，性感迷人。男星螢光粉 魅力獨特霓虹般色調方面首推辛蒂亞，她一身鮮黃色Valentino高級訂製服，與她性感健康膚色十分相襯，加上寶格麗頂級珠寶的加持，輕鬆從紅毯中突圍；男星科爾曼多明戈以一席螢光粉Versace三件式西裝套裝，難以駕馭的粉色在他身上卻不顯突兀，展現出其獨特的時尚魅力；亞曼達塞佛瑞是紅毯性感指數第一名，她穿著Giorgio Armani Prive紅色深V禮服出場，深V胸前挖空性感指數爆表，加上紗質曳地蓬裙與鮮紅搶眼色系，與亞曼達金色微捲復古髮型十分登對。瑪麗亞巴卡洛娃（Maria Bakalova）雖角逐最佳女配角失利，但在紅毯戰上成功扳回一城，她身穿深Ｖ低胸晚禮服配全球頂級寶石傳奇英國Moussaieff慕莎伊芙珠寶品牌亮相，該牌近日也計畫在台灣開設全球第三大專賣店，是珠寶界盛事之一。主演《藍調天后》的薇拉戴維絲，則是穿著Alexander McQueen白色鏤空設計晚禮服，藝術感設計展現不輸其人的紅毯氣勢。                                ",中國時報
