publish_date,title,content,press
2015/02/28,瑞德曼扮完霍金變性當女人 露琵塔470萬奧斯卡戰袍遭竊,"                【許世穎／綜合報導】英國男星艾迪瑞德曼在《愛的萬物論》中，飾演罹患漸凍症的英國理論物理學家史蒂芬霍金，一舉擊敗強敵《鳥人》米高基頓拿下<font class=""item_keyword"">奧斯卡</font>影帝，更帶旺星運，片約不斷。他在新片《丹麥女孩》（暫譯）再度挑戰真實人物，飾演全球第一個變性人、丹麥畫家艾納韋格納，片中男扮女裝的扮相也搶先曝光，模樣令人驚豔。而去年榮獲<font class=""item_keyword"">奧斯卡</font>最佳女配角的露琵塔尼詠歐，22日出席<font class=""item_keyword"">奧斯卡</font>頒獎典禮時，穿著鑲滿6000顆珍珠的華麗禮服，成為全場焦點，不料26日卻傳出禮服在下榻飯店遭竊，這套凱文克萊的禮服價值470萬台幣，目前警方已展開調查，希望能盡快找回露琵塔的<font class=""item_keyword"">奧斯卡</font>戰袍。                                ",中國時報
2015/02/28,岡田准一奪影帝男配 稱霸日奧斯卡 宮澤理惠獎不完 靠《紙之月》再封后,"                【傅繼瑩／綜合報導】第38屆日本電影學院獎頒獎典禮，27日在東京新高輪王子飯店舉行，由去年影后真木陽子與男星西田敏行搭檔主持，本屆提名11項的《永遠的０》，囊括最佳影片、最佳導演、最佳男主角等大獎，加上其餘５項技術獎項，共贏得８獎，是最大贏家。傑尼斯的「演技一哥」岡田准一多項入圍，結果分別以《永遠的０》及《蜩之記》包辦最佳男主、男配角獎，成為繼大竹忍、真木陽子後，歷來包辦最佳主、配角獎的第３人，也是男星中的第１人。他領獎時，激動地感謝所屬男團V6的其他成員，以及傳授演技的幾位恩師：「這是一直幫助、期盼我能得獎的大家，所創造出來的奇蹟！」去年憑《紙之月》橫掃各電影獎的宮澤理惠，毫無意外奪下影后，是她繼2003年《黃昏清兵衛》後，第２次榮登日本<font class=""item_keyword"">奧斯卡</font>影后；但她因舞台劇演出而缺席典禮，由導演代為領獎。去年已獲第64屆柏林影后的女星黑木華，再以《東京小屋的回憶》擊敗《紙之月》的小林聰美及大島優子，穿和服優雅抱回最佳女配角獎；小海女能年玲奈則以《Hard Road》獲最佳新人獎。                                ",中國時報
2015/02/28,紅毯遭強吻不在意 還怪媒體太誇大 史卡莉挺屈伏塔 洗刷怪叔叔臭名,"                【許世穎／綜合報導】「性感女神」史卡莉喬韓森22日出席<font class=""item_keyword"">奧斯卡</font>頒獎典禮，在紅毯上因被約翰屈伏塔親吻，被媒體解讀成性騷擾，事發至今已５天，仍餘波盪漾。她26日接受美聯社訪問時力挺屈伏塔，直說：「約翰屈伏塔當天完全沒有奇怪、詭異或不恰當的地方。」摸臉橋段觀眾不舒服屈伏塔當天攬著史卡莉的腰，親吻她右臉，當時有媒體捕捉到史卡莉臉僵瞪他；屈伏塔後來在典禮上和伊迪娜曼佐搭檔頒獎時，用手托著伊迪娜的下巴，還「笑淫淫」的盯著對方，讓人看了直呼「不舒服」，雖他解釋是安排好的橋段，但觀眾並不買帳。外媒《赫芬頓郵報》26日也刊出「約翰屈伏塔何時變成好萊塢怪叔叔」的特稿，《紐約郵報》的八卦版「Page Six」也整理了屈伏塔在推特上被惡搞的推文。疑似被騷擾的史卡莉卻不在意，更指僵臉瞪屈服塔的照片是「不巧的定格畫面」。史卡莉說，照片並無法表達拍攝前後發生的事，該事件全是媒體誇大、渲染並誤導大眾，她說已經好幾年沒見到屈伏塔，能被他那樣的歡迎，「永遠會令人開心」。史卡莉組女團惹官司另一方面，史卡莉日前宣布將組女子樂團「The Singles」，但專輯未發就已惹來官司；26日有一個同名的洛杉磯樂團發出聲明，指過去16年來都用相同名字作團名，認為史卡莉「偷用」他們的名字，目前已著手控告。                                ",中國時報
2015/02/27,《3C情報》奧斯卡金像獎福袋 3C夯品大方送,"                【陳大任／台北報導】<font class=""item_keyword"">奧斯卡</font>金像獎頒獎典禮落幕，主辦單位送給提名者的禮品袋，去年總值8.5萬美元，今年爆增為16萬美元，約新台幣500多萬元。這款奢華「福袋」內容包括酒店旅遊套裝行程、護理用品、健身私人教練課程，還多了不少3C產品。福袋中的3C產品反映穿戴流行風潮，包括智慧手環、隨身相機、自拍遙控器和智慧耳機。其中，Polar Loop運動手環內建最新3D加速度感應器，可全天候偵測身體活動、休閒及睡眠品質，也會提醒何時該起身活動，或該從事哪些強度運動，以達成自己設定的健康目標。LG去年結合Harmon Kardon推出的Tone Infinim無線耳機，外型採取衣領式設計，配合LG G3手機及G Tablet平板，耳機能以震動或聲音提示；來電時，還能以語音唸出來電者姓名和號碼，頗具智慧。Narrative Clip迷你自動相機，20g輕薄機身可以別在衣服、背包，輕敲2下即會每隔30秒自動拍攝1張500萬畫素照片，連上電腦，檔案自動上傳至雲端，但需額外支付雲端費用9美元（每月），系統會以日期與拍攝地點自動分類，不過台灣還未引進。                                ",中國時報
2015/02/27,李安《戰事》新人喬艾爾文出線,"                【許世穎／綜合報導】李安導演新片《半場無戰事》（前譯：大兵林恩的中場休息）預計４月中開機，本月初傳出李安正為該片展開選角，包括熱映中的《金牌特務》男主角泰隆艾格頓、《變形金剛４》傑克萊諾等人都榜上有名。《浮華世界》26日報導，最後由新人喬艾爾文出線。《半場》描述19歲的大兵「林恩」，與戰友在伊拉克戰爭中生還，回到美國後進行英雄式巡迴，讓他開始思考戰爭的本質與意義。喬艾爾文上周剛滿24歲，是英國籍舞台劇演員，受過中央演講和戲劇學院的訓練，他186公分，擁有金髮碧眼，外型稚嫩，應可勝任原著小說中19歲的「大兵林恩」一角。李安將身兼該片導演與製作人，預計2016年上映，未開拍已被看好問鼎<font class=""item_keyword"">奧斯卡</font>。                                ",中國時報
2015/02/27,協助183個家庭 瑞智家庭4周年 提供家屬支持喘息與照護經驗交流,"                【李盛雯／台北報導】電影《我想念我自己》勇奪<font class=""item_keyword"">奧斯卡</font>最佳女主角，全世界更了解早發性失智症樣貌。台灣失智症協會在前總統陳水扁民生寓所成立的「瑞智互助家庭」昨日滿4周年，阿扁的兒子、凱達格蘭基金會執行長陳致中宣布擔任終生志工，為失智症奉獻心力。回到老家，民生寓所滿是陳致中兒時回憶。母親吳淑珍長年坐輪椅，陳家一直希望參與更多公益，讓小我變大我、一家之愛擴大為眾家之愛。4年來協助183個失智家庭，提供病人第2個家，讓家屬得到安慰喘息。曾經有不相識的家屬告訴他，因著瑞智家庭，家中失智長輩快樂地多活了好幾年，讓他內心一陣悸動。「我是苦中作樂。」陳致中今年36歲，小學一年級吳淑珍車禍後，他就得照顧自己，夜晚一手拿課本、一手幫媽媽按摩，早就有「今生要一路照顧母親到底」的體認；這幾年阿扁也出現類失智情況，家中兩老健康只會更壞不會更好，讓他對失智症家屬感同身受，最大的痛苦是為人子女對父母的不捨，這也讓他決定當終身志工，要喚起各界對失智症更多關懷。「多一個瑞智家庭，就少幾個跳樓的失智症家屬。」失智症協會祕書長湯麗玉說，民生寓所瑞智家庭是全世界第一個成功的互助家庭，4年來帶給家屬百分百滿意感受，特別全台有1萬個早發性失智症家庭，如同電影女主角，病人正值壯年失智，所有困境都提早來臨，更需支持喘息，協會正將瑞智家庭推廣到彰化、台中和宜蘭等地，希望幫助更多家庭。「往好處想，正因媽媽生病，反而有更多孝順她的機會。」病友家屬吳世豪的母親發病時不到50歲，原本活潑開朗、愛唱歌跳舞的媽媽，如今已變了一個人。回首十幾年來照顧母親的心路歷程，其中的艱辛傷痛，只有同為失智家屬的瑞智夥伴能夠了解。「在這裡，母親又唱起了歌、臉上又有了笑容；在這裡，家屬彼此理解、相互支持、安然放鬆。」吳世豪呼籲台灣能有更多瑞智家庭，讓家屬喘口氣、歇歇腳，繼續為心愛的家人勇敢向前。                                ",中國時報
2015/02/26,槓龜巨星加持 樂高小金人夯過本尊,"                【徐定遠／綜合報導】去年<font class=""item_keyword"">奧斯卡</font>頒獎典禮上，因「史上最強自拍照」讓三星手機成為最大獲益者，今年<font class=""item_keyword"">奧斯卡</font>上《樂高玩電影》意外沒入圍最佳動畫長片獎，卻因表演主題曲〈真是太樂搞了〉時現場發送「樂高<font class=""item_keyword"">奧斯卡</font>」，讓樂高積木成為本屆暴紅的受益品牌。諷刺的是，對該片故事中的樂高人物來說，被用膠水黏起來是積木最殘忍的下場，但當晚每座由500塊積木組成的獎座，為避免當場解體，全都被膠水黏得死死的。20座樂高<font class=""item_keyword"">奧斯卡</font>當晚奇貨可居，幾乎比小金人本尊還搶手，梅莉史翠普、艾瑪史東等陪榜巨星，整晚都拿著樂高<font class=""item_keyword"">奧斯卡</font>趴趴走，成為最佳代言人。《樂高》全球狂賣147億台幣，在北美更是2014年票房第５的電影，影評好評度高達96％。華納影業25日趁熱宣布，續集由影集《廢柴聯盟》導演羅伯施洛伯接手，預計2017年上映。                                ",中國時報
2015/02/26,《鳥人》彷彿親身經歷 痛失奧斯卡影帝 米高謝詞塞回口袋 網友:最哀傷一刻,"                【徐定遠／綜合報導】本屆<font class=""item_keyword"">奧斯卡</font>的影帝獎項，雖然《愛的萬物論》艾迪瑞德曼聲勢一直領先，但《鳥人》米高基頓仍緊追不捨、毫無認輸跡象。眼尖網友發現，23日凱特布蘭琪唱出得獎人艾迪的名字時，米高默默地把拿在手中的謝詞放回外套口袋中，被認為是本屆<font class=""item_keyword"">奧斯卡</font>最哀傷的一刻。泡菜台詞讓南韓暴走雖然米高否認他在《鳥人》演的是自己，但明眼觀眾不難發現，該角擺明就是他沉寂逾20年經歷的翻版，他在片中赤裸詮釋如何為了最後的東山再起機會而犧牲一切，只為再次證明能力，說是用生命演出也不為過。他在典禮上把謝詞悄悄收回口袋的舉動，儼然就是電影的延續，讓粉絲在模糊了劇情與現實的畫面裡，無法不動容惋惜。《鳥人》是本屆<font class=""item_keyword"">奧斯卡</font>大贏家，但也引發不少爭議，該片還未在韓國上映，卻因片頭艾瑪史東在韓國花店買花時抱怨「這些花聞起來都像他Ｘ的泡菜」，讓韓媒集體抓狂，包括《韓聯社》、《韓國先驅報》、《韓國時報》、SBS電視台等主流媒體都大肆指控文化歧視，另一句「你每次宿醉時看起來都像有蒙古症」，也被以放大鏡檢視。《鳥人》配樂遭扼殺另項爭議是入圍名單公布前就開始延燒，墨西哥爵士鼓大師安東尼奧桑切斯，為《鳥人》即興演奏長達32分鐘的爵士鼓樂，自開場就無形引領電影與觀眾的節奏，卻在後製時，因劇情需要加入少量現有古典樂串場，就被<font class=""item_keyword"">奧斯卡</font>以不符規定拒於門外，迂腐規定抹殺今年最精采的配樂之一，更自限未來前衛配樂的可能性。安東尼奧無奈地說：「我猜我的配樂對評委來說，太過不同、也太過創新。」。                                ",中國時報
2015/02/26,丹尼鮑伊拍《巴比倫》 回鍋電視圈,"                【徐定遠】以電視電影出道的《貧民百萬富翁》<font class=""item_keyword"">奧斯卡</font>最佳導演丹尼鮑伊（圓圖），加入名導轉戰電視劇的風潮，以自創自導的影集《巴比倫》（左圖）隆重回歸電視，將《猜火車》的犯罪喜劇因子，注入以倫敦大都會警察廳為舞台的新作，跟隨《傾聽我的聲音》布里特馬林飾演的公關總監，迎戰新媒體世代中難以想像的警界夢靨。該劇３月１日晚10點在日舞電影台首播。                                ",中國時報
2015/02/26,小珍妮佛超吸金 連續4年為Dior入鏡 加碼放送性感,"                【林思吟／台北報導】好萊塢女星珍妮佛．勞倫斯走過自拍裸照風暴，去年底運勢由黑翻紅，先後端出《飢餓遊戲3：自由幻夢I》、《瞞天殺機》兩部電影新作；愛情世界也有所斬獲，和「酷玩樂團」主唱克里斯．馬汀傳出復合。原以為她和馬汀前妻葛妮絲．派特洛會在今年<font class=""item_keyword"">奧斯卡</font>頒獎典禮上強碰，沒想到小珍妮佛因趕拍新片而缺席，粉絲見不到佳人，大呼失望。■化身冰山美人 自曝攝影師粉絲小珍妮佛的高人氣不僅止於演藝圈，時尚圈同樣對她展開雙臂，自從2012年與Dior開啟代言合作後，她每年不間斷為該牌拍攝宣傳照，成功炒熱Miss Dior包，跟著帶動銷售額。如今品牌推出新包款Be Dior，再次邀請小珍妮佛出馬助陣，在全新曝光的照片中，只見她穿上Dior春夏服飾，大秀美腿、小露酥胸，加碼放送性感。Be Dior形象廣告由義大利知名攝影師Paolo Roversi掌鏡，選在極簡建築構造的場地拍攝，小珍妮佛收起招牌甜笑，化身冰山美人，眼神堅毅中透著自信，展現另一番摩登風情。在幕後花絮中，她不僅自曝是攝影師粉絲，也難得公開藏在Dior包中的私密小物：「有錢包、手機…和絕不可忘記的鑰匙，還有環保筷和一點香水！」■Be Dior包款 樣式豐富色彩繽紛Be Dior包款去年秋冬首度面世，延續Dior所有包款都有的經典元素，像是弧形把手、字母Logo掛飾和雙層皮革配色；而別出心裁的掀蓋設計則是其招牌特色，加上手提、肩揹、側揹、手拿等多種配戴方式，一推出即擄獲眾人芳心。今年春夏，Be Dior樣式益發豐富，不僅用色繽紛大膽，提把、吊飾也玩起撞色，亦提供中型、小型、迷你三種尺寸，選擇更為多元。                                ",中國時報
