2008,1
人,1
人潮,1
保鑣,1
努力,1
回到,1
女星,1
好萊塢,2
媒體,1
小金人,1
尚杜,2
幫忙,1
年,1
影后,1
影帝,2
很樂意,1
我,1
我會,1
打算,1
拍,1
掀暴動,1
接機,1
推著,1
擠,2
新科,1
暴動尚,1
杜賈丹,1
柯蒂亞,1
歡迎,1
歪,1
法國,5
混亂,1
演員會,1
為,1
爆機場,1
猶如,1
獎座,1
玫瑰,1
現場,1
生成,1
留在,3
瘋狂,1
發展,2
秩序,1
笑容,1
第一位,1
粉絲,1
維持,2
繼續,1
美國,1
能,1
臉,1
詠,1
說,1
警察,1
賈丹並,1
賈丹帶,1
贏得,1
走瑪莉,1
返法,1
首位,1
默片,1
維持,1
繼續,1
說,1
30,2
49,2
亮相,1
典禮,1
凍齡,1
出頭,1
原有,1
哥,1
回春,1
在,1
小錢現,1
幾歲,1
建議,1
整型,1
有術,1
楊醫師,1
歎,1
歲,2
湯,1
湯哥,2
湯姆克魯斯,1
療程,1
看起,1
算是,1
起來,1
過度,1
阿,1
需要,1
非常,1
驚,1
媒體,4
尚杜,3
影帝,4
杜賈丹,2
美國,2
說,4
30,1
典禮,2
歲,1
-,1
1200,1
170,1
200,1
400,3
62,1
70,2
ABC,1
High,1
一口,1
一段,1
一連串,1
上台,1
不俗,1
不攏,1
不滿,1
中廳,1
丹,1
主因,1
主持人,1
主演,1
事實,1
人口,1
人物,2
但,1
來潮,1
依然,1
倍增,1
倦意,1
兒,1
全,2
全台,3
兩人秀,1
兩位,1
凱莉里琶,1
出口,1
分居,5
前天,1
加倍,1
包括,1
口味,1
可能,2
台,3
台訪,1
史翠普,1
吃香,2
哈里斯,1
問時,1
單日,1
嘴,1
國賓長,1
堅固,1
外語片,1
大廳,2
大藝術家,3
天全,1
太,1
太驚奇,1
夫人,1
奇妙,1
契爾,1
姊妹,1
娘子,3
子,1
字,1
封后,3
對,1
尼爾派,1
帶動,1
常用,1
廳,1
影城,1
心血,1
惹火,1
應,1
應付,1
成,1
戲院,2
所飾,1
手軟,1
打敗,2
抱歉,1
拿到,1
拿獎,1
持家,1
接受,1
換成,1
揭曉當,1
放映,2
日吸,1
日進,1
春,1
昨天,1
時,1
更,1
最佳影片,1
最大,1
本屆,1
杜,1
柔情,1
梅姨,1
梅姨度,1
梅姨所飾,1
梅姨梅莉,1
梅姨真實,1
歐拉,1
歐拉在,1
歐拉戴維斯,1
母,1
比恩,1
比薇,1
氣講,1
沒什麼,1
法國人,1
法文,1
法語,1
演柴,1
演虛構,1
無法,1
無辜,1
熱烈,1
熱門,1
熱門薇,1
爆增,1
爆增倍,1
理解,1
當場,1
當天,4
登奧斯卡,1
發燒,1
盧茲尬,1
目前,1
相當,1
看漲,2
真善美,1
真實,1
真的,2
票房,11
突增,1
笑合,1
精彩,1
約,1
累計,2
締造,1
置信,1
翠克,1
老媽,1
老師,1
老師法,1
聲勢,1
自認,1
興奮,1
舞,2
舞蹈,1
英文,1
萬,1
萬元,7
萬梅姨,1
表示,1
親,1
觀影,2
討論會,1
評審,1
話,2
認為,1
認錯面,1
語啦,1
誤解,1
謝謝,1
賈,1
賈丹尬,1
賈丹效,1
賈丹榮,1
賺進,1
超級,1
踢踏舞,1
迎合,1
近,1
這實,1
這是,1
連帶,1
進帳,1
逼近,1
過頭,1
道歉,1
選薇,1
鐵,3
開頭,1
隔天,1
隨即,1
電視,1
需求,1
領獎,2
風暴,2
風暴換,1
風暴維,1
風暴表現,1
飆,2
驚喜,1
驚訝,1
驚險,1
髒,4
魅力,1
女星,1
好萊塢,1
年,1
美國,1
前天,1
可能,1
約,1
萬,1
萬元,1
2006,1
59,1
90,1
不夠,1
不服,1
世界,1
交保,1
人員,1
來,1
保安,2
傷害,1
台幣,1
合作,1
咖,1
咖沒,1
外,1
外鬧事,1
天地,1
失敗動,1
她,1
威龍星,1
安妮,1
完全,1
官方,2
小時,1
年代,1
座,1
影藝學院,1
後,1
想要,1
成名,1
拍片,1
斯頓後面,1
明星,1
最後以,2
朋友,1
楊,2
楊以,1
楊怒氣,1
殺手,1
氣的,1
沒有,1
洛杉磯,1
派,2
派場,1
浮華,1
淪為,1
混進,2
王牌,1
珍妮佛,1
發生,2
真羞恥,1
粗,1
罪,1
美元,1
肢體,1
衝突,2
被捕,1
裡待,1
西恩,4
試圖,1
說會場,1
警局,1
警方,2
趴,1
躲,1
輕微,1
辦法,1
近年,1
途不順,1
逮捕,2
過氣,2
過賣,1
金凱瑞,1
銀翼,1
闖,1
闖禍,1
典禮,1
回春,2
幾歲,1
世界,1
派,1
浮華,1
珍妮佛,2
10,1
420,1
800,1
一套,1
一襲,1
世面,1
主辦,1
份,1
作陪,1
例外,1
依舊,1
全場,1
凱蒂,1
出席,1
卡斯,2
單位,1
堡,1
外加,1
夫妻,1
奢華派,1
奧斯卡會後派,1
女伴,1
嫩草,1
巨星,1
希望,1
得意,1
性感,1
感覺,1
搶鏡,1
整個,1
明顯,1
會,1
有賓,1
杯子,1
柏參加,1
柏顯,1
每年,1
深,1
深色,1
湯姆克魯斯大衛,1
準備,1
漢,1
特別,1
猶如年,1
珍開,1
瓶高級,1
男友,2
瘦,1
盛會,1
眼界,1
示人,1
神奇,1
禮服,1
禮服艷驚,1
精,1
結束,1
維多莉亞,1
緻,1
美味,1
翹,3
胸前,1
臀,1
臀珍,2
舉行,1
舉辦,1
荷姆斯貝克漢貝嫂,1
蘿培茲,1
蘿培茲帶,1
蛋糕,1
西好萊塢,1
見,2
貝克漢,1
走光,1
身型,1
輕,1
透光,1
這兩銀色,1
還差點,1
阿湯哥,4
隨後換,1
雜誌,1
香檳,1
年,2
我,1
美國,1
說,2
30,1
典禮,1
可能,1
史翠普,1
娘子,1
封后,2
打敗,1
梅姨,2
熱烈,1
表示,1
謝謝,2
這是,1
鐵,1
驚險,1
合作,2
朋友,1
會,1
14,1
1983,1
Ohmygod,1
一半,1
丈夫,1
不想,1
中,1
久,1
也夠,1
人世,1
人拿獎,1
來賓,1
傑羅伊,1
先,1
兩人,1
冷板凳,1
到現,1
匆促,1
十足,1
原本,1
友誼,1
台下,3
呼聲,1
唐,1
地,1
地感謝,1
坐,1
尾聲,1
年化妝師,1
影人,1
愛,1
感性,1
感言,1
感謝,2
掌聲,1
新舊,1
最高,1
有意,1
梅姨報,1
梅姨接,1
梅姨繼,1
梅姨驚呼,1
次,1
歐拉戴,1
