-,1
11%,1
1849,1
3%,1
BuzzFeed,2
不喜歡,1
不好,1
不敢,1
不爽,2
主席,1
主持,3
主持人,1
任本屆,1
何不,1
保守,1
信給,1
儘,1
全球,1
兩位,1
兩屆,1
典禮,3
冠上,1
出現,1
出色,1
出賽斯項,1
列出,2
加州,1
勇奪,1
去年,1
同樣,1
咪咪,4
哈娜,1
員工,1
唱,1
唱賽斯獲,1
嗆,2
嚴,1
增加,1
墮落,1
夏歲,1
大做文章,1
大波,1
大罪,1
大都,1
女人,1
女孩,1
女性,6
女星,7
女權,1
女生,1
女議員,1
妳,1
嫌,2
安妮,1
家庭,1
家暴,1
寫,2
尊,1
尊重,1
小孩,1
山芋,1
工作,1
希拉,1
年齡,1
廣告商,1
引發,1
影后,2
影藝學院,1
影集,1
很不滿,1
怒,1
性侵,1
恰當,1
惹,1
手,1
打轉,1
抗議,1
捧,1
接下,1
收視,2
收視群,1
政治界,1
敢,1
整理,1
斯,1
斯頓,1
斯麥克,1
曲,1
更,1
最大,1
最愛的,1
有損,2
格上,1
格網,1
棒,2
歌舞,1
歧視,1
歲,1
毛美國,1
法蘭大開,1
洋洋,1
灑灑,1
熊麻吉愛開,1
熊麻吉賽,1
燙,1
物化,2
狀,1
狂開,2
獎的麗娜,1
獎表現,1
率先,1
玩笑,7
珍妮佛,1
珍芳,1
珍芳達,3
瑞絲柏格,1
發言,1
相,1
看過,2
真的,1
站,1
童星,1
笑,1
級,1
繞著,1
罪名,2
罵,1
美國,1
翻天,1
老二,3
聲浪,1
背宗罪,1
胸部,1
腔,1
華莉絲,1
葵雯,1
蒂娜,1
蕊,1
蕾,1
表演,1
話,1
認為,1
調侃,2
譴責,1
變成,1
費也,1
賽,1
賽斯,4
賽斯歧視,1
贊妮,1
身材,1
軒然,1
轉播,1
辛辣,1
這份,1
這段關,1
連在,1
遊走,1
過火,1
道,1
達,1
遭殃,1
邀擔,1
邊緣,1
部落,2
鄧罕,1
金卡達,1
金球,2
長,1
開場,1
開太,1
限制,1
難,1
電視,1
露,2
非常,1
風格帶,1
風氣,1
飆,1
首歌,1
高,1
黃,1
齊聲,1
女星,3
影后,2
手,1
珍妮佛,3
,1
BoitedeNuit,4
BoitedeNuite,1
Dior,1
Gucci,1
MaxiBoitedeNuit,1
RV,3
RogerVivier,2
【,1
】,1
一直,1
中央,1
倫斯,1
倫斯愛美國,1
列克,1
加大,1
包前,1
包無所謂,1
包無礙,1
包獨特,1
化材質,1
各大,1
同色,1
后愛撞,1
喜愛的,1
嘉納,1
圓邊,1
基嫚,1
外框,2
多年,1
多樣,1
奧斯卡,1
妮可,1
季節,1
實用,1
尤其,1
工會典,1
影展,1
征戰,1
愛順,1
應現,1
手拿包,2
手機,1
拿,1
推出,2
搭配,4
新任,1
方塊,1
方形,1
春夏,1
晚宴,1
智慧型,1
更加,1
有金屬,1
材質,1
框,1
流行,1
消費,1
深受,1
深藍色,1
演員,1
無窮,1
版,1
獎典,1
班艾佛,1
琺瑯,1
相呼應,1
知道,1
硬是,1
硬殼,3
禮撞,1
禮服,3
禮紅毯,1
簡單,1
簡稱,1
紅毯,1
素料,1
羅,2
