10,1
17,1
2004,1
DianeKruger,1
×,1
一定,1
一直,2
一舉,1
一鳴,1
中,1
主義等,1
主題,1
事實證,1
人物,1
代表性,1
以,1
作品,4
偶像,1
入圍,1
兩人決,1
典禮,1
加上,1
合作,1
問題,1
回德國,1
國際近,1
圍繞,1
坎城影展,1
坦言,1
大獎烈,1
大都,1
天堂,2
奪下,1
女主角,1
好萊塢,1
存在,1
定日,1
導橫,1
工作,1
巴黎,1
年,1
年來,1
年前,1
座,1
影后,1
影壇,1
影展,1
從影,1
德國,3
德文,1
愛,2
愛無止,1
慎重,1
戳,1
找黛安,1
拿下,1
掃國際,1
提,3
新納粹,1
明法,1
更是,1
最具,1
會,1
柏林,1
機會,1
橫掃,1
歧視,1
母語,1
民族宗教,1
沒有,2
法國,1
法提,3
演出,2
烈愛,1
獎外,1
獎頒獎,1
直,1
直覺,1
社會,1
移民,1
種族,1
等待,1
約,1
經紀,1
緊張,1
裔,1
親情,1
親自飛,1
記者,1
評審派,1
語片,1
說,1
躍升德國,1
身為,2
這部德國,1
遇到,1
遇名,1
邀約,1
金熊獎,1
金球,2
阿金,6
電影獎,1
面談法,1
首次,1
驚人,1
黛安克魯格,2
黛安法,1
一直,1
合作,2
好萊塢,1
年,1
更是,1
演出,2
說,1
1011,2
1993,1
30,1
AR,2
dts,1
七月,1
互動,1
交響,1
作,1
作法,1
使用,3
侏,1
侏羅紀,5
保持者,1
儸,1
全國,1
全新,1
全版,1
全球,1
公園,3
兼具,1
出口,1
剪輯,1
力綠色,1
加高,1
動,1
史匹柏,1
史蒂芬,1
周六,1
品牌,1
嘶吼,1
圖,1
坡,1
執導,1
大型,1
大獎,1
始祖,1
實境,1
將捷,1
廣為,1
引進,1
影,1
恐龍,1
恐龍主題,1
恐龍現,1
感受,1
打造,1
技術,1
指揮,1
捷正修,1
捷運參,1
搭乘,1
搭配,1
擴增,1
效果,1
文化局,4
旅客,1
日,1
日登場,1
春天,1
晚上,1
暴龍,1
月,1
期待,1
楊智欽,1
概念,1
樂團,1
檔,1
正修,1
氛圍,1
求生,1
深化,1
混音,1
湖畔,1
物,1
特別,1
特效,1
獲奧斯卡,1
登場,1
相遇,1
票房,1
科大,2
科幻,1
空間,1
站,1
站號,1
第一部,2
節目,1
精彩,1
系統,1
紀時期,1
紀錄,1
經典,1
繪,1
脊背,1
草地,5
落實車,1
藝文場,1
藝術,1
藝術節,1
行銷,1
裝置,1
製,1
視覺,1
觀眾,2
該片,1
變身,1
質感及,1
超過,1
身捷運,1
身高,1
造成,1
運三多,1
運具,1
運打,1
運線,1
里程碑,1
雄捷,1
零距離,1
電,1
電腦,1
音效,2
音樂會,4
項,1
館捷,1
首座,1
體驗,1
高捷,3
高雄,1
高雄市,2
鳥現,1
點美術館,1
鼓勵,1
龍及,1
一直,2
中,1
人物,1
拿下,1
記者,1
說,2
金球,1
打造,1
13,1
DonyaFiorentino,1
GaryOldman,1
GulliverOldman,1
KobeBryant,1
一半,1
一次,1
不忍,2
並宣稱,1
中當作,1
事情,1
他,1
侵風,1
信公開,1
偷,1
兩個,1
前夫,1
前妻,2
前經,1
動畫,1
卒子,1
受,2
可悲,1
和性,1
唐雅,1
唐雅菲,1
唐雅蓋瑞,1
唯一,1
困擾並,1
報導,1
多年,1
奧倫,1
子,1
孩子,1
家暴,3
實情,1
實節錄,1
寫,1
尤其,1
