keyword,count
梅莉史翠普,109
影帝,345
主角,430
典禮,730
演員,408
影后,353
角色,178
英國,226
入圍,617
演出,247
明星,155
女星,344
藝術家,116
派對,118
姊妹,43
鐵娘子,47
尚杜賈丹,23
默片,74
柴契爾,29
杜賈丹,23
